"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",4753,16,117,11,24.979,-0.009,79,"23",1,4753,785,25.04
2,"=","ONEREPUBLIC Good Life",4561,-41,-234,-43,24.097,-0.053,111,"19",1,4888,408,25.509
3,"=","LADY GAGA The Edge Of Glory",3912,-79,-377,-67,21.383,-0.6,103,"50",2,4442,631,24.134
4,"=","THE BAND PERRY If I Die Young",3908,9,221,-37,19.107,-0.055,94,"22",4,3908,496,19.162
5,"=","HOT CHELLE RAE Tonight Tonight",3724,42,360,-14,20.152,0.364,100,"20",5,3724,408,20.152
6,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",3614,79,497,-4,18.457,0.361,58,"4",6,3614,599,18.457
7,"=","ADELE Rolling In The Deep",3173,-25,-294,32,17.816,0.111,111,"13",1,5540,342,29.393
8,"+1","COLDPLAY Every Teardrop Is A Waterfall",2794,0,77,-20,12.415,0.027,83,"69",8,2794,560,12.415
9,"-1","TRAIN Save Me San Francisco",2763,-78,-488,-67,10.689,-0.406,111,"118",6,3331,355,13.679
10,"+1","FOSTER THE PEOPLE Pumped Up Kicks",2420,53,374,-10,10.651,0.275,69,"2",10,2420,384,10.651
11,"-1","ANDY GRAMMER Keep Your Head Up",2379,-61,-417,-11,10.6,-0.137,111,"99",5,3549,291,16.891
12,"=","THE SCRIPT Nothing",2273,43,313,14,8.913,0.115,47,"66",12,2273,439,8.913
13,"=","ADELE Someone Like You",2235,88,499,40,9.928,0.374,44,"1",13,2235,499,9.928
14,"=","CHRISTINA PERRI Arms",1975,10,61,6,7.643,0.207,111,"147",13,1975,179,7.643
15,"+1","BLACK EYED PEAS Just Can't Get Enough",1904,-6,13,6,11.652,0.011,111,"101",12,2308,292,13.055
16,"-1","BRUNO MARS Lazy Song",1903,-59,-379,-15,11.288,-0.361,111,"72",2,4460,564,22.506
17,"=","MATT NATHANSON Faster",1890,17,166,2,7.356,0.038,111,"160",14,1890,181,7.356
18,"=","GOO GOO DOLLS All That You Are",1579,-9,64,-19,6.97,-0.073,76,"890",17,1588,250,7.234
19,"=","PITBULL Give Me Everything f/Ne-Yo",1383,11,10,-1,7.467,-0.097,80,"14",19,1383,229,7.564
20,"=","COLBIE CAILLAT Brighter Than The Sun",1358,2,159,-14,5.476,0.043,64,"110",20,1358,198,5.476
21,"=","GAVIN DEGRAW Not Over You",1319,19,126,22,4.329,0.002,77,"96",20,1319,237,4.329
22,"+1","LMFAO Party Rock Anthem",1140,22,175,11,6.508,0.143,67,"10",22,1140,175,6.508
23,"+1","MICHELLE BRANCH Loud Music",1122,8,69,-8,3.163,0.008,65,"--",23,1122,154,3.163
24,"-2","THREE DAYS GRACE Lost In You",1119,-11,10,-29,2.681,0.006,111,"842",21,1130,109,2.704
25,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",1098,-13,-106,0,6.348,-0.051,111,"100",10,2719,328,15.106
26,"=","MAT KEARNEY Hey Mama",1085,12,76,4,3.144,0.056,111,"--",24,1085,103,3.144
