"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",4942,34,188,3,26.369,0.281,89,"3",1,4942,599,26.369
2,"=","ADELE Someone Like You",4677,72,492,21,25.107,0.622,75,"2",2,4677,683,25.107
3,"=","HOT CHELLE RAE Tonight Tonight",4484,-12,-115,-2,23.737,-0.266,131,"21",2,4609,408,25.013
4,"=","ONEREPUBLIC Good Life",3876,-13,-172,33,22.182,-0.237,142,"39",1,4888,408,25.509
5,"=","KATY PERRY Last Friday Night (T.G.I.F.)",3764,-78,-475,-28,19.469,-0.411,110,"43",1,4794,785,25.04
6,"=","FOSTER THE PEOPLE Pumped Up Kicks",3625,17,267,-27,17.864,0.279,100,"4",6,3625,385,17.864
7,"=","THE SCRIPT Nothing",3096,40,185,-5,12.688,0.09,78,"26",7,3096,439,12.688
8,"=","THE BAND PERRY If I Die Young",2905,-1,-274,78,14.117,-0.136,125,"28",3,3975,496,19.165
9,"=","KELLY CLARKSON Mr. Know It All",2803,47,335,-27,14.889,0.397,29,"23",9,2803,947,14.889
10,"=","LADY GAGA You And I",2375,45,270,-11,11.991,0.166,45,"11",10,2375,543,11.991
11,"=","COLBIE CAILLAT Brighter Than The Sun",2298,43,151,19,11.984,0.268,95,"67",11,2298,308,11.984
12,"=","MATT NATHANSON Faster",2115,14,60,-4,8.904,0.109,142,"107",12,2126,181,8.904
13,"=","GAVIN DEGRAW Not Over You",2008,9,250,-47,7.894,-0.009,108,"--",13,2008,348,7.903
14,"=","LADY GAGA The Edge Of Glory",1931,-46,-425,12,13.088,-0.427,134,"47",2,4442,631,24.134
15,"=","COLDPLAY Every Teardrop Is A Waterfall",1760,-106,-795,-52,7.697,-0.46,114,"115",7,2952,560,12.98
16,"=","LMFAO Party Rock Anthem",1655,18,94,7,8.706,0.253,98,"10",16,1655,181,8.706
17,"=","LADY ANTEBELLUM Just A Kiss",1593,14,140,-28,7.481,-0.121,73,"--",17,1593,252,7.602
18,"+1","MAT KEARNEY Hey Mama",1276,5,20,2,3.816,0.077,142,"--",18,1276,103,3.816
19,"-1","MICHELLE BRANCH Loud Music",1264,-13,-1,-25,3.614,-0.018,96,"--",18,1314,154,3.734
20,"=","BRITNEY SPEARS I Wanna Go",1161,-2,-57,7,5.753,0.029,79,"46",20,1242,228,6.438
21,"=","PITBULL Give Me Everything f/Ne-Yo",1110,-15,-118,-2,5.835,0.045,111,"32",17,1414,229,7.639
22,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",1108,4,154,-43,3.964,-0.029,62,"--",22,1108,222,3.993
23,"+1","DAUGHTRY Crawling Back To You",929,120,695,38,4.62,0.6,9,"--",23,929,695,4.62
24,"-1","O.A.R. Heaven",903,4,78,9,3.703,-0.014,88,"--",23,911,110,3.793
25,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",770,18,73,8,3.476,0.158,54,"13",24,770,121,3.476
26,"+2","NICKELBACK When We Stand Together",705,106,654,55,3.315,0.516,6,"19",26,705,654,3.315
27,"-1","SIMPLE PLAN Jet Lag f/Natasha Bedingfiel...",644,3,80,-23,1.502,0.05,39,"--",26,644,118,1.502
28,"-1","PARACHUTE Kiss Me Slowly",642,9,43,-2,1.287,0.026,35,"578",26,642,165,1.287
29,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",540,13,153,-13,2.486,-0.032,36,"7",29,540,166,2.518
30,"+1","MARTIN SOLVEIG & DRAGONETTE Hello",510,3,22,-4,2.782,-0.03,42,"95",28,516,144,2.817
31,"-2","GOO GOO DOLLS All That You Are",481,-47,-631,45,2.997,-0.198,107,"793",15,1621,250,7.234
32,"=","RIHANNA Cheers (Drink To That)",443,-1,22,-7,1.703,-0.003,42,"12",31,445,82,1.738
33,"+1","THEORY OF A DEADMAN Out Of My Head",433,1,48,-7,0.629,-0.051,34,"--",33,438,108,0.759
34,"-1","DEMI LOVATO Skyscraper",430,-3,6,-10,0.87,-0.004,54,"--",31,449,84,0.966
35,"+1","DURAN DURAN Leave A Light On",415,15,87,6,1.022,0.044,15,"--",35,415,232,1.022
36,"-1","NICKI MINAJ Super Bass",396,-7,-9,-20,1.36,0.002,66,"27",33,409,91,1.36
37,"=","JESSIE J Price Tag f/B.O.B",386,1,0,12,2.758,0.097,142,"221",18,1280,162,6.478
38,"+1","ELLIE GOULDING Lights",363,11,73,-2,0.613,0.013,16,"126",38,363,180,0.613
39,"+1","CAROLINA LIAR Drown",343,-7,24,-7,0.449,-0.001,57,"--",36,357,84,0.478
40,"+1","RACHEL PLATTEN 1000 Ships",335,5,26,7,0.538,0.006,65,"--",38,342,63,0.541
41,"-3","THREE DAYS GRACE Lost In You",334,-37,-302,1,0.721,-0.093,142,"--",21,1130,109,2.704
42,"=","THE CAB Bad",283,1,10,2,0.337,0.012,45,"--",39,283,61,0.384
43,"=","BAD MEETS EVIL Lighters f/Bruno Mars",246,2,27,-2,0.92,0.02,26,"20",42,246,61,0.92
44,"=","KID ROCK Care f/Martina Mcbride",233,8,99,-10,0.631,0.069,8,"--",44,233,111,0.631
45,"=","DAVID GUETTA Without You f/Usher",218,10,89,-5,0.922,0.052,7,"8",45,218,102,0.922
46,"+1","SARA BAREILLES Gonna Get Over You",217,28,175,16,0.367,0.063,3,"378",46,217,175,0.367
47,"-1","SNOW PATROL Called Out In The Dark",211,6,49,-1,0.255,-0.008,13,"517",44,211,68,0.269
48,"=","JERAD FINCK Runaway",180,2,8,-1,0.145,-0.005,64,"--",44,191,28,0.164
49,"=","DEV In The Dark",141,-4,7,-11,0.358,-0.016,11,"14",48,145,36,0.374
50,"=","JACK'S MANNEQUIN My Racing Thoughts",136,-2,-3,-11,0.063,-0.007,25,"--",48,146,17,0.095
