"Title","Artist","Spins"
"Blurred Lines f/P...","ROBIN THICKE",5582
"Cups (Pitch Perfe...","ANNA KENDRICK",5209
"Radioactive","IMAGINE DRAGONS",4987
"Love Somebody","MAROON 5",4940
"Safe And Sound","CAPITAL CITIES",4090
"Treasure","BRUNO MARS",3943
"Roar","KATY PERRY",3428
"Brave","SARA BAREILLES",3402
"Gone, Gone, Gone","PHILLIP PHILLIPS",3364
"True Love f/Lily ...","PINK",3183
"Get Lucky","DAFT PUNK",2960
"Mirrors","JUSTIN TIMBERLAKE",2841
"Bruises f/Ashley ...","TRAIN",2296
"Red Hands","WALK OFF THE EART...",2290
"Best I Ever Had","GAVIN DEGRAW",2189
"Everything Has .....","TAYLOR SWIFT",2132
"Counting Stars","ONEREPUBLIC",2021
"Cruise","FLORIDA-GEORGIA L...",1927
"Royals","LORDE",1785
"Let Her Go","PASSENGER",1773
"Clarity f/Foxes","ZEDD",1532
"The Other Side","JASON DERULO",1191
"Applause","LADY GAGA",1187
"Take Back The Nig...","JUSTIN TIMBERLAKE",1090
"Beneath Your Beau...","LABRINTH",940
"Still Into You","PARAMORE",924
"I Love It f/Charl...","ICONA POP",813
"I'm Alive (Life S...","MICHAEL FRANTI & ...",790
"Come & Get It","SELENA GOMEZ",691
"Can't Help","PARACHUTE",634
"Can't Hold Us f/R...","MACKLEMORE & RYAN...",608
"Summertime Sadnes...","LANA DEL REY",607
"Mountain Sound","OF MONSTERS AND M...",603
"Wake Me Up","AVICII",554
"I Need Your Love","CALVIN HARRIS F/E...",537
"Stompa","SERENA RYDER",487
"Our Song","MATCHBOX TWENTY",470
"Come To Me","GOO GOO DOLLS",426
"Sweater Weather","NEIGHBOURHOOD",372
"Should've Gone To...","PLAIN WHITE T'S",358
"We Can't Stop","MILEY CYRUS",356
"People Like Us","KELLY CLARKSON",347
"It's A Beautiful ...","MICHAEL BUBLE",336
"What If","FIVE FOR FIGHTING",322
"Demons","IMAGINE DRAGONS",304
"This Is The New Y...","A GREAT BIG WORLD",269
"Best Song Ever","ONE DIRECTION",268
"Mission Bells","MATT NATHANSON",260
"My Kind Of Love","EMELI SANDE",243
"Out Of My League","FITZ & THE TANTRU...",228
