"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",4645,10,-93,59,24.296,-0.088,91,"21",1,4794,785,25.04
2,"=","HOT CHELLE RAE Tonight Tonight",4284,71,280,38,23.94,0.114,112,"17",2,4284,408,23.94
3,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",4276,65,333,22,21.73,0.192,70,"1",3,4276,599,21.73
4,"=","ONEREPUBLIC Good Life",4188,0,-155,60,22.373,-0.146,123,"20",1,4888,408,25.509
5,"=","THE BAND PERRY If I Die Young",3736,22,-168,69,17.698,-0.025,106,"19",3,3975,496,19.165
6,"=","ADELE Someone Like You",3175,109,538,59,14.877,0.496,56,"2",6,3175,605,14.877
7,"=","LADY GAGA The Edge Of Glory",2992,-50,-481,43,16.597,-0.265,115,"45",2,4442,631,24.134
8,"=","FOSTER THE PEOPLE Pumped Up Kicks",2983,63,328,33,13.382,0.32,81,"3",8,2983,385,13.382
9,"=","COLDPLAY Every Teardrop Is A Waterfall",2909,37,73,54,12.819,0.241,95,"50",7,2909,560,12.819
10,"=","ADELE Rolling In The Deep",2671,-12,-286,51,16.279,-0.057,123,"15",1,5540,342,29.393
11,"=","THE SCRIPT Nothing",2649,63,267,75,10.139,0.231,59,"40",11,2649,439,10.139
12,"=","MATT NATHANSON Faster",1955,3,53,-8,7.714,0.185,123,"116",12,1955,181,7.714
13,"=","CHRISTINA PERRI Arms",1936,3,-22,19,7.556,0.053,123,"133",13,1981,179,7.668
14,"=","TRAIN Save Me San Francisco",1792,-50,-564,55,8.496,-0.01,123,"131",6,3331,355,13.679
15,"=","COLBIE CAILLAT Brighter Than The Sun",1760,49,257,10,8.104,0.216,76,"72",15,1760,257,8.104
16,"=","GOO GOO DOLLS All That You Are",1606,-10,31,-14,6.71,-0.205,88,"730",15,1621,250,7.234
17,"=","LADY GAGA You And I",1542,56,423,-30,7.66,0.417,26,"6",17,1542,543,7.66
18,"=","GAVIN DEGRAW Not Over You",1423,26,86,17,4.942,0.023,89,"71",18,1423,237,4.942
19,"+1","LMFAO Party Rock Anthem",1393,12,136,-18,7.241,-0.171,79,"4/93",19,1393,181,7.502
20,"-1","PITBULL Give Me Everything f/Ne-Yo",1373,-10,-24,-9,7.247,-0.259,92,"16",17,1414,229,7.639
21,"=","MICHELLE BRANCH Loud Music",1221,16,86,15,3.504,0.124,77,"821",21,1221,154,3.504
22,"+3","KELLY CLARKSON Mr. Know It All",1205,138,810,28,6.104,0.721,10,"9",22,1205,810,6.104
23,"-1","MAT KEARNEY Hey Mama",1193,17,94,22,3.436,0.126,123,"--",22,1193,103,3.436
24,"-1","BRITNEY SPEARS I Wanna Go",1152,13,66,3,5.238,0.091,60,"22",23,1152,228,5.238
25,"-1","LADY ANTEBELLUM Just A Kiss",1125,47,167,39,5.164,0.21,54,"28",24,1125,252,5.164
26,"=","THREE DAYS GRACE Lost In You",1032,-14,-44,5,2.604,0.003,123,"706",21,1130,109,2.704
27,"=","O.A.R. Heaven",777,28,91,35,3.52,0.09,69,"--",26,777,110,3.52
28,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",651,36,176,5,2.206,0.109,43,"--",28,651,206,2.206
29,"=","LENNY KRAVITZ Stand",569,-30,-123,-8,1.269,-0.066,70,"--",27,760,112,1.554
30,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",550,24,113,2,2.448,-0.057,35,"8",30,550,120,2.505
31,"=","JESSIE J Price Tag f/B.O.B",466,-1,-35,6,3.133,-0.117,123,"123",18,1280,162,6.478
32,"=","MARTIN SOLVEIG & DRAGONETTE Hello",455,9,91,-11,2.476,-0.051,23,"80",32,455,144,2.541
