"Title","Artist","Spins"
"Fight Song","RACHEL PLATTEN",6850
"Photograph","ED SHEERAN",6351
"Bad Blood","TAYLOR SWIFT",6058
"Shut Up And Dance","WALK THE MOON",5605
"Can't Feel My Face","THE WEEKND",5366
"Cheerleader","OMI",5050
"Uma Thurman","FALL OUT BOY",4886
"Honey, I'm Good","ANDY GRAMMER",4728
"See You Again f/Charlie Puth","WIZ KHALIFA",4667
"Want To Want Me","JASON DERULO",3837
"Renegades","X AMBASSADORS",3065
"Cool For The Summer","DEMI LOVATO",2977
"Cecilia And The Satellite","ANDREW MCMAHON IN WILDERNESS",2893
"Invincible","KELLY CLARKSON",2544
"Shots","IMAGINE DRAGONS",2352
"Marvin Gaye f/Meghan Trainor","CHARLIE PUTH",2267
"Take Your Time","SAM HUNT",2248
"Ghost Town","ADAM LAMBERT",2226
"Like I'm Gonna Lose You","MEGHAN TRAINOR",2038
"Ex's and Oh's","ELLE KING",1995
"Trust You","ROB THOMAS",1945
"Someone New","HOZIER",1615
"Brother f/Gavin DeGraw","NEEDTOBREATHE",1585
"Worth It f/Kid Ink","FIFTH HARMONY",1501
"Go Big Or Go Home","AMERICAN AUTHORS",1493
"Locked Away f/Adam Levine","R. CITY",1373
"Hold Each Other f/Futuristic","A GREAT BIG WORLD",1330
"Beautiful Life","NICK FRADIANI",1079
"Lean On f/MØ & DJ Snake","MAJOR LAZER",1018
"Like I Can","SAM SMITH",732
"Song for Someone","U2",597
"Should've Been Us","TORI KELLY",567
"Thunder","LEONA LEWIS",538
"Good For You f/A$AP Rocky","SELENA GOMEZ",432
"Everything Is Easy","THIRD EYE BLIND",384
"Great Big Storm","NATE RUESS",369
"Let's Love","ECHOSMITH",321
"Gold In The Summertime","MATT NATHANSON",320
"Dear Future Husband","MEGHAN TRAINOR",314
"Coming Home","LEON BRIDGES",313
"Dreams","LIFE OF DILLON",308
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",300
"Drag Me Down","ONE DIRECTION",298
"This Summer's Gonna Hurt...","MAROON 5",266
"Pressure Off f/Janelle Monae","DURAN DURAN",232
"Girl Crush","LITTLE BIG TOWN",229
"Stitches","SHAWN MENDES",204
"Long Way Down","ROBERT DELONG",192
"Cheyenne","JASON DERULO",178
"Hold My Hand","JESS GLYNNE",172
