"Title","Artist","Spins"
"Rude","MAGIC!",6552
"Am I Wrong","NICO & VINZ",6470
"Stay With Me","SAM SMITH",6214
"Love Runs Out","ONEREPUBLIC",4803
"Maps","MAROON 5",4594
"Ain't It Fun","PARAMORE",4406
"Girls Chase Boys","INGRID MICHAELSON",4134
"Problem f/Iggy Azalea","ARIANA GRANDE",3920
"Me And My Broken Heart","RIXTON",3749
"All Of Me","JOHN LEGEND",3315
"A Sky Full Of Stars","COLDPLAY",3223
"Summer","CALVIN HARRIS",2794
"Not A Bad Thing","JUSTIN TIMBERLAKE",2656
"Angel In Blue Jeans","TRAIN",2580
"Sing","ED SHEERAN",2448
"Classic","MKTO",2354
"Peace","O.A.R.",2253
"Believer","AMERICAN AUTHORS",1898
"Come With Me Now","KONGOS",1648
"Tennis Court","LORDE",1643
"Latch f/Sam Smith","DISCLOSURE",1592
"Cool Kids","ECHOSMITH",1366
"Break Your Plans","FRAY",1281
"Fancy f/Charli XCX","IGGY AZALEA",1273
"Back Home","ANDY GRAMMER",1016
"Raging Fire","PHILLIP PHILLIPS",959
"Birthday","KATY PERRY",808
"Be Okay","OH HONEY",757
"This Is How We Roll f/J.Derulo","FLORIDA-GEORGIA LINE",743
"Last Love Song","ZZ WARD",702
"One Minute More","CAPITAL CITIES",696
"Boom Clap","CHARLI XCX",624
"Battleships","DAUGHTRY",612
"Don't","ED SHEERAN",571
"Text Me In The Morning","NEON TREES",546
"Secrets","MARY LAMBERT",501
"We Are Done","MADDEN BROTHERS",498
"Already Home","A GREAT BIG WORLD",394
"I Was A Fool","TEGAN & SARA",379
"Rather Be f/Jess Glynne","CLEAN BANDIT",348
"Really Don't Care f/Cher Lloyd","DEMI LOVATO",346
"Crazy Lucky","BETTER THAN EZRA",308
"Burning Gold","CHRISTINA PERRI",270
"Love Someone","JASON MRAZ",269
"Come Get It Bae","PHARRELL WILLIAMS",247
"Superheroes","THE SCRIPT",209
"I Wanna Get Better","BLEACHERS",193
"Bailando f/D.Bueno/S.Paul/GDZ","ENRIQUE IGLESIAS",187
"Try","COLBIE CAILLAT",178
"Chandelier","SIA",174
