"Title","Artist","Spins"
"Cake By The Ocean","DNCE",6241
"7 Years","LUKAS GRAHAM",5716
"Can't Stop The Feeling","JUSTIN TIMBERLAKE",5568
"Just Like Fire","PINK",5349
"Love Yourself","JUSTIN BIEBER",5277
"Piece By Piece","KELLY CLARKSON",4311
"One Call Away","CHARLIE PUTH",4156
"Stressed Out","TWENTY ONE PILOTS",4094
"Something In The Way You Move","ELLIE GOULDING",4067
"I Took A Pill In Ibiza","MIKE POSNER",3888
"Brand New","BEN RECTOR",3218
"Lost Boy","RUTH B.",3158
"Pillowtalk","ZAYN",3006
"Send My Love (To Your New...","ADELE",2572
"Wherever I Go","ONEREPUBLIC",2528
"My House","FLO RIDA",2365
"Never Forget You","ZARA LARSSON & MNEK",2096
"So Alive","GOO GOO DOLLS",2096
"Unsteady","X AMBASSADORS",1972
"Hands To Myself","SELENA GOMEZ",1648
"Ride","TWENTY ONE PILOTS",1533
"Better Place","RACHEL PLATTEN",1513
"Work From Home","FIFTH HARMONY",1413
"NO","MEGHAN TRAINOR",1301
"First","COLD WAR KIDS",1247
"Hell No","INGRID MICHAELSON",1081
"Spirits","THE STRUMBELLAS",898
"Dangerous Woman","ARIANA GRANDE",893
"Me Too","MEGHAN TRAINOR",892
"Hymn For The Weekend","COLDPLAY",803
"Cheap Thrills","SIA",734
"Don't Let Me Down f/Daya","THE CHAINSMOKERS",692
"Sound Of Your Heart","SHAWN HOOK",652
"What We Live For","AMERICAN AUTHORS",512
"Get You Home","NICK FRADIANI",489
"Singing In The Rain","SIMPLE PLAN",446
"Home","BLUE OCTOBER",440
"Lay You Down Easy f/Sean Paul","MAGIC!",380
"This Is What You... f/Rihanna","CALVIN HARRIS",368
"Wild Things","ALESSIA CARA",347
"If I Ever Fall In..f/J. Derulo","PENTATONIX",316
"We Don't Talk...f/Selena Gomez","CHARLIE PUTH",305
"One Dance f/Wizkid & Kyla","DRAKE",281
"The Sound Of Silence","DISTURBED",263
"Close f/Tove Lo","NICK JONAS",241
"Don't Call Me When It's Over","AUDIODAMN!",180
"Misery","GWEN STEFANI",178
"I Hate U, I Love U","GNASH F/OLIVIA O'BRIEN",178
"Ophelia","LUMINEERS",148
"Without You","THE RUA",143
