"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",5522,"+17",6,"+25",29.237,"+0.094",41,1,5540,342,29.277
2,"=","KATY PERRY E.T.",4378,"-2",-39,"-20",21.825,"-0.206",41,2,4417,523,23.302
3,"=","PINK F**kin' Perfect (Perfect)",4003,"-22",-94,"-9",21.914,"-0.222",41,2,4534,67,24.858
4,"=","MAROON 5 Never Gonna Leave This Bed",3761,"-8",51,"-27",18.485,"+0.015",41,4,3769,246,18.485
5,"=","BRUNO MARS Lazy Song",3673,"+47",427,"-21",18.579,"+0.145",41,5,3673,564,18.579
6,"=","ONEREPUBLIC Good Life",3519,"+22",218,"-4",15.646,"+0.253",41,6,3519,408,15.646
7,"=","THE SCRIPT For The First Time",3367,"-30",-238,"+20",16.975,"+0.182",41,3,4317,123,21.065
8,"=","ANDY GRAMMER Keep Your Head Up",3186,"+23",185,"+5",13.977,"-0.015",41,8,3186,291,14.024
9,"=","CEE LO GREEN F**k You (Forget You)",2868,"-45",-211,"-36",15.704,"-0.251",41,4,3721,0,19.447
10,"=","TRAIN Save Me San Francisco",2462,"+4",96,"-44",10.712,"+0.068",41,10,2462,355,10.712
11,"=","LADY GAGA The Edge Of Glory",2199,"+59",400,"-37",11.453,"+0.156",33,11,2199,631,11.453
12,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",2136,"+22",147,"-1",11.117,"+0.103",41,11,2136,328,11.117
13,"=","MY CHEMICAL ROMANCE Sing",1846,"-57",-273,"-65",8.436,"-0.283",41,10,2156,213,11.397
14,"=","PARACHUTE Something To Believe In",1833,"+27",83,"-2",6.504,"+0.206",41,14,1833,189,6.504
15,"=","BLACK EYED PEAS Just Can't Get Enough",1747,"+47",213,"+35",8.445,"+0.213",41,15,1747,292,8.445
16,"=","THIRTY SECONDS TO MARS Closer To The Edg...",1540,"+7",-26,"+18",5.63,"-0.034",41,16,1575,103,5.664
17,"+1","STEVEN TYLER (It) Feels So Good",1179,"+17",97,"-8",4.674,"+0.136",37,17,1179,270,4.674
18,"-1","BRITNEY SPEARS Till The World Ends",1167,"-2",7,"-1",5.23,"+0.084",41,17,1171,193,5.23
19,"+1","GRACE POTTER & THE NOCTURNALS Paris (Ooh...",1109,"-10",-79,"+2",4.074,"-0.030",41,19,1206,101,4.691
20,"-1","COLBIE CAILLAT I Do",1061,"-62",-367,"+24",5.217,"-0.125",41,8,2366,112,10.531
21,"=","JESSIE J Price Tag f/B.O.B",1033,"+9",114,"-10",5.41,"-0.078",41,21,1033,162,5.488
22,"=","LIFEHOUSE Falling In",984,"-27",-269,"+4",6.387,"-0.015",41,10,2169,62,11.084
23,"=","CHRISTINA PERRI Arms",933,"+6",94,"+2",2.43,"+0.087",41,23,933,135,2.43
