"Title","Artist","Spins"
"Blurred Lines f/P...","ROBIN THICKE",5354
"Love Somebody","MAROON 5",5198
"Radioactive","IMAGINE DRAGONS",5180
"Cups (Pitch Perfe...","ANNA KENDRICK",4804
"Gone, Gone, Gone","PHILLIP PHILLIPS",4164
"Mirrors","JUSTIN TIMBERLAKE",4018
"Just Give Me A Re...","PINK",3446
"Cruise","FLORIDA-GEORGIA L...",3394
"Treasure","BRUNO MARS",3380
"Get Lucky","DAFT PUNK",3275
"Safe And Sound","CAPITAL CITIES",3009
"Brave","SARA BAREILLES",2993
"True Love f/Lily ...","PINK",2384
"Red Hands","WALK OFF THE EART...",2266
"I Love It f/Charl...","ICONA POP",2199
"Bruises f/Ashley ...","TRAIN",1982
"Best I Ever Had","GAVIN DEGRAW",1713
"Come & Get It","SELENA GOMEZ",1658
"Our Song","MATCHBOX TWENTY",1564
"Counting Stars","ONEREPUBLIC",1425
"Should've Gone To...","PLAIN WHITE T'S",1384
"Everything Has .....","TAYLOR SWIFT",1282
"It's A Beautiful ...","MICHAEL BUBLE",1176
"Mountain Sound","OF MONSTERS AND M...",1064
"The Other Side","JASON DERULO",1060
"Let Her Go","PASSENGER",1055
"Clarity f/Foxes","ZEDD",824
"People Like Us","KELLY CLARKSON",806
"I'm Alive (Life S...","MICHAEL FRANTI & ...",778
"Can't Hold Us f/R...","MACKLEMORE & RYAN...",684
"Still Into You","PARAMORE",680
"Beneath Your Beau...","LABRINTH",626
"Take Back The Nig...","JUSTIN TIMBERLAKE",577
"Can't Help","PARACHUTE",478
"I Need Your Love","CALVIN HARRIS F/E...",477
"Stompa","SERENA RYDER",452
"Royals","LORDE",450
"Feel This Moment ...","PITBULL",439
"This Is The New Y...","A GREAT BIG WORLD",319
"What If","FIVE FOR FIGHTING",238
"Right Now f/David...","RIHANNA",224
"Come To Me","GOO GOO DOLLS",197
"I'll Follow You","SHINEDOWN",183
"We Can't Stop","MILEY CYRUS",181
"Mission Bells","MATT NATHANSON",153
"Same Love f/Mary ...","MACKLEMORE & RYAN...",145
"Sweater Weather","NEIGHBOURHOOD",140
"Made In The USA","DEMI LOVATO",137
"In A World Like T...","BACKSTREET BOYS",135
"Odds Are","BARENAKED LADIES",130
