"Title","Artist","Spins"
"Blurred Lines f/P...","ROBIN THICKE",5664
"Radioactive","IMAGINE DRAGONS",5266
"Cups (Pitch Perfe...","ANNA KENDRICK",5245
"Love Somebody","MAROON 5",5056
"Treasure","BRUNO MARS",3908
"Safe And Sound","CAPITAL CITIES",3851
"Gone, Gone, Gone","PHILLIP PHILLIPS",3495
"Get Lucky","DAFT PUNK",3381
"Brave","SARA BAREILLES",3273
"Roar","KATY PERRY",3087
"True Love f/Lily ...","PINK",3083
"Mirrors","JUSTIN TIMBERLAKE",3042
"Red Hands","WALK OFF THE EART...",2428
"Bruises f/Ashley ...","TRAIN",2220
"Cruise","FLORIDA-GEORGIA L...",2211
"Best I Ever Had","GAVIN DEGRAW",2047
"Everything Has .....","TAYLOR SWIFT",1961
"Counting Stars","ONEREPUBLIC",1865
"Let Her Go","PASSENGER",1664
"Clarity f/Foxes","ZEDD",1421
"Royals","LORDE",1380
"The Other Side","JASON DERULO",1258
"Applause","LADY GAGA",998
"Take Back The Nig...","JUSTIN TIMBERLAKE",978
"Still Into You","PARAMORE",904
"I Love It f/Charl...","ICONA POP",890
"Beneath Your Beau...","LABRINTH",862
"Mountain Sound","OF MONSTERS AND M...",806
"I'm Alive (Life S...","MICHAEL FRANTI & ...",798
"Come & Get It","SELENA GOMEZ",778
"Can't Hold Us f/R...","MACKLEMORE & RYAN...",658
"Can't Help","PARACHUTE",637
"Our Song","MATCHBOX TWENTY",618
"Should've Gone To...","PLAIN WHITE T'S",606
"It's A Beautiful ...","MICHAEL BUBLE",599
"Stompa","SERENA RYDER",525
"I Need Your Love","CALVIN HARRIS F/E...",502
"Summertime Sadnes...","LANA DEL REY",463
"People Like Us","KELLY CLARKSON",404
"Come To Me","GOO GOO DOLLS",395
"Sweater Weather","NEIGHBOURHOOD",345
"Wake Me Up","AVICII",329
"This Is The New Y...","A GREAT BIG WORLD",329
"What If","FIVE FOR FIGHTING",317
"We Can't Stop","MILEY CYRUS",307
"Best Song Ever","ONE DIRECTION",264
"Mission Bells","MATT NATHANSON",250
"Demons","IMAGINE DRAGONS",230
"In A World Like T...","BACKSTREET BOYS",230
"Out Of My League","FITZ & THE TANTRU...",212
