"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Someone Like You",4562,"-15",-153,"-3",27.446,"+0.142",132,"6",1,5345,683,30.563
2,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",4307,"-10",-214,"+30",25.463,"+0.278",146,"7",1,5169,599,29.564
3,"=","KELLY CLARKSON Mr. Know It All",3994,"+37",113,"+18",24.192,"+0.281",86,"24",3,3994,947,24.192
4,"+1","LADY ANTEBELLUM Just A Kiss",3471,"+78",362,"+51",19.417,"+0.705",130,"40",4,3471,362,19.417
5,"-1","COLBIE CAILLAT Brighter Than The Sun",3468,"+19",55,"-7",20.953,"+0.141",152,"100",4,3468,357,20.953
6,"=","THE SCRIPT Nothing",3352,"+5",-224,"+45",19.25,"+0.158",135,"112",3,4163,439,21.681
7,"=","GAVIN DEGRAW Not Over You",3031,"+30",130,"+12",15.983,"+0.352",165,"31",7,3031,348,15.983
8,"=","LADY GAGA You And I",2882,"+1",-281,"+49",15.908,"+0.013",102,"29",6,3672,543,19.636
9,"=","FOSTER THE PEOPLE Pumped Up Kicks",2797,"-21",-264,"+52",16.488,"+0.016",157,"12",3,4141,385,22.389
10,"=","DAUGHTRY Crawling Back To You",2723,"+32",145,"+25",14.017,"+0.141",66,"--",10,2723,901,14.017
11,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",2391,"+39",449,"-40",16.41,"+0.163",93,"8",11,2391,521,16.41
12,"=","HOT CHELLE RAE Tonight Tonight",2259,"-11",-145,"-17",13.76,"-0.085",188,"70",2,4609,408,25.013
13,"=","NICKELBACK When We Stand Together",2209,"+10",-53,"+26",8.996,"-0.025",63,"757",12,2391,725,10.969
14,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",2180,"+24",166,"-20",13.582,"+0.406",111,"13",14,2180,391,13.582
15,"-1","FRAY Heartbeat",2177,"+18",107,"+12",9.778,"+0.045",45,"161",14,2177,528,9.778
16,"=","KATY PERRY The One That Got Away",1812,"+32",355,"-27",9.638,"+0.330",43,"5",16,1812,418,9.638
17,"=","BRUNO MARS It Will Rain",1740,"+14",144,"-22",8.925,"+0.110",56,"2",16,1740,302,8.925
18,"=","COLDPLAY Paradise",1585,"+37",187,"+19",8.561,"+0.198",54,"19",18,1585,274,8.561
19,"=","DAVID GUETTA Without You f/Usher",1502,"+20",198,"-35",7.854,"+0.274",64,"9",19,1502,313,7.854
20,"=","LMFAO Party Rock Anthem",1407,"+6",-104,"+37",7.28,"-0.007",155,"10",14,1936,181,10.199
21,"=","PARACHUTE Kiss Me Slowly",1207,"+10",29,"-2",3.622,"+0.088",92,"444",20,1207,165,3.622
22,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",963,"-48",-268,"-26",3.721,"-0.238",119,"249",17,1499,222,5.7
23,"+1","ADELE Set Fire To The Rain",933,"+71",459,"+15",6.145,"+0.411",14,"44",23,933,459,6.145
24,"-1","RIHANNA We Found Love f/Calvin Harris",909,"+43",217,"+15",4.408,"+0.248",37,"3",23,909,228,4.408
25,"=","CHRISTINA PERRI A Thousand Years",834,"+32",268,"-8",5.536,"+0.330",20,"--",25,834,299,5.536
26,"=","ELLIE GOULDING Lights",791,"+19",54,"+14",3.234,"+0.160",73,"239",24,791,180,3.234
27,"=","RACHEL PLATTEN 1000 Ships",646,"+12",27,"+9",1.271,"+0.035",122,"--",26,646,113,1.271
28,"=","SARA BAREILLES Gonna Get Over You",516,"-1",-7,"-5",0.99,"+0.011",60,"--",28,524,183,0.99
29,"=","KID ROCK Care f/Martina Mcbride",498,"+5",-7,"+5",1.257,"-0.040",65,"--",29,505,111,1.476
30,"=","SNOW PATROL Called Out In The Dark",496,"+12",88,"+3",1.272,"+0.033",70,"764",30,496,88,1.272
31,"=","AVRIL LAVIGNE Wish You Were Here",466,"+2",65,"-8",1.469,"+0.027",48,"150",30,466,125,1.469
32,"=","LMFAO Sexy And I Know It",383,"+16",45,"+6",1.488,"+0.105",41,"1",32,383,78,1.488
33,"+2","BRITNEY SPEARS I Wanna Go",353,"+11",28,"+15",1.314,"+0.111",136,"164",20,1242,228,6.438
34,"-1","THEORY OF A DEADMAN Out Of My Head",339,"-16",-137,"-2",0.623,"-0.009",91,"--",28,647,108,1.048
35,"-1","THE CAB Bad",338,"-6",-49,"-12",0.624,"-0.055",102,"841",33,387,61,0.783
36,"=","FLORENCE + THE MACHINE Shake It Out",317,"-1",57,"-10",1.174,"-0.006",26,"--",36,321,87,1.18
37,"=","O.A.R. Heaven",302,"-11",-185,"+15",1.442,"-0.105",145,"--",21,996,110,3.793
38,"=","SAFETYSUIT Let Go",286,"-1",-1,"-7",0.469,"+0.011",41,"--",38,288,56,0.469
39,"=","DAVID COOK Fade Into Me",282,"+1",-20,"-1",0.723,"+0.008",35,"--",37,302,61,0.778
40,"+1","JASON DERULO It Girl",281,"+11",94,"+10",0.989,"+0.034",28,"26",40,281,94,0.989
