"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Someone Like You",4769,-13,-308,13,28.316,-0.207,121,"5",1,5345,683,30.563
2,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",4661,13,-260,38,27.124,-0.006,135,"9",1,5169,599,29.564
3,"=","KELLY CLARKSON Mr. Know It All",3809,33,22,-3,21.864,0.283,75,"24",3,3823,947,21.864
4,"=","THE SCRIPT Nothing",3684,1,-235,2,20.082,0.014,124,"70",3,4163,439,21.681
5,"=","FOSTER THE PEOPLE Pumped Up Kicks",3375,-56,-425,-24,19.315,-0.178,146,"10",3,4141,385,22.389
6,"+1","COLBIE CAILLAT Brighter Than The Sun",3331,38,38,28,18.829,0.122,141,"94",6,3361,357,18.829
7,"-1","LADY GAGA You And I",3307,-17,-215,-25,18.807,-0.097,91,"33",6,3672,543,19.636
8,"=","LADY ANTEBELLUM Just A Kiss",3015,29,142,8,16.104,0.198,119,"39",8,3015,351,16.104
9,"+1","GAVIN DEGRAW Not Over You",2858,22,-19,-13,13.686,-0.012,154,"35",9,2917,348,14.135
10,"-1","ONEREPUBLIC Good Life",2827,-25,-280,-47,17.623,0.071,188,"65",1,4888,408,25.509
11,"=","DAUGHTRY Crawling Back To You",2531,-3,-104,-27,13.056,-0.159,55,"199",11,2648,901,13.728
12,"=","HOT CHELLE RAE Tonight Tonight",2450,-41,-375,-8,15.082,-0.093,177,"82",2,4609,408,25.013
13,"=","NICKELBACK When We Stand Together",2303,16,-43,-5,10.653,-0.07,52,"52",13,2391,725,10.969
14,"=","FRAY Heartbeat",1987,19,87,-28,8.754,0.216,34,"192",14,1987,528,8.754
15,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",1893,25,25,8,11.868,0.241,100,"18",15,1893,391,11.868
16,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",1691,30,98,-6,11.428,0.037,82,"14",16,1691,312,11.428
17,"-1","LMFAO Party Rock Anthem",1669,-16,-169,-12,9.257,-0.103,144,"17",14,1936,181,10.199
18,"=","BRUNO MARS It Will Rain",1461,22,78,-1,6.973,0.08,45,"4",18,1461,302,6.973
19,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",1292,-3,-83,5,5.015,-0.124,108,"130",17,1499,222,5.7
20,"=","COLDPLAY Paradise",1262,40,237,15,6.253,0.304,43,"15",20,1262,261,6.253
21,"=","KATY PERRY The One That Got Away",1229,47,243,1,6.472,0.165,32,"11",21,1229,305,6.472
22,"=","PARACHUTE Kiss Me Slowly",1136,10,33,-16,3.339,0.079,81,"401",20,1136,165,3.382
23,"=","DAVID GUETTA Without You f/Usher",1122,28,230,0,5.793,0.109,53,"3",23,1122,230,5.793
24,"=","ELLIE GOULDING Lights",703,16,13,10,2.624,0.118,62,"200",24,703,180,2.624
25,"=","O.A.R. Heaven",600,-22,-219,7,2.768,0.067,134,"--",21,996,110,3.793
26,"=","RACHEL PLATTEN 1000 Ships",576,13,21,20,1.09,0.034,111,"--",26,576,113,1.09
27,"=","RIHANNA We Found Love f/Calvin Harris",571,20,140,-10,1.913,0.094,26,"1",27,571,192,1.913
28,"=","THEORY OF A DEADMAN Out Of My Head",534,-6,-28,-12,0.948,-0.003,80,"--",28,647,108,1.048
29,"+1","SARA BAREILLES Gonna Get Over You",502,7,18,7,0.944,-0.003,49,"809",29,502,183,0.952
30,"-1","SIMPLE PLAN Jet Lag f/Natasha Bedingfiel...",486,-31,-205,-35,1.056,-0.047,85,"--",26,779,118,1.799
31,"=","KID ROCK Care f/Martina Mcbride",484,7,8,5,1.098,0.012,54,"--",30,484,111,1.476
32,"+2","CHRISTINA PERRI A Thousand Years",413,47,272,40,2.775,0.148,9,"--",32,413,272,2.775
33,"-1","SNOW PATROL Called Out In The Dark",378,0,26,-11,0.893,0.022,59,"514",32,378,68,0.935
34,"-1","THE CAB Bad",375,4,2,3,0.563,0.057,91,"571",33,384,61,0.572
35,"=","AVRIL LAVIGNE Wish You Were Here",360,-1,49,-6,1.339,-0.018,37,"414",35,361,125,1.414
36,"=","BRITNEY SPEARS I Wanna Go",343,-10,-66,-9,1.25,-0.1,125,"124",20,1242,228,6.438
37,"=","LMFAO Sexy And I Know It",304,2,28,-3,1.145,0.023,30,"2",37,304,78,1.145
38,"=","DAVID COOK Fade Into Me",285,4,40,-4,0.717,0.007,24,"--",38,285,61,0.722
39,"=","SAFETYSUIT Let Go",259,4,40,-4,0.403,0.021,30,"--",39,259,45,0.403
40,"+3","ADELE Set Fire To The Rain",246,49,240,43,2.194,0.22,3,"60",40,246,240,2.194
41,"=","FLORENCE + THE MACHINE Shake It Out",223,-3,23,-16,0.914,0.032,15,"--",41,226,79,0.914
42,"=","SCARS ON 45 Heart On Fire",211,4,17,3,0.227,0.003,26,"--",42,211,38,0.227
43,"-3","DURAN DURAN Leave A Light On",191,-44,-320,-39,0.741,-0.055,61,"--",30,617,232,1.698
44,"+1","EVANESCENCE My Heart Is Broken",190,13,75,-1,0.401,0.04,5,"--",44,190,95,0.401
45,"-1","FITZ & THE TANTRUMS Don't Gotta Work It ...",187,8,49,7,0.287,0.007,12,"--",44,187,49,0.287
46,"=","JASON DERULO It Girl",167,4,3,7,0.535,-0.005,17,"16",46,167,47,0.571
47,"=","BAD MEETS EVIL Lighters f/Bruno Mars",154,-4,-22,-4,0.619,-0.04,72,"100",42,247,61,0.945
