"Title","Artist","Spins"
"Demons","IMAGINE DRAGONS",5857
"Counting Stars","ONEREPUBLIC",5751
"Let Her Go","PASSENGER",5447
"Wake Me Up","AVICII",5070
"Best Day Of My Li...","AMERICAN AUTHORS",3956
"Royals","LORDE",3749
"Unconditionally","KATY PERRY",3627
"Roar","KATY PERRY",3366
"Wrecking Ball","MILEY CYRUS",3330
"Brave","SARA BAREILLES",3269
"Say Something","A GREAT BIG WORLD",3248
"Love Don't Die","FRAY",2830
"Sweater Weather","NEIGHBOURHOOD",2458
"Waiting For Super...","DAUGHTRY",2350
"Out Of My League","FITZ & THE TANTRU...",2266
"Hold On","COLBIE CAILLAT",2159
"Pompeii","BASTILLE",1934
"Come To Me","GOO GOO DOLLS",1920
"Applause","LADY GAGA",1575
"Story Of My Life","ONE DIRECTION",1564
"Let Me Go f/Chad ...","AVRIL LAVIGNE",1372
"Love Me Again","JOHN NEWMAN",1264
"Hold On We're Goi...","DRAKE F/MAJID JOR...",1190
"Team","LORDE",1059
"Human","CHRISTINA PERRI",964
"Make A Move","GAVIN DEGRAW",947
"Who You Love f/Ka...","JOHN MAYER",947
"Timber f/Ke$ha","PITBULL",832
"Do What U Want f/...","LADY GAGA",731
"Slow Down","SELENA GOMEZ",725
"Stay The Night f/...","ZEDD",623
"365 Days","ZZ WARD",603
"Marry Me","JASON DERULO",601
"The Monster f/Rih...","EMINEM",545
"The Giving Tree","PLAIN WHITE T'S",506
"Bonfire Heart","JAMES BLUNT",468
"Burn","ELLIE GOULDING",445
"Young Girls","BRUNO MARS",434
"All Of Me","JOHN LEGEND",314
"Sail","AWOLNATION",303
"Lucky Strike","MAROON 5",298
"Underneath The Tr...","KELLY CLARKSON",282
"Fight","LEE DEWYZE",224
"Sirens","PEARL JAM",198
"If I Loved You","DELTA RAE",195
"My Kind Of Love","EMELI SANDE",174
"Hey Brother","AVICII",165
"Ways To Go","GROUPLOVE",160
"TKO","JUSTIN TIMBERLAKE",146
"Here's To Us","KEVIN RUDOLF",138
