"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",5249,"-58",-237,"-47",28.331,"-0.081",53,1,5540,342,29.393
2,"=","BRUNO MARS Lazy Song",4278,"+26",358,"-4",21.942,"+0.261",53,2,4278,564,21.942
3,"=","ONEREPUBLIC Good Life",3917,"-4",257,"-41",18.108,"+0.142",53,3,3921,408,18.108
4,"=","MAROON 5 Never Gonna Leave This Bed",3713,"-41",-52,"-41",18.326,"-0.207",53,4,3782,246,18.668
5,"=","KATY PERRY E.T.",3602,"-128",-587,"-96",18.821,"-0.724",53,2,4417,523,23.302
6,"=","PINK F**kin' Perfect (Perfect)",3401,"-68",-383,"-9",18.966,"-0.265",53,2,4534,67,24.858
7,"=","ANDY GRAMMER Keep Your Head Up",3291,"-24",53,"-40",15.002,"+0.125",53,7,3320,291,15.002
8,"=","LADY GAGA The Edge Of Glory",3156,"+64",546,"-11",17.221,"+0.408",45,8,3156,631,17.221
9,"=","THE SCRIPT For The First Time",3005,"-82",-328,"-76",16.552,"-0.154",53,3,4317,123,21.065
10,"=","TRAIN Save Me San Francisco",2818,"-18",177,"-57",12.338,"-0.112",53,9,2836,355,12.45
11,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",2454,"+7",184,"-25",13.011,"-0.099",53,11,2454,328,13.11
12,"=","CEE LO GREEN F**k You (Forget You)",2174,"-77",-459,"-31",11.902,"-0.357",53,4,3721,0,19.447
13,"=","BLACK EYED PEAS Just Can't Get Enough",2137,"+22",197,"-6",11.593,"+0.305",53,13,2137,292,11.593
14,"=","PARACHUTE Something To Believe In",1939,"-3",60,"-15",6.914,"-0.124",53,13,1942,189,7.038
15,"=","COLDPLAY Every Teardrop Is A Waterfall",1744,"+52",505,"-51",7.694,"+0.201",25,15,1744,560,7.694
16,"=","KATY PERRY Last Friday Night (T.G.I.F.)",1530,"+99",691,"+25",8.83,"+0.554",21,16,1530,691,8.83
17,"=","STEVEN TYLER (It) Feels So Good",1420,"+11",138,"-16",5.62,"+0.128",49,16,1420,270,5.62
18,"=","THE BAND PERRY If I Die Young",1248,"+40",291,"-2",5.487,"+0.180",36,18,1248,293,5.487
19,"=","HOT CHELLE RAE Tonight Tonight",1225,"+41",305,"+2",4.827,"+0.200",42,19,1225,305,4.827
20,"+1","CHRISTINA PERRI Arms",1185,"+30",159,"+3",3.129,"+0.111",53,20,1185,159,3.129
