"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY CLARKSON Mr. Know It All",4302,"+40",-11,"+45",25.885,"+0.275",121,"31",1,4325,947,26.093
2,"=","COLBIE CAILLAT Brighter Than The Sun",3721,"+35",-6,"+28",22.178,"+0.237",187,"88",2,3727,357,22.509
3,"=","ADELE Someone Like You",3690,"+37",-49,"+39",23.363,"+0.433",167,"9",1,5345,683,30.563
4,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",3653,"+14",-101,"+21",22.593,"+0.070",181,"14",1,5169,599,29.564
5,"=","GAVIN DEGRAW Not Over You",3575,"+27",-28,"-14",18.601,"+0.160",200,"21",5,3603,348,18.919
6,"=","LADY ANTEBELLUM Just A Kiss",3420,"+16",-132,"+30",20.849,"+0.020",165,"37",4,3692,414,21.434
7,"=","KATY PERRY The One That Got Away",3309,"+36",130,"+0",18.863,"+0.298",78,"6",7,3309,472,18.863
8,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",2817,"+4",-67,"-6",18.705,"+0.176",128,"10",7,2884,521,18.841
9,"=","DAUGHTRY Crawling Back To You",2802,"+27",-6,"+29",14.625,"+0.264",101,"515",7,2810,901,14.625
10,"=","BRUNO MARS It Will Rain",2640,"+35",103,"+15",15.667,"+0.441",91,"4",10,2640,340,15.667
11,"=","FRAY Heartbeat",2435,"+0",-43,"-24",10.756,"+0.097",80,"131",10,2478,528,11.238
12,"=","ADELE Set Fire To The Rain",2399,"+33",72,"+15",15.299,"+0.406",49,"2",12,2399,463,15.299
13,"=","THE SCRIPT Nothing",2162,"+25",-5,"+40",12.2,"+0.048",170,"133",3,4163,439,21.681
14,"=","DAVID GUETTA Without You f/Usher",2036,"+25",-11,"+9",11.797,"+0.146",99,"17",14,2047,313,11.996
15,"=","RIHANNA We Found Love f/Calvin Harris",2031,"+25",115,"-13",12.389,"+0.418",72,"3",15,2031,361,12.389
16,"=","COLDPLAY Paradise",1948,"-6",-47,"-25",10.284,"+0.213",89,"32",15,1995,274,10.284
17,"=","LADY GAGA You And I",1764,"+21",-75,"+38",9.685,"+0.014",137,"55",6,3672,543,19.636
18,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",1691,"-8",-159,"+4",10.158,"+0.027",146,"35",13,2182,391,14.129
19,"=","NICKELBACK When We Stand Together",1639,"-4",-106,"+10",6.473,"+0.016",98,"68",12,2391,725,10.969
20,"=","CHRISTINA PERRI A Thousand Years",1464,"+4",36,"-14",8.233,"+0.049",55,"44",20,1464,299,8.233
21,"=","ELLIE GOULDING Lights",1034,"-9",-52,"-23",4.222,"+0.012",108,"202",21,1086,180,4.222
22,"=","AVRIL LAVIGNE Wish You Were Here",856,"+7",-5,"-12",3.155,"+0.077",83,"79",22,861,143,3.155
23,"=","PARACHUTE Kiss Me Slowly",820,"+7",-45,"+13",2.901,"+0.083",127,"347",20,1235,165,4.313
24,"=","SNOW PATROL Called Out In The Dark",737,"-1",-4,"-7",2.254,"+0.051",105,"--",24,741,97,2.254
25,"=","RACHEL PLATTEN 1000 Ships",697,"-2",-7,"-11",1.91,"-0.033",157,"--",24,735,113,2.184
26,"=","FLORENCE + THE MACHINE Shake It Out",584,"+1",30,"-8",1.847,"-0.004",61,"--",26,584,101,1.858
27,"=","KID ROCK Care f/Martina Mcbride",580,"+3",-42,"+2",1.638,"+0.029",100,"--",26,622,111,1.638
28,"=","HOT CHELLE RAE I Like It Like That f/New...",570,"+22",104,"+19",1.995,"+0.095",25,"29",28,570,159,1.995
29,"=","ANDY GRAMMER Fine By Me",553,"+18",126,"+8",1.963,"+0.164",41,"--",29,553,126,1.963
30,"=","LMFAO Sexy And I Know It",502,"+2",8,"+0",2.182,"-0.012",76,"1",28,502,78,2.261
31,"=","LADY GAGA Marry The Night",486,"-7",10,"-7",2.136,"+0.022",34,"47",29,493,158,2.158
32,"=","SELENA GOMEZ & THE SCENE Love You Like A...",485,"+9",81,"-2",1.938,"+0.057",30,"30",32,485,147,1.938
33,"=","THE CAB Bad",416,"+4",-11,"+4",0.608,"+0.027",137,"952",30,432,93,0.783
34,"=","FLO RIDA Good Feeling",375,"+3",12,"-7",1.594,"-0.003",48,"5",31,375,99,1.597
35,"=","SCARS ON 45 Heart On Fire",346,"-2",-11,"-8",0.343,"-0.002",72,"--",34,357,58,0.407
36,"=","DAVID COOK Fade Into Me",311,"-2",-28,"-4",0.824,"+0.002",70,"--",33,342,61,0.846
37,"=","JESSIE J Domino",304,"+3",34,"-4",2.012,"+0.032",20,"18",37,304,98,2.012
38,"=","EVANESCENCE My Heart Is Broken",295,"-3",-18,"-7",0.593,"-0.032",51,"--",37,313,95,0.727
39,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",258,"+3",22,"-4",0.926,"+0.022",20,"145",39,258,93,0.926
40,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",245,"+7",-23,"+6",1.034,"+0.021",154,"246",17,1499,222,5.7
41,"=","FITZ & THE TANTRUMS Don't Gotta Work It ...",222,"-5",-12,"-7",0.66,"-0.004",58,"--",40,235,49,0.672
42,"=","T-PAIN 5 O'Clock f/Wiz Khalifa",218,"+4",-15,"+11",0.461,"+0.002",35,"16",39,246,89,0.481
43,"=","OUTASIGHT Tonight Is The Night",193,"-1",7,"+0",1.186,"-0.074",14,"59",43,195,69,1.264
44,"=","ADELE Rumour Has It",182,"-3",17,"-11",1.157,"-0.035",58,"74",44,192,75,1.327
45,"+1","JACK'S MANNEQUIN Release Me",161,"+3",-10,"+2",0.139,"-0.004",25,"--",43,171,40,0.161
46,"+1","DEV In The Dark",140,"+0",1,"+1",0.47,"+0.001",86,"95",45,175,36,0.51
47,"+1","MATT NATHANSON Run f/Sugarland",136,"-2",9,"-8",1.222,"+0.048",12,"--",47,138,29,1.222
48,"-3","MICHAEL BUBLE All I Want For Christmas I...",129,"-35",-9,"-42",1.327,"-0.342",13,"--",43,195,92,2.746
49,"+1","JAVIER COLON As Long As We Got Love",127,"-1",4,"-2",0.147,"-0.003",12,"--",47,128,6,0.156
50,"--","HINDER The Life",120,"--",-5,"--",0.129,"--",41,"--",46,159,21,0.15
