"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",5339,"-4",213,"-54",28.405,"-0.103",12,1,5343,342,28.508
2,"=","PINK F**kin' Perfect (Perfect)",4439,"+13",-71,"+20",24.676,"-0.051",12,2,4534,23,24.858
3,"=","THE SCRIPT For The First Time",4298,"-1",13,"-2",21.065,"+0.390",12,3,4317,123,21.065
4,"=","KATY PERRY E.T.",3987,"+35",329,"+4",19.246,"+0.202",12,4,3987,523,19.246
5,"=","CEE LO GREEN F**k You (Forget You)",3521,"-15",-52,"+15",19.179,"-0.072",12,4,3721,0,19.447
6,"=","MAROON 5 Never Gonna Leave This Bed",3356,"+5",175,"-23",16.474,"-0.091",12,6,3356,246,16.565
7,"+1","ONEREPUBLIC Good Life",2403,"+39",275,"+7",9.363,"+0.172",12,7,2403,385,9.363
8,"-1","BRUNO MARS Grenade",2372,"-45",-290,"+15",13.295,"-0.469",12,7,2871,0,17.585
9,"=","ANDY GRAMMER Keep Your Head Up",2356,"+2",130,"-24",10.837,"+0.105",12,9,2356,263,10.837
10,"=","COLBIE CAILLAT I Do",2343,"-2",6,"+1",10.377,"-0.154",12,8,2366,112,10.531
11,"+1","LIFEHOUSE Falling In",2121,"-10",-48,"-13",10.291,"-0.015",12,10,2169,62,11.084
12,"+1","MY CHEMICAL ROMANCE Sing",1914,"+3",10,"+0",9.503,"+0.136",12,12,1921,184,9.503
13,"+1","BRUNO MARS Lazy Song",1794,"+62",389,"-7",10.381,"+0.577",12,13,1794,556,10.381
14,"+1","SARA BAREILLES Uncharted",1728,"+14",56,"-1",6.393,"+0.176",12,14,1728,103,6.393
15,"+1","AVRIL LAVIGNE What The Hell",1524,"-75",-431,"-52",7.744,"-0.208",12,13,2015,0,9.547
16,"+1","LADY GAGA Born This Way",1440,"-66",-400,"-44",6.701,"-0.220",12,15,1960,0,9.458
17,"+2","TRAIN Save Me San Francisco",1435,"+49",305,"+2",5.853,"+0.316",12,17,1435,355,5.853
18,"=","THIRTY SECONDS TO MARS Closer To The Edg...",1396,"-7",41,"-12",4.831,"-0.039",12,18,1403,103,5.019
19,"+1","PARACHUTE Something To Believe In",1321,"+19",62,"+20",4.599,"+0.096",12,19,1321,95,4.599
20,"+1","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",1216,"+51",250,"+14",6.46,"+0.274",12,20,1216,250,6.46
21,"+1","GRACE POTTER & THE NOCTURNALS Paris (Ooh...",1103,"+27",77,"+14",3.815,"-0.012",12,21,1103,101,3.938
22,"+1","BLACK EYED PEAS Just Can't Get Enough",967,"+31",234,"+2",4.959,"+0.147",12,22,967,254,4.959
23,"+1","BRITNEY SPEARS Till The World Ends",932,"+28",175,"+21",4.202,"+0.073",12,23,932,193,4.202
24,"+1","HE IS WE Happily Ever After",865,"-7",11,"-16",2.143,"+0.038",12,23,882,79,2.143
25,"+1","RIHANNA S&M",783,"+8",-19,"-2",3.62,"+0.045",12,25,802,117,4.357
26,"+1","KE$HA Blow",738,"-8",26,"-12",2.788,"-0.108",12,26,752,67,2.958
27,"+1","ENRIQUE IGLESIAS Tonight f/Ludacris",699,"-20",-177,"-3",2.931,"-0.211",12,21,974,0,4.971
28,"+2","MICHAEL FRANTI & SPEARHEAD I'll Be Waiti...",678,"+20",41,"+26",1.857,"+0.056",12,28,678,41,1.857
29,"+2","STONE SOUR Hesitate",630,"-18",-75,"-7",1.493,"-0.045",12,28,722,31,1.588
30,"+2","NEON TREES Your Surrender",627,"+23",91,"+17",1.129,"+0.036",12,30,627,91,1.129
31,"+2","JENNIFER LOPEZ F/PITBULL On The Floor",578,"+11",58,"-4",2.039,"+0.018",12,31,578,99,2.039
32,"+2","JESSIE J Price Tag f/B.O.B",570,"+19",149,"-3",2.665,"+0.177",12,32,570,162,2.665
33,"+2","CHRISTINA PERRI Arms",566,"+17",128,"+3",1.694,"+0.052",12,33,566,128,1.694
34,"+2","3 DOORS DOWN When You're Young",505,"-16",-98,"-16",1.787,"-0.074",12,32,628,35,2.224
35,"+3","ANDREW ALLEN Loving You Tonight",494,"+10",48,"+15",1.106,"+0.020",12,35,494,48,1.106
36,"+1","USHER More",481,"-10",-78,"+35",2,"-0.001",12,30,708,0,3.401
37,"+3","STEVEN TYLER (It) Feels So Good",448,"+40",196,"+3",2.838,"+0.184",8,37,448,252,2.838
38,"+1","THREE DAYS GRACE Lost In You",440,"+9",66,"+5",0.698,"+0.026",12,38,440,69,0.717
39,"+2","MATT NATHANSON Faster",387,"+12",88,"+2",0.718,"+0.035",12,39,387,88,0.718
40,"+2","FITZ & THE TANTRUMS MoneyGrabber",363,"+2",18,"+4",0.441,"+0.028",12,40,363,18,0.441
41,"+2","MUMFORD & SONS The Cave",349,"+14",44,"+16",1.498,"-0.040",12,41,349,44,1.574
42,"+2","MAT KEARNEY Hey Mama",330,"+12",59,"+11",0.76,"+0.033",12,42,330,75,0.76
43,"+2","LADY GAGA The Edge Of Glory",322,"+28",151,"-1",1.765,"+0.120",4,43,322,176,1.765
44,"+2","HANSON Give A Little",304,"+14",49,"+12",0.644,"+0.015",12,44,304,53,0.644
