"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",5037,-17,-271,17,27.927,0.009,59,1,5540,342,29.393
2,"=","BRUNO MARS Lazy Song",4415,16,163,-28,22.495,0.123,59,2,4415,564,22.495
3,"=","ONEREPUBLIC Good Life",4117,40,195,5,19.969,0.064,59,3,4117,408,19.969
4,"=","MAROON 5 Never Gonna Leave This Bed",3651,-34,-103,-27,18.598,-0.08,59,4,3782,246,18.678
5,"=","LADY GAGA The Edge Of Glory",3547,44,455,-26,19.154,0.021,51,5,3547,631,19.154
6,"=","ANDY GRAMMER Keep Your Head Up",3383,20,68,22,15.26,0.12,59,6,3383,291,15.26
7,"=","KATY PERRY E.T.",3272,-52,-458,43,16.826,-0.282,59,2,4417,523,23.302
8,"=","PINK F**kin' Perfect (Perfect)",3215,-9,-254,58,18.558,0.04,59,2,4534,67,24.858
9,"=","TRAIN Save Me San Francisco",2899,13,63,-9,12.427,-0.08,59,9,2899,355,12.507
10,"=","THE SCRIPT For The First Time",2839,-13,-248,50,16.044,-0.017,59,3,4317,123,21.065
11,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",2593,33,146,21,14.174,0.221,59,11,2593,328,14.174
12,"=","BLACK EYED PEAS Just Can't Get Enough",2203,21,88,2,12.69,0.114,59,12,2203,292,12.69
13,"=","COLDPLAY Every Teardrop Is A Waterfall",1973,30,280,-38,9.381,0.15,31,13,1973,560,9.381
14,"+2","KATY PERRY Last Friday Night (T.G.I.F.)",1970,59,539,-35,11.607,0.301,27,14,1970,703,11.607
15,"-1","PARACHUTE Something To Believe In",1960,19,18,10,7.097,0.104,59,13,1960,189,7.097
16,"-1","CEE LO GREEN F**k You (Forget You)",1902,-31,-349,38,10.448,-0.049,59,4,3721,0,19.447
17,"=","HOT CHELLE RAE Tonight Tonight",1484,38,300,4,6.342,0.154,48,17,1484,305,6.342
18,"+1","THE BAND PERRY If I Die Young",1447,25,239,-14,6.563,0.159,42,18,1447,307,6.563
19,"-1","STEVEN TYLER (It) Feels So Good",1435,-7,26,-13,5.87,0.011,55,16,1442,270,5.88
20,"=","CHRISTINA PERRI Arms",1333,19,178,4,3.654,0.053,59,20,1333,179,3.654
21,"=","JESSIE J Price Tag f/B.O.B",1245,5,73,-2,6.195,0.139,59,18,1245,162,6.195
22,"+1","MATT NATHANSON Faster",1009,12,107,-8,2.886,0.036,59,22,1009,137,2.886
23,"-1","BRITNEY SPEARS Till The World Ends",1004,4,-70,18,6.353,0.02,59,17,1171,193,6.383
24,"=","NEON TREES Your Surrender",866,7,18,0,1.97,0.107,59,24,866,110,2.114
25,"=","LIFEHOUSE Falling In",800,-1,-14,11,4.445,0.142,59,10,2169,62,11.084
26,"=","THREE DAYS GRACE Lost In You",761,8,28,0,1.607,0.048,59,26,761,79,1.607
27,"+1","PITBULL Give Me Everything f/Ne-Yo",743,26,77,11,2.838,0.18,28,27,743,229,2.838
28,"-1","JENNIFER LOPEZ F/PITBULL On The Floor",726,7,-94,23,3.598,-0.033,59,24,909,148,4.073
29,"=","DAVID COOK Last Goodbye",602,8,70,-6,1.557,0.039,57,29,602,102,1.557
30,"=","GOO GOO DOLLS All That You Are",595,16,66,8,2.295,0.062,24,30,595,171,2.295
31,"=","MAT KEARNEY Hey Mama",569,5,48,5,1.015,0.013,59,31,569,75,1.018
32,"=","TAYLOR SWIFT The Story Of Us",567,12,14,8,2.725,0.085,53,31,567,68,2.893
33,"+2","FOSTER THE PEOPLE Pumped Up Kicks",425,23,11,7,1.143,0.087,17,33,467,141,1.147
34,"=","GAVIN DEGRAW Not Over You",411,0,20,-13,1.302,0.004,25,34,411,138,1.302
35,"-2","GRACE POTTER & THE NOCTURNALS Paris (Ooh...",405,-12,-250,38,1.087,-0.002,59,19,1206,101,4.691
36,"=","FITZ & THE TANTRUMS MoneyGrabber",389,-5,-12,-5,0.952,-0.043,59,35,413,29,1.161
37,"=","COLBIE CAILLAT Brighter Than The Sun",383,6,80,-13,0.63,0.002,12,37,383,120,0.63
38,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",369,17,212,-15,1.983,0.049,6,38,369,227,1.983
39,"=","MICHELLE BRANCH Loud Music",349,2,29,-7,0.718,0.005,13,39,349,119,0.721
40,"+1","JASON DERULO Don't Wanna Go Home",337,10,36,15,0.972,0.007,20,38,349,73,1.03
41,"-1","CEE LO GREEN Bright Lights Bigger City",328,-2,-39,-1,1.033,-0.025,34,38,369,81,1.472
42,"=","LMFAO Party Rock Anthem",327,15,18,12,1.353,0.083,15,42,340,125,1.353
43,"=","KE$HA Blow",303,-1,-84,4,1.73,-0.007,59,26,752,67,3.047
44,"=","HANSON Give A Little",274,-1,-29,15,0.618,0.003,59,40,360,53,0.919
46,"-1","JAMES BLUNT I'll Be Your Man",243,5,-5,2,0.281,0.009,18,45,248,41,0.308
45,"+1","LENNY KRAVITZ Stand",243,6,19,1,0.742,0.01,6,45,243,32,0.778
47,"=","REEVE CARNEY Rise Above 1 f/Bono & The E...",242,6,5,2,0.192,0.009,7,45,247,38,0.192
48,"=","O.A.R. Heaven",236,5,69,-7,1.102,0.039,5,48,236,92,1.182
49,"=","BC JEAN I'll Survive You",212,-11,-44,-5,0.155,-0.008,55,43,327,42,0.58
50,"=","SELENA GOMEZ & THE SCENE Who Says",195,-1,-3,-7,0.716,0.034,2,50,196,4,0.716
