"Title","Artist","Spins"
"Honey, I'm Good","ANDY GRAMMER",6827
"Shut Up And Dance","WALK THE MOON",6806
"Want To Want Me","JASON DERULO",6137
"See You Again f/Charlie Puth","WIZ KHALIFA",5870
"Bad Blood","TAYLOR SWIFT",5795
"Fight Song","RACHEL PLATTEN",5240
"Budapest","GEORGE EZRA",4417
"Sugar","MAROON 5",4083
"Bright","ECHOSMITH",4043
"Talking Body","TOVE LO",3803
"This Summer's Gonna Hurt...","MAROON 5",3738
"Style","TAYLOR SWIFT",3477
"Photograph","ED SHEERAN",3175
"Invincible","KELLY CLARKSON",2177
"Hold Back The River","JAMES BAY",2077
"Uma Thurman","FALL OUT BOY",1942
"Take Your Time","SAM HUNT",1920
"Trust You","ROB THOMAS",1714
"Ghost Town","ADAM LAMBERT",1656
"Dear Future Husband","MEGHAN TRAINOR",1538
"Earned It","THE WEEKND",1456
"Cheerleader","OMI",1302
"Brother f/Gavin DeGraw","NEEDTOBREATHE",1217
"Girl Crush","LITTLE BIG TOWN",1109
"Go Big Or Go Home","AMERICAN AUTHORS",1102
"Believe","MUMFORD & SONS",984
"Shots","IMAGINE DRAGONS",924
"Like I Can","SAM SMITH",922
"Can't Feel My Face","THE WEEKND",816
"Someone New","HOZIER",760
"Elastic Heart f/The Weeknd...","SIA",747
"Whistle (While You Work)","KATY TIZ",708
"Cecilia And The Satellite","ANDREW MCMAHON IN WILDERNESS",688
"Worth It f/Kid Ink","FIFTH HARMONY",600
"Ex's and Oh's","ELLE KING",560
"Beautiful Life","NICK FRADIANI",538
"Freedom","ALLEN STONE",485
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",472
"Marvin Gaye f/Meghan Trainor","CHARLIE PUTH",444
"Mess Is Mine","VANCE JOY",405
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",395
"Somebody f/Jeremih","NATALIE LA ROSE",354
"One Last Time","ARIANA GRANDE",349
"Renegades","X AMBASSADORS",327
"Sparks","HILARY DUFF",312
"Like I'm Gonna Lose You","MEGHAN TRAINOR",276
"Lean On f/MØ & DJ Snake","MAJOR LAZER",212
"Couch Potato","JAKUBI",203
"Pause","PLAIN WHITE T'S",183
"Everything Is Easy","THIRD EYE BLIND",177
