"Title","Artist","Spins"
"Shut Up And Dance","WALK THE MOON",7256
"Honey, I'm Good","ANDY GRAMMER",6140
"Sugar","MAROON 5",5671
"Style","TAYLOR SWIFT",5082
"Love Me Like You Do","ELLIE GOULDING",5060
"Want To Want Me","JASON DERULO",4839
"Budapest","GEORGE EZRA",4789
"Uptown Funk f/Bruno Mars","MARK RONSON",4431
"Fight Song","RACHEL PLATTEN",4014
"Earned It","THE WEEKND",3917
"Thinking Out Loud","ED SHEERAN",3855
"Bright","ECHOSMITH",3844
"See You Again f/Charlie Puth","WIZ KHALIFA",3767
"Dear Future Husband","MEGHAN TRAINOR",3408
"Bad Blood","TAYLOR SWIFT",3240
"Talking Body","TOVE LO",3165
"This Summer's Gonna Hurt...","MAROON 5",2803
"Believe","MUMFORD & SONS",2447
"Photograph","ED SHEERAN",2290
"Heartbeat Song","KELLY CLARKSON",2273
"Hold Back The River","JAMES BAY",1904
"Take Your Time","SAM HUNT",1435
"Ghost Town","ADAM LAMBERT",1197
"Invincible","KELLY CLARKSON",1145
"Uma Thurman","FALL OUT BOY",992
"One Last Time","ARIANA GRANDE",968
"Chains","NICK JONAS",857
"Somebody f/Jeremih","NATALIE LA ROSE",825
"Brother f/Gavin DeGraw","NEEDTOBREATHE",759
"Whistle (While You Work)","KATY TIZ",670
"Girl Crush","LITTLE BIG TOWN",614
"Like I Can","SAM SMITH",542
"Time Of Our Lives f/Ne-Yo","PITBULL",440
"Cecilia And The Satellite","ANDREW MCMAHON IN WILDERNESS",439
"Elastic Heart f/The Weeknd...","SIA",439
"Wrong Club","THE TING TINGS",418
"Trust You","ROB THOMAS",411
"Lay Me Down","SAM SMITH",399
"FourFiveSeconds","RIHANNA/KANYE WEST/P MCCARTNEY",390
"Freedom","ALLEN STONE",385
"Someone New","HOZIER",364
"Mess Is Mine","VANCE JOY",335
"You Ruin Me","VERONICAS",327
"Overload","LIFE OF DILLON",319
"Nothing Without Love","NATE RUESS",318
"High","YOUNG RISING SONS",301
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",276
"No Way No","MAGIC!",276
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",268
"Cheerleader","OMI",265
