"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",5144,"-65",-289,"-23",28.007,"-0.244",55,1,5540,342,29.393
2,"=","BRUNO MARS Lazy Song",4286,"+9",238,"-58",21.966,"-0.030",55,2,4286,564,21.996
3,"=","ONEREPUBLIC Good Life",3958,"+29",237,"+2",18.816,"+0.477",55,3,3958,408,18.816
4,"=","MAROON 5 Never Gonna Leave This Bed",3656,"-16",-110,"-11",18.469,"+0.121",55,4,3782,246,18.668
5,"=","KATY PERRY E.T.",3399,"-110",-663,"-37",18.001,"-0.423",55,2,4417,523,23.302
6,"+2","LADY GAGA The Edge Of Glory",3284,"+74",515,"+9",18.179,"+0.594",47,6,3284,631,18.179
7,"=","ANDY GRAMMER Keep Your Head Up",3278,"+4",-14,"-28",14.899,"+0.013",55,7,3320,291,15.002
8,"-2","PINK F**kin' Perfect (Perfect)",3262,"-82",-419,"-37",18.684,"-0.269",55,2,4534,67,24.858
9,"=","THE SCRIPT For The First Time",2886,"-63",-404,"-45",16.178,"-0.213",55,3,4317,123,21.065
10,"=","TRAIN Save Me San Francisco",2819,"+22",114,"-8",12.008,"-0.118",55,9,2836,355,12.45
11,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",2468,"-4",113,"-55",13.152,"+0.105",55,11,2472,328,13.152
12,"=","BLACK EYED PEAS Just Can't Get Enough",2170,"+15",172,"-16",12.289,"+0.295",55,12,2170,292,12.289
13,"=","CEE LO GREEN F**k You (Forget You)",2039,"-69",-493,"-18",11.374,"-0.162",55,4,3721,0,19.447
14,"=","PARACHUTE Something To Believe In",1947,"+21",66,"+25",6.995,"+0.108",55,13,1947,189,7.038
15,"=","COLDPLAY Every Teardrop Is A Waterfall",1865,"+74",463,"+1",8.407,"+0.439",27,15,1865,560,8.407
16,"=","KATY PERRY Last Friday Night (T.G.I.F.)",1708,"+87",702,"-1",9.972,"+0.543",23,16,1708,703,9.972
17,"=","STEVEN TYLER (It) Feels So Good",1427,"+10",79,"-10",5.859,"+0.117",51,16,1427,270,5.859
18,"=","THE BAND PERRY If I Die Young",1314,"+14",272,"-35",5.748,"-0.012",38,18,1314,307,5.76
19,"=","HOT CHELLE RAE Tonight Tonight",1295,"+40",276,"-8",5.3,"+0.292",44,19,1295,305,5.3
20,"=","CHRISTINA PERRI Arms",1244,"+39",173,"+17",3.43,"+0.199",55,20,1244,173,3.43
21,"=","JESSIE J Price Tag f/B.O.B",1209,"+6",63,"-19",5.963,"+0.067",55,18,1209,162,5.963
22,"=","BRITNEY SPEARS Till The World Ends",991,"-39",-121,"-49",6.2,"-0.044",55,17,1171,193,6.244
23,"+1","MATT NATHANSON Faster",959,"+21",137,"+17",2.79,"+0.050",55,23,959,137,2.79
24,"+1","NEON TREES Your Surrender",857,"+4",42,"+9",1.983,"-0.025",55,24,857,110,2.114
25,"+1","LIFEHOUSE Falling In",781,"-17",-80,"+1",4.366,"-0.122",55,10,2169,62,11.084
26,"+1","JENNIFER LOPEZ F/PITBULL On The Floor",761,"-14",-110,"-7",3.684,"-0.031",55,24,909,148,4.073
27,"+1","THREE DAYS GRACE Lost In You",741,"+4",31,"-6",1.497,"-0.038",55,27,741,79,1.56
28,"+1","PITBULL Give Me Everything f/Ne-Yo",709,"+21",117,"-9",2.425,"+0.081",24,28,709,229,2.425
29,"+1","DAVID COOK Last Goodbye",575,"+7",96,"+7",1.475,"+0.031",53,29,575,102,1.475
30,"+2","GOO GOO DOLLS All That You Are",544,"+13",86,"-8",2.142,"+0.139",20,30,544,171,2.142
31,"+2","MAT KEARNEY Hey Mama",543,"+14",31,"+7",0.968,"+0.032",55,31,543,75,1.018
32,"-1","TAYLOR SWIFT The Story Of Us",539,"-10",20,"-15",2.589,"-0.072",49,31,553,68,2.893
33,"+1","GRACE POTTER & THE NOCTURNALS Paris (Ooh...",475,"-49",-384,"-14",1.258,"-0.334",55,19,1206,101,4.691
34,"+1","FOSTER THE PEOPLE Pumped Up Kicks",450,"+15",108,"-3",1.147,"+0.016",13,34,450,141,1.147
