"Title","Artist","Spins"
"Payphone f/Wiz Khali...","MAROON 5",4875
"Call Me Maybe","CARLY RAE JEPSEN",4574
"Wide Awake","KATY PERRY",4270
"Somebody That I Used...","GOTYE",4209
"Everybody Talks","NEON TREES",3827
"We Are Young f/Janel...","FUN.",3370
"What Makes You Beaut...","ONE DIRECTION",3178
"Blow Me (One Last Ki...","PINK",2882
"Lights","ELLIE GOULDING",2801
"Broken Hearted","KARMIN",2782
"Dark Side","KELLY CLARKSON",2772
"She's So Mean","MATCHBOX TWENTY",2656
"Give Your Heart A Br...","DEMI LOVATO",2411
"50 Ways To Say Goodb...","TRAIN",2174
"Some Nights","FUN.",1633
"Settle Down","NO DOUBT",1445
"The A Team","ED SHEERAN",1367
"Tongue Tied","GROUPLOVE",1301
"Home","PHILLIP PHILLIPS",1131
"Where Have You Been","RIHANNA",1078
"Good Time","OWL CITY & CARLY RAE...",948
"Too Close","ALEX CLARE",796
"Wild Ones f/Sia","FLO RIDA",782
"Scream","USHER",750
"Burn It Down","LINKIN PARK",659
"Uh Oh","JUNIOR DOCTOR",643
"The Fighter f/Ryan T...","GYM CLASS HEROES",621
"Guardian","ALANIS MORISSETTE",606
"Starships","NICKI MINAJ",579
"One More Night","MAROON 5",571
"Distance","CHRISTINA PERRI",525
"Little Talks","OF MONSTERS AND MEN",495
"Sweeter","GAVIN DEGRAW",438
"One Thing","ONE DIRECTION",416
"In The End","SNOW PATROL",409
"It's Time","IMAGINE DRAGONS",390
"Stay Awhile","RYAN STAR",368
"Nothing's Real But L...","REBECCA FERGUSON",332
"Titanium f/Sia","DAVID GUETTA",303
"Cupid","DANIEL POWTER",264
"Want U Back","CHER LLOYD",247
"Kiss You Inside Out","HEDLEY",231
"Let's Go f/Ne-Yo","CALVIN HARRIS",211
"Heart Of Me","GREEN RIVER ORDINANC...",208
"Too Late","MIKE RUOCCO",195
"The Walk","MAYER HAWTHORNE",192
"Come Along f/CeeLo G...","VICCI MARTINEZ",179
"Oh Love","GREEN DAY",165
"Whistle","FLO RIDA",136
"Chasing The Sun","THE WANTED",129
