"Title","Artist","Spins"
"Renegades","X AMBASSADORS",6572
"Can't Feel My Face","THE WEEKND",6240
"Photograph","ED SHEERAN",6095
"Locked Away f/Adam Levine","R. CITY",6013
"Wildest Dreams","TAYLOR SWIFT",5886
"Ex's and Oh's","ELLE KING",5121
"Uma Thurman","FALL OUT BOY",4717
"Fight Song","RACHEL PLATTEN",4560
"Shut Up And Dance","WALK THE MOON",4039
"Like I'm Gonna Lose You","MEGHAN TRAINOR",3910
"Cecilia And The Satellite","ANDREW MCMAHON IN WILDERNESS",3639
"Marvin Gaye f/Meghan Trainor","CHARLIE PUTH",3044
"Hold Each Other f/Futuristic","A GREAT BIG WORLD",2829
"Stitches","SHAWN MENDES",2575
"Cheerleader","OMI",2519
"Someone New","HOZIER",2319
"Cool For The Summer","DEMI LOVATO",2318
"Feelings","MAROON 5",2260
"Wasn't Expecting That","JAMIE LAWSON",2108
"Bad Blood","TAYLOR SWIFT",2043
"Stand By You","RACHEL PLATTEN",2028
"Lean On f/MØ & DJ Snake","MAJOR LAZER",1972
"What Do You Mean?","JUSTIN BIEBER",1912
"Song for Someone","U2",1467
"Drag Me Down","ONE DIRECTION",1105
"Let's Love","ECHOSMITH",1016
"Good To Be Alive (Hallelujah)","ANDY GRAMMER",1011
"Good For You f/A$AP Rocky","SELENA GOMEZ",981
"Thunder","LEONA LEWIS",953
"Hold On Forever","ROB THOMAS",814
"Lay It All On Me f/Ed Sheeran","RUDIMENTAL",738
"Great Big Storm","NATE RUESS",737
"Hold My Hand","JESS GLYNNE",735
"Pressure Off f/Janelle Monae","DURAN DURAN",603
"Blame It On Me","GEORGE EZRA",550
"Worth It f/Kid Ink","FIFTH HARMONY",540
"On My Mind","ELLIE GOULDING",530
"Let It Go","JAMES BAY",481
"She Used To Be Mine","SARA BAREILLES",407
"Love Myself","HAILEE STEINFELD",401
"Long Way Down","ROBERT DELONG",337
"Once A Day","MICHAEL FRANTI & SPEARHEAD",312
"Can't  Sleep Love","PENTATONIX",303
"Different Colors","WALK THE MOON",247
"Alive","SIA",245
"Writing's On The Wall","SAM SMITH",232
"Fight For What's Right","THE RUA",203
"Levels","NICK JONAS",199
"Fix My Eyes","FOR KING & COUNTRY",199
"Dreams","BECK",197
