"Title","Artist","Spins"
"Thinking Out Loud","ED SHEERAN",7294
"Uptown Funk f/Bruno Mars","MARK RONSON",7226
"Sugar","MAROON 5",5896
"Style","TAYLOR SWIFT",5513
"Ghost","ELLA HENDERSON",5242
"Lips Are Movin","MEGHAN TRAINOR",5177
"Take Me To Church","HOZIER",4934
"Blank Space","TAYLOR SWIFT",4881
"Centuries","FALL OUT BOY",4035
"Heartbeat Song","KELLY CLARKSON",3976
"Love Me Like You Do","ELLIE GOULDING",3619
"I Lived","ONEREPUBLIC",3506
"I Bet My Life","IMAGINE DRAGONS",3237
"Geronimo","SHEPPARD",2767
"Shut Up And Dance","WALK THE MOON",2573
"Jealous","NICK JONAS",2325
"FourFiveSeconds","RIHANNA/KANYE WEST/P MCCARTNEY",2192
"Budapest","GEORGE EZRA",1903
"Prayer In C","LILLYWOOD & ROBIN SCHULZ",1729
"Lay Me Down","SAM SMITH",1639
"Honey, I'm Good","ANDY GRAMMER",1582
"Night Changes","ONE DIRECTION",1492
"Bright","ECHOSMITH",1099
"No Good In Goodbye","THE SCRIPT",1040
"Waves","MR PROBZ",885
"Bulletproof Picasso","TRAIN",864
"Time Of Our Lives f/Ne-Yo","PITBULL",794
"The Heart Wants What It Wants","SELENA GOMEZ",767
"Dangerous f/Joywave","BIG DATA",715
"Love Me Harder","ARIANA GRANDE & THE WEEKND",570
"First Kiss","KID ROCK",565
"High","YOUNG RISING SONS",553
"Heroes","ALESSO",527
"Overload","LIFE OF DILLON",502
"Nothing Without Love","NATE RUESS",462
"Talking Body","TOVE LO",457
"Every Breaking Wave","U2",390
"Hurricane","LIFEHOUSE",382
"Earned It","THE WEEKND",366
"Outside f/Ellie Goulding","CALVIN HARRIS",311
"Beggin For Thread","BANKS",297
"Billion","MAT KEARNEY",284
"Cigarette Daydreams","CAGE THE ELEPHANT",275
"Fight Song","RACHEL PLATTEN",273
"She Keeps Me Up","NICKELBACK",269
"Fear","BLUE OCTOBER",241
"One Last Time","ARIANA GRANDE",234
"Chains","NICK JONAS",226
"Bartender","LADY ANTEBELLUM",224
"You Ruin Me","VERONICAS",209
