"Title","Artist","Spins"
"On My Mind","ELLIE GOULDING",6123
"Stand By You","RACHEL PLATTEN",6095
"Stitches","SHAWN MENDES",5887
"Hello","ADELE",5347
"Stressed Out","TWENTY ONE PILOTS",5199
"Sorry","JUSTIN BIEBER",5156
"Like I'm Gonna Lose You","MEGHAN TRAINOR",4995
"Adventure Of A Lifetime","COLDPLAY",4783
"Ex's and Oh's","ELLE KING",4745
"When We Were Young","ADELE",4660
"Same Old Love","SELENA GOMEZ",4144
"Good To Be Alive (Hallelujah)","ANDY GRAMMER",3535
"Out Of The Woods","TAYLOR SWIFT",3400
"Let It Go","JAMES BAY",3170
"One Call Away","CHARLIE PUTH",2927
"Love Yourself","JUSTIN BIEBER",2751
"Here","ALESSIA CARA",2679
"In The Night","THE WEEKND",2436
"Irresistible f/Demi Lovato","FALL OUT BOY",1701
"Cake By The Ocean","DNCE",1643
"7 Years","LUKAS GRAHAM",1613
"Hide Away","DAYA",1507
"Perfect","ONE DIRECTION",1251
"Another Lonely Night","ADAM LAMBERT",1233
"Confident","DEMI LOVATO",854
"Hypnotic","ZELLA DAY",785
"Used To Love You","GWEN STEFANI",776
"Electric Love","BORNS",730
"Oasis","A GREAT BIG WORLD",729
"Brand New","BEN RECTOR",691
"I Know What You Did Last...","SHAWN MENDES & CAMILA CABELLO",498
"One Love","MARIANAS TRENCH",489
"Live Forever","THE BAND PERRY",472
"Can't Help Falling In Love","HALEY REINHART",471
"Drink You Away","JUSTIN TIMBERLAKE",404
"Piece By Piece","KELLY CLARKSON",376
"Roses f/Rozes","THE CHAINSMOKERS",375
"Die A Happy Man","THOMAS RHETT",363
"First","COLD WAR KIDS",335
"Hold On Forever","ROB THOMAS",323
"Something In The Way You Move","ELLIE GOULDING",322
"Walking On A Dream","EMPIRE OF THE SUN",288
"Burning House","CAM",285
"Sugar f/Francesco Yates","ROBIN SCHULZ",285
"Rise Up","ANDRA DAY",255
"Lost Boy","RUTH B.",251
"New Americana","HALSEY",221
"S.O.B","NATHANIEL RATELIFF/NIGHTSWEATS",209
"America's Sweetheart","ELLE KING",184
"Radar","AUDIODAMN!",184
