"Title","Artist","Spins"
"Animals","MAROON 5",5920
"Blank Space","TAYLOR SWIFT",5890
"Habits (Stay High)","TOVE LO",5494
"I'm Not The Only One","SAM SMITH",5087
"Take Me To Church","HOZIER",4967
"Don't","ED SHEERAN",3924
"Try","COLBIE CAILLAT",3915
"Shake It Off","TAYLOR SWIFT",3787
"All About That Bass","MEGHAN TRAINOR",3407
"Riptide","VANCE JOY",3317
"Stolen Dance","MILKY CHANCE",3099
"Thinking Out Loud","ED SHEERAN",2882
"Ghost","ELLA HENDERSON",2676
"I Lived","ONEREPUBLIC",2582
"Waves","MR PROBZ",2291
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",2208
"Lips Are Movin","MEGHAN TRAINOR",2138
"Centuries","FALL OUT BOY",1974
"Jealous","NICK JONAS",1625
"I Bet My Life","IMAGINE DRAGONS",1617
"Uptown Funk f/Bruno Mars","MARK RONSON",1613
"Afterlife","INGRID MICHAELSON",1596
"Headphones f/LOLO","MATT NATHANSON",1273
"Cadillac, Cadillac","TRAIN",1140
"In Your Arms","NICO & VINZ",1121
"Blame f/John Newman","CALVIN HARRIS",1105
"Chandelier","SIA",892
"Geronimo","SHEPPARD",878
"Dangerous f/Joywave","BIG DATA",780
"The Heart Wants What It Wants","SELENA GOMEZ",764
"The Hanging Tree f/J. Lawrence","JAMES NEWTON HOWARD",718
"Love Me Harder","ARIANA GRANDE & THE WEEKND",668
"Budapest","GEORGE EZRA",506
"Bartender","LADY ANTEBELLUM",484
"Shatter Me f/Lzzy Hale","LINDSEY STIRLING",441
"Every Breaking Wave","U2",375
"Fools Gold","FITZ & THE TANTRUMS",366
"The Words","CHRISTINA PERRI",340
"Let Your Hair Down","MAGIC!",340
"Heartbeat","MAT KEARNEY",338
"Favorite Song","O.A.R.",336
"Santa Tell Me","ARIANA GRANDE",301
"Never Been In Love f/Icona Pop","COBRA STARSHIP",253
"Baby Don't Lie","GWEN STEFANI",197
"Trumpets","JASON DERULO",178
"Night Changes","ONE DIRECTION",173
"Weekend","PRIORY",172
"Crazy For You","SCARS ON 45",166
"Fear","BLUE OCTOBER",164
"Young Blood","BEA MILLER",144
