"Title","Artist","Spins"
"Ho Hey","LUMINEERS",5233
"Locked Out Of Heaven","BRUNO MARS",4886
"Try","PINK",4761
"Home","PHILLIP PHILLIPS",4338
"One More Night","MAROON 5",3658
"The A Team","ED SHEERAN",3541
"Some Nights","FUN.",3455
"Little Talks","OF MONSTERS AND MEN",3197
"I Knew You Were Troubl...","TAYLOR SWIFT",3124
"Catch My Breath","KELLY CLARKSON",3055
"It's Time","IMAGINE DRAGONS",2990
"I Will Wait","MUMFORD & SONS",2850
"Daylight","MAROON 5",2336
"Feel Again","ONEREPUBLIC",2295
"Diamonds","RIHANNA",2006
"Wanted","HUNTER HAYES",1862
"Overjoyed","MATCHBOX TWENTY",1545
"Mermaid","TRAIN",1484
"Madness","MUSE",1477
"Girl On Fire","ALICIA KEYS",1267
"Let Me Love You","NE-YO",1224
"Lessons In Love (All D...","NEON TREES",996
"Between The Raindrops","LIFEHOUSE F/N. BEDINGF...",953
"93 Million Miles","JASON MRAZ",824
"Die Young","KE$HA",710
"Soldier","GAVIN DEGRAW",705
"Suit & Tie f/JAY Z","JUSTIN TIMBERLAKE",686
"Carry On","FUN.",622
"Don't You Worry Child","SWEDISH HOUSE MAFIA",597
"Stars","GRACE POTTER & THE NOC...",591
"Come Along f/CeeLo Gre...","VICCI MARTINEZ",568
"Take A Walk","PASSION PIT",562
"Because We Can","BON JOVI",448
"Just A Fool","C. AGUILERA & B. SHELT...",441
"Beauty And A Beat f/N....","JUSTIN BIEBER",402
"Skyfall","ADELE",381
"Don't Wake Me Up","CHRIS BROWN",367
"I Cry","FLO RIDA",318
"Next To Me","EMELI SANDE",316
"Blown Away","CARRIE UNDERWOOD",266
"Shooting Star","OWL CITY",243
"Heartbeat Slowing Down","ALL-AMERICAN REJECTS",241
"Don't Stop The Party","PITBULL",234
"Little Things","ONE DIRECTION",197
"Anything Could Happen","ELLIE GOULDING",154
"Back It Up","CARO EMERALD",147
"Sweet Nothing f/Floren...","CALVIN HARRIS",136
"Picking Up The Pieces","PALOMA FAITH",130
"Scream And Shout","WILL.I.AM F/BRITNEY SP...",124
"C'mon","KE$HA",118
