"Title","Artist","Spins"
"Blank Space","TAYLOR SWIFT",6654
"Take Me To Church","HOZIER",5963
"I'm Not The Only One","SAM SMITH",5752
"Thinking Out Loud","ED SHEERAN",5345
"Animals","MAROON 5",4869
"Uptown Funk f/Bruno Mars","MARK RONSON",3969
"Riptide","VANCE JOY",3964
"Habits (Stay High)","TOVE LO",3861
"Lips Are Movin","MEGHAN TRAINOR",3641
"Try","COLBIE CAILLAT",3447
"Ghost","ELLA HENDERSON",3352
"Waves","MR PROBZ",2979
"I Lived","ONEREPUBLIC",2921
"Stolen Dance","MILKY CHANCE",2697
"Jealous","NICK JONAS",2597
"The Hanging Tree f/J. Lawrence","JAMES NEWTON HOWARD",2272
"Centuries","FALL OUT BOY",2232
"I Bet My Life","IMAGINE DRAGONS",2164
"Heartbeat Song","KELLY CLARKSON",1895
"Afterlife","INGRID MICHAELSON",1615
"The Heart Wants What It Wants","SELENA GOMEZ",1506
"Geronimo","SHEPPARD",1386
"Love Me Harder","ARIANA GRANDE & THE WEEKND",1356
"Dangerous f/Joywave","BIG DATA",996
"Sugar","MAROON 5",971
"Blame f/John Newman","CALVIN HARRIS",878
"Budapest","GEORGE EZRA",752
"Bartender","LADY ANTEBELLUM",667
"Style","TAYLOR SWIFT",641
"The Words","CHRISTINA PERRI",462
"Heartbeat","MAT KEARNEY",457
"Love Me Like You Do","ELLIE GOULDING",439
"Night Changes","ONE DIRECTION",433
"Heroes","ALESSO",428
"Every Breaking Wave","U2",381
"Shut Up And Dance","WALK THE MOON",374
"Shatter Me f/Lzzy Hale","LINDSEY STIRLING",335
"Never Been In Love f/Icona Pop","COBRA STARSHIP",330
"Prayer In C","LILLYWOOD & ROBIN SCHULZ",311
"In Your Arms","NICO & VINZ",289
"Weekend","PRIORY",247
"Let Your Hair Down","MAGIC!",231
"Sledgehammer","FIFTH HARMONY",185
"Fear","BLUE OCTOBER",182
"Do I Wanna Know?","ARCTIC MONKEYS",158
"Stuck On A Feeling f/Snoop...","PRINCE ROYCE",109
"Time Of Our Lives f/Ne-Yo","PITBULL",98
"On The Radio","RASKINS",95
"Crazy For You","SCARS ON 45",94
"Fools Gold","FITZ & THE TANTRUMS",92
