"Title","Artist","Spins"
"Stressed Out","TWENTY ONE PILOTS",6215
"Stand By You","RACHEL PLATTEN",6208
"When We Were Young","ADELE",5404
"Sorry","JUSTIN BIEBER",5163
"Stitches","SHAWN MENDES",5157
"Hello","ADELE",4471
"Same Old Love","SELENA GOMEZ",4469
"On My Mind","ELLIE GOULDING",4355
"Ex's and Oh's","ELLE KING",4306
"Adventure Of A Lifetime","COLDPLAY",4262
"Love Yourself","JUSTIN BIEBER",4115
"Let It Go","JAMES BAY",3845
"Out Of The Woods","TAYLOR SWIFT",3620
"One Call Away","CHARLIE PUTH",3517
"7 Years","LUKAS GRAHAM",3042
"Here","ALESSIA CARA",2779
"In The Night","THE WEEKND",2446
"Cake By The Ocean","DNCE",2436
"Hide Away","DAYA",1870
"Something In The Way You Move","ELLIE GOULDING",1432
"Electric Love","BORNS",1217
"Oasis","A GREAT BIG WORLD",1095
"Brand New","BEN RECTOR",1028
"America's Sweetheart","ELLE KING",1022
"Perfect","ONE DIRECTION",823
"Die A Happy Man","THOMAS RHETT",790
"Hypnotic","ZELLA DAY",722
"Irresistible f/Demi Lovato","FALL OUT BOY",720
"Walking On A Dream","EMPIRE OF THE SUN",662
"I Know What You Did Last...","SHAWN MENDES & CAMILA CABELLO",645
"Roses f/Rozes","THE CHAINSMOKERS",641
"Can't Help Falling In Love","HALEY REINHART",617
"Make Me Like You","GWEN STEFANI",601
"One Love","MARIANAS TRENCH",538
"Confident","DEMI LOVATO",526
"Fire And The Flood","VANCE JOY",504
"Another Lonely Night","ADAM LAMBERT",432
"First","COLD WAR KIDS",430
"Lost Boy","RUTH B.",425
"Rise Up","ANDRA DAY",408
"Sugar f/Francesco Yates","ROBIN SCHULZ",385
"Burning House","CAM",341
"Hands To Myself","SELENA GOMEZ",229
"S.O.B","NATHANIEL RATELIFF/NIGHTSWEATS",224
"Radar","AUDIODAMN!",219
"Hollow","TORI KELLY",214
"My House","FLO RIDA",213
"Catch & Release","MATT SIMONS",209
"Over And Over Again f/A.Grande","NATHAN SYKES",190
"I Took A Pill In Ibiza","MIKE POSNER",161
