"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",5407,32,193,2,28.601,0.115,14,1,5407,342,28.601
2,"=","PINK F**kin' Perfect (Perfect)",4417,-10,-48,23,24.653,-0.027,14,2,4534,23,24.858
3,"=","THE SCRIPT For The First Time",4260,-14,-33,-14,20.85,-0.214,14,3,4317,123,21.065
4,"=","KATY PERRY E.T.",4038,11,286,-45,19.778,0.202,14,4,4038,523,19.778
5,"=","CEE LO GREEN F**k You (Forget You)",3471,-33,-111,-37,19.135,-0.003,14,4,3721,0,19.447
6,"=","MAROON 5 Never Gonna Leave This Bed",3435,40,193,12,16.653,0.147,14,6,3435,246,16.653
7,"=","ONEREPUBLIC Good Life",2513,42,341,4,9.883,0.237,14,7,2513,385,9.883
8,"=","ANDY GRAMMER Keep Your Head Up",2397,20,139,2,10.715,-0.111,14,8,2397,263,10.837
9,"+1","BRUNO MARS Grenade",2299,-29,-279,22,13.112,-0.129,14,7,2871,0,17.585
10,"-1","COLBIE CAILLAT I Do",2298,-32,-68,-49,10.04,-0.188,14,8,2366,112,10.531
11,"=","LIFEHOUSE Falling In",2119,-9,-45,-21,10.486,0.039,14,10,2169,62,11.084
12,"=","MY CHEMICAL ROMANCE Sing",1921,3,15,1,9.719,0.05,14,12,1921,184,9.719
13,"=","BRUNO MARS Lazy Song",1899,56,358,-5,10.861,0.107,14,13,1899,556,10.861
14,"=","SARA BAREILLES Uncharted",1743,1,35,-17,6.668,0.035,14,14,1743,103,6.668
15,"=","TRAIN Save Me San Francisco",1539,56,332,22,6.455,0.28,14,15,1539,355,6.455
16,"+1","THIRTY SECONDS TO MARS Closer To The Edg...",1415,14,29,2,4.784,-0.04,14,16,1415,103,5.019
17,"+2","PARACHUTE Something To Believe In",1350,6,90,-8,4.745,0.048,14,17,1350,98,4.745
18,"-2","AVRIL LAVIGNE What The Hell",1328,-79,-562,-32,6.787,-0.382,14,13,2015,0,9.547
19,"-1","LADY GAGA Born This Way",1316,-52,-430,-1,5.934,-0.294,14,15,1960,0,9.458
20,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",1283,22,256,-21,6.85,0.115,14,20,1283,277,6.85
21,"=","GRACE POTTER & THE NOCTURNALS Paris (Ooh...",1118,10,73,4,3.979,0.094,14,21,1118,101,3.979
22,"=","BLACK EYED PEAS Just Can't Get Enough",1012,13,198,-32,5.024,0.062,14,22,1012,254,5.024
23,"=","BRITNEY SPEARS Till The World Ends",941,-2,114,-37,4.224,-0.04,14,23,943,193,4.264
24,"=","HE IS WE Happily Ever After",869,-11,-2,-19,2.123,-0.013,14,23,882,79,2.143
25,"=","RIHANNA S&M",799,-1,7,-1,3.815,0.091,14,25,802,117,4.357
26,"=","KE$HA Blow",708,-13,-33,-34,2.575,-0.063,14,26,752,67,2.958
27,"=","ENRIQUE IGLESIAS Tonight f/Ludacris",696,6,-119,44,2.816,-0.06,14,21,974,0,4.971
28,"=","MICHAEL FRANTI & SPEARHEAD I'll Be Waiti...",691,3,45,6,1.808,-0.094,14,28,691,45,1.902
29,"=","NEON TREES Your Surrender",656,13,110,9,1.239,0.043,14,29,656,110,1.239
30,"+2","JENNIFER LOPEZ F/PITBULL On The Floor",606,20,59,11,2.271,0.178,14,30,606,99,2.271
31,"=","CHRISTINA PERRI Arms",605,19,125,-5,1.736,0.026,14,31,605,130,1.736
32,"+1","JESSIE J Price Tag f/B.O.B",587,13,106,-15,2.962,0.174,14,32,587,162,2.962
33,"-3","STONE SOUR Hesitate",576,-31,-125,-27,1.391,-0.063,14,28,722,31,1.588
34,"+2","STEVEN TYLER (It) Feels So Good",519,32,246,20,2.875,-0.021,10,34,519,252,2.896
35,"-1","ANDREW ALLEN Loving You Tonight",496,3,27,-8,1.141,0.04,14,34,496,48,1.141
36,"+1","USHER More",471,-10,-54,8,1.906,-0.084,14,30,708,0,3.401
37,"-2","3 DOORS DOWN When You're Young",468,-20,-120,-4,1.703,-0.06,14,32,628,35,2.224
38,"=","THREE DAYS GRACE Lost In You",466,11,79,4,0.723,0.016,14,38,466,79,0.723
39,"=","MATT NATHANSON Faster",412,19,88,10,0.787,0.045,14,39,412,88,0.787
40,"+1","LADY GAGA The Edge Of Glory",393,34,180,-1,2.058,0.161,6,40,393,181,2.058
41,"-1","FITZ & THE TANTRUMS MoneyGrabber",367,-1,12,-9,0.489,0.024,14,40,368,21,0.489
42,"=","MUMFORD & SONS The Cave",359,6,53,3,1.483,-0.01,14,41,359,53,1.574
43,"=","MAT KEARNEY Hey Mama",341,2,60,-5,0.774,-0.006,14,42,341,75,0.78
44,"+1","TAYLOR SWIFT The Story Of Us",309,10,67,7,1.872,0.093,8,44,309,67,1.872
45,"-1","HANSON Give A Little",305,3,41,0,0.62,-0.001,14,44,305,53,0.644
46,"=","DAVID COOK Last Goodbye",296,-1,17,-12,0.818,0.034,12,45,297,102,0.818
47,"+1","SAFETYSUIT Get Around This",266,3,51,-7,0.236,0.003,3,47,266,58,0.241
48,"-1","BC JEAN I'll Survive You",266,2,26,4,0.281,-0.002,10,47,266,26,0.323
49,"+1","HOT CHELLE RAE Tonight Tonight",242,2,41,1,0.623,0.004,3,49,242,45,0.623
50,"-1","MATT HIRES Honey, Let Me Sing You A Song",232,-11,-60,-6,0.151,-0.021,14,42,326,5,0.363
