"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","AMERICAN AUTHORS","Best Day Of My Life",5601,0,209,0,37.117,0,172,"19",1,5601,590,37.117
2,"=","A GREAT BIG WORLD","Say Something",5433,0,-430,0,38.348,0,154,"11",1,5911,545,41.461
3,"=","ONE DIRECTION","Story Of My Life",5276,0,248,0,36.96,0,103,"23",3,5276,738,36.96
4,"=","ONEREPUBLIC","Counting Stars",4893,0,-214,0,33.313,0,269,"15",1,6255,573,43.972
5,"=","LORDE","Team",4859,0,380,0,32.268,0,95,"9",5,4859,561,32.268
6,"=","BASTILLE","Pompeii",4797,0,242,0,31.744,0,130,"6",5,4797,515,31.744
7,"=","PASSENGER","Let Her Go",4463,0,-558,0,29.667,0,252,"13",1,5972,579,40.437
8,"=","KATY PERRY","Dark Horse",3836,0,550,0,27.863,0,56,"3",8,3836,793,27.863
9,"=","PHARRELL WILLIAMS","Happy",3461,0,824,0,25.182,0,36,"1",9,3461,928,25.182
10,"=","ELLIE GOULDING","Burn",3448,0,426,0,23.808,0,84,"37",10,3448,591,23.808
11,"=","IMAGINE DRAGONS","Demons",3397,0,-187,0,23.179,0,191,"28",1,6064,828,42.022
12,"=","PITBULL","Timber f/Ke$ha",3248,0,137,0,21.76,0,112,"10",11,3262,550,22.056
13,"=","AVICII","Wake Me Up",3064,0,-244,0,20.825,0,196,"40",1,6093,885,42.361
14,"=","JOHN NEWMAN","Love Me Again",2774,0,42,0,16.322,0,160,"38",13,2783,324,16.409
15,"=","FRAY","Love Don't Die",2646,0,-741,0,14.725,0,134,"54",7,3616,512,21.309
16,"=","JOHN LEGEND","All Of Me",2637,0,458,0,17.41,0,98,"2",16,2637,540,17.41
17,"=","DAUGHTRY","Waiting For Superman",2375,0,-558,0,14.279,0,157,"82",11,3072,370,18.419
18,"=","BRUNO MARS","Young Girls",2332,0,118,0,14.505,0,80,"52",16,2332,414,14.505
19,"=","NEON TREES","Sleeping With A Friend",2291,0,216,0,13.742,0,45,"127",18,2291,540,13.742
20,"=","CHRISTINA PERRI","Human",2086,0,93,0,11.702,0,101,"21",17,2086,237,11.98
21,"=","ALOE BLACC","The Man",1567,0,357,0,7.318,0,39,"7",21,1567,379,7.318
22,"=","THE 1975","Chocolate",1202,0,223,0,5.112,0,51,"83",22,1202,233,5.112
23,"=","FITZ & THE TANTRUMS","The Walker",1040,0,318,0,5.281,0,44,"67",23,1040,318,5.281
24,"=","MARY LAMBERT","She Keeps Me Warm",1037,0,151,0,4.964,0,56,"--",23,1037,219,4.964
25,"=","EMINEM","The Monster f/Rihanna",871,0,-40,0,7.864,0,107,"46",23,1039,148,8.557
26,"=","NEW POLITICS","Tonight You're Perfect",829,0,242,0,5.278,0,21,"398",26,829,352,5.278
27,"=","AVICII","Hey Brother",742,0,56,0,2.319,0,75,"16",26,742,129,2.319
28,"=","CAGE THE ELEPHANT","Come A Little Closer",624,0,103,0,2.292,0,42,"280",28,624,163,2.292
29,"=","PARAMORE","Ain't It Fun",585,0,107,0,2.27,0,35,"89",29,585,157,2.27
30,"=","MATT NATHANSON","Kinks Shirt",584,0,62,0,1.816,0,53,"--",29,584,111,1.945
31,"=","SARA BAREILLES","I Choose You",533,0,153,0,1.604,0,28,"212",31,533,153,1.604
32,"=","ZEDD","Stay The Night f/H. Williams",491,0,-233,0,4.042,0,112,"113",22,1210,186,8.207
33,"=","IMAGINE DRAGONS","On Top Of The World",470,0,34,0,4.117,0,52,"63",33,470,83,4.117
34,"=","KATY PERRY","Unconditionally",445,0,-123,0,4.231,0,134,"97",6,3719,794,26.523
35,"=","COLBIE CAILLAT","Hold On",441,0,-386,0,1.923,0,101,"379",13,2665,623,16.55
36,"=","JASON DERULO","Talk Dirty f/2 Chainz",383,0,112,0,1.405,0,27,"5",36,383,112,1.405
37,"=","MILEY CYRUS","Adore You",366,0,-15,0,1.577,0,38,"27",35,387,93,1.585
38,"=","INGRID MICHAELSON","Girls Chase Boys",357,0,102,0,2.275,0,19,"--",38,357,117,2.275
39,"=","LEE DEWYZE","Fight",324,0,56,0,0.449,0,98,"--",38,324,58,0.457
40,"=","SHAKIRA F/RIHANNA","Can't Remember To Forget You",304,0,66,0,1.195,0,42,"22",39,304,159,1.443
41,"=","NONONO","Pumpin Blood",289,0,39,0,0.761,0,53,"244",40,292,74,0.794
42,"=","NAUGHTY BOY","La La La f/Sam Smith",270,0,-3,0,1.777,0,21,"92",38,273,120,2.051
43,"=","CELESTE BUCKINGHAM","Run Run Run",227,0,19,0,0.357,0,33,"--",43,227,58,0.368
44,"=","CASH CASH","Take Me Home f/Bebe Rexha",224,0,46,0,0.894,0,18,"69",44,224,96,0.904
45,"=","JETTA","Feels Like Coming Home",212,0,32,0,1.619,0,24,"--",45,212,54,1.66
46,"=","CHVRCHES","The Mother We Share",206,0,104,0,1.117,0,9,"--",46,206,104,1.117
47,"=","BIRDY","Skinny Love",192,0,38,0,0.52,0,14,"252",46,192,107,0.52
48,"=","DEMI LOVATO","Neon Lights",178,0,59,0,0.76,0,13,"49",48,178,59,0.76
49,"=","O.A.R.","Peace",140,0,57,0,0.893,0,6,"171",49,140,57,0.893
50,"=","CALVIN HARRIS","Thinking About You",115,0,-12,0,0.372,0,13,"207",49,130,23,0.454
