"Title","Artist","Spins"
"Royals","LORDE",6087
"Wake Me Up","AVICII",5885
"Roar","KATY PERRY",5421
"Brave","SARA BAREILLES",5165
"Counting Stars","ONEREPUBLIC",4943
"Demons","IMAGINE DRAGONS",4627
"Let Her Go","PASSENGER",4188
"Everything Has .....","TAYLOR SWIFT",3872
"Applause","LADY GAGA",3589
"Safe And Sound","CAPITAL CITIES",3550
"Still Into You","PARAMORE",3117
"Wrecking Ball","MILEY CYRUS",3084
"Unconditionally","KATY PERRY",2209
"Best Day Of My Li...","AMERICAN AUTHORS",2192
"True Love f/Lily ...","PINK",2081
"Waiting For Super...","DAUGHTRY",1838
"Who You Love f/Ka...","JOHN MAYER",1540
"Come To Me","GOO GOO DOLLS",1491
"Clarity f/Foxes","ZEDD",1433
"Summertime Sadnes...","LANA DEL REY",1431
"Love Don't Die","FRAY",1412
"Out Of My League","FITZ & THE TANTRU...",1397
"Sweater Weather","NEIGHBOURHOOD",1393
"Gorilla","BRUNO MARS",1386
"My Kind Of Love","EMELI SANDE",1271
"Hold On We're Goi...","DRAKE F/MAJID JOR...",1106
"Say Something","A GREAT BIG WORLD",1010
"Let Me Go f/Chad ...","AVRIL LAVIGNE",1000
"Love Me Again","JOHN NEWMAN",892
"What If","FIVE FOR FIGHTING",723
"365 Days","ZZ WARD",554
"Pompeii","BASTILLE",516
"Sail","AWOLNATION",474
"Bonfire Heart","JAMES BLUNT",450
"Slow Down","SELENA GOMEZ",448
"In A World Like T...","BACKSTREET BOYS",389
"Marry Me","JASON DERULO",352
"The Giving Tree","PLAIN WHITE T'S",340
"Sirens","PEARL JAM",313
"Make A Move","GAVIN DEGRAW",306
"Best I Ever Had","GAVIN DEGRAW",301
"I Need Your Love","CALVIN HARRIS F/E...",288
"TKO","JUSTIN TIMBERLAKE",281
"Lucky Strike","MAROON 5",280
"Here's To Us","HALESTORM",254
"Can't Help","PARACHUTE",208
"Harlem","NEW POLITICS",190
"We Remain","CHRISTINA AGUILER...",176
"You're Not Alone","MARIE MILLER",163
"Rough Water f/Jas...","TRAVIE MCCOY",160
