"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",5405,20,-14,13,28.207,0.404,24,1,5418,342,28.666
2,"=","KATY PERRY E.T.",4188,57,139,63,20.926,0.297,24,2,4188,523,20.926
3,"=","PINK F**kin' Perfect (Perfect)",4106,16,-279,56,23.032,0.436,24,2,4534,23,24.858
4,"=","THE SCRIPT For The First Time",3990,-11,-207,43,19.897,-0.1,24,3,4317,123,21.065
5,"=","MAROON 5 Never Gonna Leave This Bed",3528,43,72,49,16.916,0.1,24,5,3528,246,16.916
6,"=","CEE LO GREEN F**k You (Forget You)",3233,-41,-180,-32,16.729,-0.164,24,4,3721,0,19.447
7,"=","ONEREPUBLIC Good Life",2977,61,280,12,12.287,0.115,24,7,2977,408,12.287
8,"=","ANDY GRAMMER Keep Your Head Up",2655,33,165,6,11.885,0.193,24,8,2655,263,11.885
9,"=","BRUNO MARS Lazy Song",2533,79,484,13,13.722,0.369,24,9,2533,556,13.722
10,"=","COLBIE CAILLAT I Do",2055,-40,-163,-16,8.265,-0.381,24,8,2366,112,10.531
11,"=","MY CHEMICAL ROMANCE Sing",1999,34,87,47,9.907,0.07,24,11,1999,184,9.907
12,"=","TRAIN Save Me San Francisco",1964,45,311,-1,8.798,0.166,24,12,1964,355,8.798
13,"=","BRUNO MARS Grenade",1843,-51,-359,-14,11.069,0.048,24,7,2871,0,17.585
14,"=","LIFEHOUSE Falling In",1803,-11,-238,27,9.664,0.2,24,10,2169,62,11.084
15,"=","SARA BAREILLES Uncharted",1762,7,-3,-10,6.622,0.08,24,14,1765,103,6.832
16,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",1574,55,170,33,8.461,0.302,24,16,1574,293,8.461
17,"=","THIRTY SECONDS TO MARS Closer To The Edg...",1508,8,58,-2,5.121,0.012,24,16,1508,103,5.121
18,"=","PARACHUTE Something To Believe In",1501,19,74,-9,4.66,0.085,24,17,1501,141,4.912
19,"=","BLACK EYED PEAS Just Can't Get Enough",1238,38,163,16,6.114,0.334,24,19,1238,254,6.114
20,"=","GRACE POTTER & THE NOCTURNALS Paris (Ooh...",1146,7,12,6,4.516,-0.001,24,19,1146,101,4.542
21,"=","BRITNEY SPEARS Till The World Ends",1065,3,84,-15,4.541,-0.01,24,21,1065,193,4.564
22,"+1","LADY GAGA The Edge Of Glory",925,89,391,37,4.79,0.461,16,22,925,391,4.79
23,"-1","LADY GAGA Born This Way",895,-29,-238,19,3.636,-0.279,24,15,1960,0,9.458
24,"=","JENNIFER LOPEZ F/PITBULL On The Floor",783,8,96,-8,3.549,-0.018,24,24,783,148,3.567
25,"+2","STEVEN TYLER (It) Feels So Good",777,37,179,8,3.192,0.122,20,25,777,252,3.192
26,"+2","JESSIE J Price Tag f/B.O.B",763,27,126,13,3.931,0.096,24,26,763,162,3.931
27,"+2","CHRISTINA PERRI Arms",749,19,91,3,2.164,0.025,24,27,749,135,2.18
28,"-3","HE IS WE Happily Ever After",735,-31,-116,-20,1.754,-0.057,24,23,882,79,2.143
29,"-3","AVRIL LAVIGNE What The Hell",719,-28,-332,65,3.774,-0.054,24,13,2015,0,9.547
30,"+2","NEON TREES Your Surrender",698,13,34,12,1.304,0.029,24,29,698,110,1.304
31,"-1","RIHANNA S&M",683,-36,-128,-44,3.334,-0.227,24,25,811,117,4.357
32,"-1","ENRIQUE IGLESIAS Tonight f/Ludacris",681,-12,-4,-3,2.626,-0.026,24,21,974,18,4.971
33,"=","MICHAEL FRANTI & SPEARHEAD I'll Be Waiti...",622,-10,-70,-8,1.615,-0.035,24,26,694,45,1.925
34,"=","MATT NATHANSON Faster",579,21,125,8,1.388,0.11,24,34,579,129,1.388
35,"+1","ANDREW ALLEN Loving You Tonight",531,8,27,12,1.337,0.004,24,34,531,48,1.337
36,"-1","KE$HA Blow",523,-17,-133,0,1.889,-0.038,24,26,752,67,2.958
37,"=","THREE DAYS GRACE Lost In You",505,7,14,0,0.81,0.017,24,36,505,79,0.81
38,"=","FITZ & THE TANTRUMS MoneyGrabber",376,3,2,7,0.513,0.01,24,38,378,29,0.524
39,"+1","HOT CHELLE RAE Tonight Tonight",372,12,93,0,1.287,0.131,13,39,372,107,1.287
40,"-1","MAT KEARNEY Hey Mama",371,5,25,3,0.792,0.008,24,39,371,75,0.792
41,"=","TAYLOR SWIFT The Story Of Us",366,9,38,4,1.802,0.048,18,41,366,67,1.881
42,"+2","MUMFORD & SONS The Cave",345,9,-3,14,1.431,0.079,24,41,359,53,1.574
43,"=","DAVID COOK Last Goodbye",344,7,37,5,0.914,0.036,22,43,344,102,0.915
44,"+1","HANSON Give A Little",327,6,18,11,0.695,-0.016,24,44,327,53,0.711
45,"-3","3 DOORS DOWN When You're Young",325,-21,-104,-5,1.675,-0.079,24,32,628,35,2.224
46,"=","TINIE TEMPAH Written In The Stars",306,-9,48,-25,1.052,-0.03,9,46,315,80,1.082
47,"=","USHER More",305,-4,-114,16,1.146,-0.039,24,30,708,0,3.401
48,"+1","THE BAND PERRY If I Die Young",300,15,48,4,1.017,0.09,7,48,300,48,1.017
49,"-1","BC JEAN I'll Survive You",298,-3,10,-17,0.346,-0.004,20,47,301,42,0.353
50,"=","SAFETYSUIT Get Around This",274,-1,-2,-4,0.284,0.005,13,47,278,58,0.284
