"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Someone Like You",5324,"-6",99,"+5",30.383,"-0.074",106,"3",1,5345,683,30.563
2,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",5139,"+6",125,"+19",29.544,"+0.278",120,"5",1,5169,599,29.544
3,"=","THE SCRIPT Nothing",4163,"+15",383,"-25",21.26,"+0.312",109,"43",3,4163,439,21.26
4,"=","FOSTER THE PEOPLE Pumped Up Kicks",4056,"-25",13,"-37",22.245,"+0.080",131,"4",3,4141,385,22.389
5,"=","KELLY CLARKSON Mr. Know It All",3747,"+16",185,"+11",19.619,"+0.223",60,"9",5,3747,947,19.619
6,"=","LADY GAGA You And I",3639,"+27",285,"+5",18.872,"+0.360",76,"17",6,3639,543,18.872
7,"=","HOT CHELLE RAE Tonight Tonight",3354,"-66",-291,"-33",19.003,"-0.186",162,"45",2,4609,408,25.013
8,"=","COLBIE CAILLAT Brighter Than The Sun",3255,"+19",235,"+1",17.87,"+0.044",126,"78",8,3255,357,17.87
9,"=","ONEREPUBLIC Good Life",3192,"+8",17,"+50",18.527,"+0.000",173,"42",1,4888,408,25.509
10,"=","GAVIN DEGRAW Not Over You",2835,"+17",176,"+11",12.098,"+0.171",139,"35",10,2835,348,12.098
11,"=","LADY ANTEBELLUM Just A Kiss",2787,"+37",275,"+18",14.908,"+0.386",104,"34",11,2787,351,14.908
12,"=","DAUGHTRY Crawling Back To You",2605,"+20",206,"+6",13.083,"+0.115",40,"210",12,2605,901,13.083
13,"=","NICKELBACK When We Stand Together",2347,"-3",153,"-53",10.579,"-0.259",37,"64",13,2350,725,10.838
14,"+1","THE BAND PERRY If I Die Young",2057,"-30",-68,"-4",12.687,"+0.126",156,"47",3,3975,496,19.165
15,"-1","KATY PERRY Last Friday Night (T.G.I.F.)",2049,"-42",-224,"-4",12.601,"-0.383",141,"65",1,4794,785,25.04
16,"=","LMFAO Party Rock Anthem",1908,"-10",53,"-20",9.791,"+0.062",129,"10",14,1936,181,10.199
17,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",1659,"+53",363,"+27",9.802,"+0.383",85,"12",17,1659,363,9.802
18,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",1485,"-2",108,"-24",5.243,"+0.001",93,"111",17,1499,222,5.243
19,"=","FRAY Heartbeat",1461,"+77",512,"+8",6.046,"+0.207",19,"259",19,1461,512,6.046
20,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",1334,"+52",203,"+20",7.895,"+0.234",67,"8",20,1334,233,7.895
21,"+1","BRUNO MARS It Will Rain",1217,"+38",249,"-3",5.609,"+0.293",30,"14",21,1217,302,5.609
22,"+1","PARACHUTE Kiss Me Slowly",1003,"+2",78,"-11",2.805,"+0.095",66,"399",22,1005,165,2.805
23,"+1","O.A.R. Heaven",987,"+0",2,"+8",3.546,"+0.064",119,"--",21,996,110,3.793
24,"+1","PITBULL Give Me Everything f/Ne-Yo",821,"-15",-127,"-11",4.229,"-0.051",142,"40",17,1414,229,7.639
25,"+1","COLDPLAY Paradise",809,"+18",211,"-9",3.25,"+0.014",28,"345",25,809,220,3.25
26,"+1","SIMPLE PLAN Jet Lag f/Natasha Bedingfiel...",766,"-6",-6,"-29",1.728,"-0.016",70,"--",26,779,118,1.799
27,"+1","DAVID GUETTA Without You f/Usher",696,"+21",152,"+16",3.796,"+0.104",38,"7",27,696,152,3.796
28,"+4","KATY PERRY The One That Got Away",670,"+50",285,"+28",3.67,"+0.201",17,"25",28,670,285,3.67
29,"+1","THEORY OF A DEADMAN Out Of My Head",646,"-1",46,"-11",1.038,"-0.010",65,"--",29,647,108,1.048
30,"-1","DEMI LOVATO Skyscraper",645,"-10",-29,"-15",1.84,"+0.094",85,"82",27,683,127,1.978
31,"=","ELLIE GOULDING Lights",630,"+4",58,"-13",1.248,"-0.004",47,"159",31,630,180,1.252
32,"+1","DURAN DURAN Leave A Light On",598,"-10",-4,"-16",1.655,"-0.009",46,"--",30,617,232,1.698
33,"+2","BRITNEY SPEARS I Wanna Go",510,"-7",-121,"+20",2.223,"-0.171",110,"86",20,1242,228,6.438
34,"+2","RACHEL PLATTEN 1000 Ships",498,"+20",63,"+19",0.991,"+0.059",96,"--",34,498,63,0.991
35,"+2","SARA BAREILLES Gonna Get Over You",481,"+9",31,"+11",0.853,"+0.012",34,"623",35,481,183,0.875
36,"+2","KID ROCK Care f/Martina Mcbride",459,"+2",66,"+1",1.2,"+0.021",39,"--",36,459,111,1.2
37,"+2","MARTIN SOLVEIG & DRAGONETTE Hello",387,"-2",-26,"+10",2.486,"-0.030",73,"113",28,520,144,3.216
38,"+2","THE CAB Bad",367,"+9",16,"+13",0.525,"+0.061",76,"489",38,367,61,0.525
39,"+2","SNOW PATROL Called Out In The Dark",345,"-10",23,"-16",0.52,"+0.057",44,"587",39,355,68,0.52
40,"+2","AVRIL LAVIGNE Wish You Were Here",288,"+8",58,"+6",1.139,"+0.057",22,"374",40,288,125,1.139
41,"+2","RIHANNA We Found Love f/Calvin Harris",287,"+18",101,"+7",0.907,"+0.088",11,"1",41,287,101,0.907
42,"+2","LMFAO Sexy And I Know It",227,"+14",54,"+20",0.719,"+0.052",15,"2",42,227,58,0.719
43,"+2","SAFETYSUIT Let Go",211,"+1",34,"+0",0.252,"-0.021",15,"--",43,211,39,0.273
44,"+3","DAVID COOK Fade Into Me",193,"-1",38,"-3",0.411,"-0.019",9,"--",44,194,60,0.454
45,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",191,"-4",12,"-11",0.823,"-0.006",57,"63",42,247,61,0.945
46,"+2","SCARS ON 45 Heart On Fire",173,"-1",16,"-12",0.185,"+0.005",11,"--",46,176,38,0.197
47,"+2","PATRICK STUMP This City f/Lupe Fiasco",157,"-6",-20,"-6",0.215,"-0.048",20,"250",45,180,34,0.359
48,"+2","JASON DERULO It Girl",144,"+8",40,"+8",0.441,"+0.077",2,"13",48,144,40,0.441
49,"--","GENTLEMEN HALL Gravity Will Break Our Bo...",134,"--",17,"--",0.09,"--",2,"--",49,134,17,0.09
50,"--","DEV In The Dark",126,"--",-4,"--",0.205,"--",31,"18",48,152,36,0.374
