"Title","Artist","Spins"
"Am I Wrong","NICO & VINZ",6450
"Rude","MAGIC!",6194
"Stay With Me","SAM SMITH",6184
"Ain't It Fun","PARAMORE",5039
"Love Runs Out","ONEREPUBLIC",4352
"Me And My Broken Heart","RIXTON",4299
"Girls Chase Boys","INGRID MICHAELSON",4062
"Maps","MAROON 5",4010
"All Of Me","JOHN LEGEND",3586
"Problem f/Iggy Azalea","ARIANA GRANDE",3579
"Sing","ED SHEERAN",3446
"Not A Bad Thing","JUSTIN TIMBERLAKE",2953
"A Sky Full Of Stars","COLDPLAY",2882
"Angel In Blue Jeans","TRAIN",2375
"Peace","O.A.R.",2333
"Summer","CALVIN HARRIS",2299
"Classic","MKTO",2094
"Tennis Court","LORDE",1959
"Birthday","KATY PERRY",1726
"Believer","AMERICAN AUTHORS",1688
"Break Your Plans","FRAY",1541
"Come With Me Now","KONGOS",1468
"Raging Fire","PHILLIP PHILLIPS",1177
"Fancy f/Charli XCX","IGGY AZALEA",1146
"Latch f/Sam Smith","DISCLOSURE",1111
"Already Home","A GREAT BIG WORLD",1025
"Cool Kids","ECHOSMITH",963
"Back Home","ANDY GRAMMER",955
"Be Okay","OH HONEY",712
"One Minute More","CAPITAL CITIES",618
"Last Love Song","ZZ WARD",595
"This Is How We Roll f/J.Derulo","FLORIDA-GEORGIA LINE",585
"Battleships","DAUGHTRY",557
"Text Me In The Morning","NEON TREES",494
"We Are Done","MADDEN BROTHERS",422
"I Was A Fool","TEGAN & SARA",407
"Boom Clap","CHARLI XCX",338
"Don't","ED SHEERAN",322
"Crazy Lucky","BETTER THAN EZRA",283
"Come Get It Bae","PHARRELL WILLIAMS",275
"Torpedo","JILLETTE JOHNSON",248
"Really Don't Care f/Cher Lloyd","DEMI LOVATO",246
"Secrets","MARY LAMBERT",227
"Rather Be f/Jess Glynne","CLEAN BANDIT",208
"Burning Gold","CHRISTINA PERRI",188
"Love Someone","JASON MRAZ",185
"Addicted To You","AVICII",170
"I Wanna Get Better","BLEACHERS",160
"Play It Again","LUKE BRYAN",159
"Turn Down For What","DJ SNAKE & LIL JON",155
