"Title","Artist","Spins"
"Demons","IMAGINE DRAGONS",5808
"Counting Stars","ONEREPUBLIC",5636
"Wake Me Up","AVICII",5455
"Let Her Go","PASSENGER",5087
"Royals","LORDE",4519
"Wrecking Ball","MILEY CYRUS",3872
"Roar","KATY PERRY",3824
"Best Day Of My Li...","AMERICAN AUTHORS",3682
"Brave","SARA BAREILLES",3435
"Unconditionally","KATY PERRY",3299
"Love Don't Die","FRAY",2692
"Say Something","A GREAT BIG WORLD",2678
"Sweater Weather","NEIGHBOURHOOD",2372
"Waiting For Super...","DAUGHTRY",2280
"Out Of My League","FITZ & THE TANTRU...",2125
"Come To Me","GOO GOO DOLLS",1897
"Applause","LADY GAGA",1895
"Hold On","COLBIE CAILLAT",1797
"Hold On We're Goi...","DRAKE F/MAJID JOR...",1603
"Pompeii","BASTILLE",1519
"Who You Love f/Ka...","JOHN MAYER",1487
"Let Me Go f/Chad ...","AVRIL LAVIGNE",1461
"Love Me Again","JOHN NEWMAN",1210
"Make A Move","GAVIN DEGRAW",903
"Story Of My Life","ONE DIRECTION",850
"Slow Down","SELENA GOMEZ",835
"Human","CHRISTINA PERRI",703
"365 Days","ZZ WARD",684
"Marry Me","JASON DERULO",668
"Team","LORDE",557
"Do What U Want f/...","LADY GAGA",543
"Stay The Night f/...","ZEDD",519
"The Giving Tree","PLAIN WHITE T'S",511
"Timber f/Ke$ha","PITBULL",497
"Bonfire Heart","JAMES BLUNT",468
"The Monster f/Rih...","EMINEM",403
"Lucky Strike","MAROON 5",381
"My Kind Of Love","EMELI SANDE",374
"Sail","AWOLNATION",339
"Sirens","PEARL JAM",293
"All Of Me","JOHN LEGEND",290
"TKO","JUSTIN TIMBERLAKE",212
"Fight","LEE DEWYZE",206
"Ways To Go","GROUPLOVE",191
"Burn","ELLIE GOULDING",172
"Here's To Us","KEVIN RUDOLF",165
"Underneath The Tr...","KELLY CLARKSON",160
"If I Loved You","DELTA RAE",160
"Young Girls","BRUNO MARS",143
"Rescue","YUNA",105
