"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",5213,"+30",318,"-24",27.764,"+0.282",7,1,5213,342,27.764
2,"=","PINK F**kin' Perfect (Perfect)",4465,"-33",-81,"-30",24.562,"-0.106",7,2,4534,23,24.858
3,"=","THE SCRIPT For The First Time",4291,"-1",-21,"-13",19.61,"+0.297",7,3,4317,123,19.649
4,"=","KATY PERRY E.T.",3752,"+56",317,"-22",18.163,"+0.068",7,4,3752,523,18.163
5,"=","CEE LO GREEN F**k You (Forget You)",3582,"+4",-206,"+57",19.346,"+0.087",7,4,3721,0,19.447
6,"=","MAROON 5 Never Gonna Leave This Bed",3242,"+28",228,"-1",15.661,"+0.185",7,6,3242,246,15.661
7,"=","BRUNO MARS Grenade",2578,"-51",-350,"-19",14.838,"-0.411",7,7,2871,0,17.585
8,"+1","COLBIE CAILLAT I Do",2366,"+17",112,"+13",10.31,"-0.057",7,8,2366,112,10.367
9,"-1","KATY PERRY Firework",2359,"-60",-248,"-29",14.827,"-0.343",7,8,2576,0,16.008
10,"=","ANDY GRAMMER Keep Your Head Up",2258,"+18",146,"-6",10.683,"+0.040",7,10,2258,263,10.683
11,"+1","ONEREPUBLIC Good Life",2172,"+39",209,"-11",8.475,"+0.232",7,11,2172,385,8.475
12,"-1","LIFEHOUSE Falling In",2164,"+12",5,"+26",10.281,"-0.101",7,10,2169,62,11.084
13,"+1","MY CHEMICAL ROMANCE Sing",1905,"+1",32,"-8",9.121,"+0.057",7,13,1905,184,9.144
14,"-1","AVRIL LAVIGNE What The Hell",1890,"-47",-137,"-33",9.111,"-0.155",7,13,2015,0,9.547
15,"=","LADY GAGA Born This Way",1746,"-51",-242,"-6",8.269,"-0.329",7,15,1960,0,9.458
16,"=","SARA BAREILLES Uncharted",1708,"+18",94,"+6",5.837,"+0.092",7,16,1708,103,5.837
17,"=","BRUNO MARS Lazy Song",1541,"+61",553,"-3",7.952,"+0.515",7,17,1541,556,7.952
18,"=","THIRTY SECONDS TO MARS Closer To The Edg...",1385,"+12",102,"-1",5.019,"+0.120",7,18,1385,103,5.019
19,"=","PARACHUTE Something To Believe In",1260,"+14",15,"+17",4.267,"-0.048",7,19,1262,95,4.526
20,"=","TRAIN Save Me San Francisco",1207,"+34",312,"-21",4.322,"+0.277",7,20,1207,355,4.322
21,"=","GRACE POTTER & THE NOCTURNALS Paris (Ooh...",1045,"+6",93,"-6",3.919,"+0.035",7,21,1045,101,3.919
22,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",1027,"+43",196,"+38",5.501,"+0.274",7,22,1027,196,5.501
23,"=","HE IS WE Happily Ever After",871,"+8",67,"+7",1.955,"+0.007",7,23,871,79,1.955
24,"+1","BRITNEY SPEARS Till The World Ends",825,"+33",167,"+11",3.625,"+0.198",7,24,825,167,3.625
25,"-1","ENRIQUE IGLESIAS Tonight f/Ludacris",815,"-38",-188,"-14",3.831,"-0.285",7,21,974,0,4.971
26,"+1","BLACK EYED PEAS Just Can't Get Enough",814,"+45",240,"+27",4.232,"+0.209",7,26,814,240,4.232
27,"-1","RIHANNA S&M",792,"+0",17,"-14",3.839,"-0.178",7,25,802,117,4.357
28,"+1","KE$HA Blow",741,"+21",48,"+24",2.958,"+0.056",7,28,741,67,2.958
29,"-1","TAYLOR SWIFT Back To December",713,"-25",-81,"-33",4.261,"-0.287",7,27,778,0,5.118
30,"=","STONE SOUR Hesitate",701,"-4",-14,"-10",1.572,"+0.047",7,28,722,31,1.572
31,"=","MICHAEL FRANTI & SPEARHEAD I'll Be Waiti...",646,"-3",22,"-5",1.795,"+0.058",7,31,649,27,1.852
32,"=","3 DOORS DOWN When You're Young",588,"-15",-45,"-17",2.099,"-0.059",7,32,628,35,2.224
33,"+2","JENNIFER LOPEZ F/PITBULL On The Floor",547,"+9",99,"+4",1.95,"+0.036",7,33,547,99,1.95
34,"=","NEON TREES Your Surrender",546,"+5",31,"-8",0.938,"+0.038",7,34,546,74,0.993
35,"-2","USHER More",525,"-18",-219,"-5",2.208,"-0.001",7,30,708,0,3.401
36,"+2","JESSIE J Price Tag f/B.O.B",481,"+28",151,"+14",1.921,"+0.141",7,36,481,151,1.921
37,"=","CHRISTINA PERRI Arms",480,"+24",109,"+20",1.456,"+0.069",7,37,480,109,1.456
38,"-2","ANDREW ALLEN Loving You Tonight",469,"+11",14,"+9",1.05,"+0.057",7,36,469,44,1.05
39,"=","THREE DAYS GRACE Lost In You",387,"+7",32,"+5",0.678,"-0.001",7,39,387,48,0.679
40,"+1","FITZ & THE TANTRUMS MoneyGrabber",355,"+8",2,"+25",0.353,"+0.010",7,40,355,2,0.381
41,"-1","DURAN DURAN All You Need Is Now",335,"-18",-56,"-13",0.991,"-0.098",7,38,389,7,1.159
42,"=","MATT NATHANSON Faster",324,"+9",81,"+4",0.582,"-0.012",7,42,324,81,0.594
43,"=","MUMFORD & SONS The Cave",304,"+2",-5,"+5",1.563,"+0.070",7,43,308,28,1.563
44,"=","MATT HIRES Honey, Let Me Sing You A Song",292,"-5",-35,"+1",0.26,"-0.014",7,42,326,5,0.363
45,"=","MAT KEARNEY Hey Mama",281,"+7",35,"-3",0.589,"+0.004",7,45,281,75,0.589
46,"=","DAVID COOK Last Goodbye",279,"+11",82,"-9",0.774,"+0.026",5,46,279,102,0.774
47,"=","STEVEN TYLER (It) Feels So Good",273,"+12",194,"-32",1.852,"+0.075",3,47,273,252,1.852
48,"=","HANSON Give A Little",264,"+3",24,"-2",0.549,"+0.008",7,47,264,26,0.549
49,"=","MARC BROUSSARD Only Everything",245,"+0",-1,"+0",0.262,"-0.014",7,46,251,15,0.301
50,"--","TAYLOR SWIFT The Story Of Us",242,"--",56,"--",1.248,"--",1,50,242,56,1.248
