"Title","Artist","Spins"
"I Knew You Were Troubl...","TAYLOR SWIFT",4921
"Ho Hey","LUMINEERS",4806
"Try","PINK",4738
"Daylight","MAROON 5",4437
"Catch My Breath","KELLY CLARKSON",4175
"I Will Wait","MUMFORD & SONS",3815
"Locked Out Of Heaven","BRUNO MARS",3680
"Little Talks","OF MONSTERS AND MEN",3664
"It's Time","IMAGINE DRAGONS",3299
"Girl On Fire","ALICIA KEYS",2845
"Home","PHILLIP PHILLIPS",2821
"Carry On","FUN.",2752
"Wanted","HUNTER HAYES",2310
"Madness","MUSE",2190
"Mermaid","TRAIN",2173
"When I Was Your Man","BRUNO MARS",2083
"Hall Of Fame f/will.i....","THE SCRIPT",1750
"Suit & Tie f/JAY Z","JUSTIN TIMBERLAKE",1643
"Don't You Worry Child","SWEDISH HOUSE MAFIA",1537
"Next To Me","EMELI SANDE",1358
"Overjoyed","MATCHBOX TWENTY",1283
"Because We Can","BON JOVI",1155
"Lessons In Love (All D...","NEON TREES",1132
"Come Along f/CeeLo Gre...","VICCI MARTINEZ",1008
"Gone, Gone, Gone","PHILLIP PHILLIPS",843
"Take A Walk","PASSION PIT",809
"Rebel Beat","GOO GOO DOLLS",650
"If I Lose Myself","ONEREPUBLIC",585
"Lego House","ED SHEERAN",560
"Scream And Shout","WILL.I.AM F/BRITNEY SP...",524
"C'mon","KE$HA",521
"Sweet Nothing f/Floren...","CALVIN HARRIS",516
"Just A Fool","C. AGUILERA & B. SHELT...",450
"Stay f/Mikky Ekko","RIHANNA",409
"Beauty And A Beat f/N....","JUSTIN BIEBER",402
"Diamonds","RIHANNA",378
"Troublemaker f/Flo Rid...","OLLY MURS",340
"Just Give Me A Reason","PINK",339
"We Come Running","YOUNGBLOOD HAWKE",328
"Skyfall","ADELE",320
"Let Me Love You","NE-YO",307
"Closer","TEGAN AND SARA",294
"Picking Up The Pieces","PALOMA FAITH",195
"Back It Up","CARO EMERALD",186
"Thrift Shop f/Wanz","MACKLEMORE & RYAN LEWI...",181
"I Could Be A King","THE DUNWELLS",152
"Hold On","ALABAMA SHAKES",140
"The Rebound","TRISTAN PRETTYMAN",139
"Restless Heart","MATT HIRES",119
"Radioactive","IMAGINE DRAGONS",118
