"Title","Artist","Spins"
"Animals","MAROON 5",6269
"Habits (Stay High)","TOVE LO",5486
"Blank Space","TAYLOR SWIFT",5136
"I'm Not The Only One","SAM SMITH",4884
"Don't","ED SHEERAN",4430
"Shake It Off","TAYLOR SWIFT",4392
"All About That Bass","MEGHAN TRAINOR",4342
"Take Me To Church","HOZIER",4280
"Try","COLBIE CAILLAT",3943
"Cool Kids","ECHOSMITH",3065
"Riptide","VANCE JOY",3000
"Stolen Dance","MILKY CHANCE",2951
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",2863
"I Lived","ONEREPUBLIC",2394
"Ghost","ELLA HENDERSON",2298
"Thinking Out Loud","ED SHEERAN",2088
"Waves","MR PROBZ",1892
"Centuries","FALL OUT BOY",1795
"Rather Be f/Jess Glynne","CLEAN BANDIT",1713
"Superheroes","THE SCRIPT",1604
"In Your Arms","NICO & VINZ",1509
"Afterlife","INGRID MICHAELSON",1391
"Lips Are Movin","MEGHAN TRAINOR",1283
"Cadillac, Cadillac","TRAIN",1276
"I Bet My Life","IMAGINE DRAGONS",1235
"Headphones f/LOLO","MATT NATHANSON",1208
"Jealous","NICK JONAS",1205
"Chandelier","SIA",1051
"Uptown Funk f/Bruno Mars","MARK RONSON",994
"Blame f/John Newman","CALVIN HARRIS",940
"Baby Don't Lie","GWEN STEFANI",788
"Dangerous f/Joywave","BIG DATA",692
"Geronimo","SHEPPARD",559
"Shatter Me f/Lzzy Hale","LINDSEY STIRLING",478
"Love Me Harder","ARIANA GRANDE & THE WEEKND",425
"Bartender","LADY ANTEBELLUM",422
"Fools Gold","FITZ & THE TANTRUMS",404
"Budapest","GEORGE EZRA",369
"What Are You Waiting For","NICKELBACK",345
"Let Your Hair Down","MAGIC!",306
"Break Free f/Zedd","ARIANA GRANDE",306
"Fire","GAVIN DEGRAW",298
"Every Breaking Wave","U2",287
"Trumpets","JASON DERULO",286
"The Heart Wants What It Wants","SELENA GOMEZ",285
"The Words","CHRISTINA PERRI",275
"Heartbeat","MAT KEARNEY",262
"Never Been In Love f/Icona Pop","COBRA STARSHIP",231
"Unbreakable","JAMIE SCOTT",224
"Favorite Song","O.A.R.",218
