"Title","Artist","Spins"
"Can't Stop The Feeling","JUSTIN TIMBERLAKE",6132
"Cake By The Ocean","DNCE",6052
"Just Like Fire","PINK",5867
"7 Years","LUKAS GRAHAM",5661
"Love Yourself","JUSTIN BIEBER",5242
"Stressed Out","TWENTY ONE PILOTS",4056
"One Call Away","CHARLIE PUTH",4038
"I Took A Pill In Ibiza","MIKE POSNER",4000
"Piece By Piece","KELLY CLARKSON",3855
"Something In The Way You Move","ELLIE GOULDING",3767
"Lost Boy","RUTH B.",3537
"Brand New","BEN RECTOR",3403
"Send My Love (To Your New...","ADELE",3181
"Pillowtalk","ZAYN",3008
"Wherever I Go","ONEREPUBLIC",2864
"My House","FLO RIDA",2349
"So Alive","GOO GOO DOLLS",2241
"Unsteady","X AMBASSADORS",2128
"Never Forget You","ZARA LARSSON & MNEK",2081
"Ride","TWENTY ONE PILOTS",1811
"Work From Home","FIFTH HARMONY",1607
"Better Place","RACHEL PLATTEN",1584
"Hands To Myself","SELENA GOMEZ",1324
"Hell No","INGRID MICHAELSON",1281
"NO","MEGHAN TRAINOR",1157
"First","COLD WAR KIDS",1149
"Me Too","MEGHAN TRAINOR",1068
"Spirits","THE STRUMBELLAS",1046
"Dangerous Woman","ARIANA GRANDE",968
"Hymn For The Weekend","COLDPLAY",961
"Cheap Thrills","SIA",918
"Don't Let Me Down f/Daya","THE CHAINSMOKERS",853
"What We Live For","AMERICAN AUTHORS",607
"We Don't Talk...f/Selena Gomez","CHARLIE PUTH",510
"Get You Home","NICK FRADIANI",503
"This Is What You... f/Rihanna","CALVIN HARRIS",502
"Singing In The Rain","SIMPLE PLAN",496
"Home","BLUE OCTOBER",464
"Sound Of Your Heart","SHAWN HOOK",463
"Lay You Down Easy f/Sean Paul","MAGIC!",406
"Wild Things","ALESSIA CARA",360
"One Dance f/Wizkid & Kyla","DRAKE",355
"The Sound Of Silence","DISTURBED",284
"Close f/Tove Lo","NICK JONAS",283
"If I Ever Fall In..f/J. Derulo","PENTATONIX",272
"Misery","GWEN STEFANI",258
"I Hate U, I Love U","GNASH F/OLIVIA O'BRIEN",227
"Don't Call Me When It's Over","AUDIODAMN!",195
"Without You","THE RUA",179
"Without You","PARACHUTE",145
