"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",5114,-3,103,-22,27.805,-0.032,100,"5",1,5117,599,27.837
2,"=","ADELE Someone Like You",5109,-6,240,-80,27.485,-0.105,86,"1",2,5115,683,27.59
3,"=","HOT CHELLE RAE Tonight Tonight",4168,-38,-271,-15,22.131,0.067,142,"26",2,4609,408,25.013
4,"=","FOSTER THE PEOPLE Pumped Up Kicks",3925,36,230,25,20.043,0.166,111,"2",4,3925,385,20.043
5,"=","ONEREPUBLIC Good Life",3647,-16,-137,19,20.333,-0.217,153,"29",1,4888,408,25.509
6,"=","THE SCRIPT Nothing",3444,25,200,-6,14.986,0.143,89,"25",6,3444,439,14.986
7,"=","KELLY CLARKSON Mr. Know It All",3342,38,324,-24,17.572,0.117,40,"18",7,3342,947,17.572
8,"=","KATY PERRY Last Friday Night (T.G.I.F.)",3104,-64,-453,8,15.84,-0.268,121,"47",1,4794,785,25.04
9,"=","LADY GAGA You And I",2845,23,305,-28,14.354,0.211,56,"9",9,2845,543,14.354
10,"+1","COLBIE CAILLAT Brighter Than The Sun",2736,20,212,-37,15.285,0.198,106,"70",10,2736,357,15.285
11,"-1","THE BAND PERRY If I Die Young",2676,-50,-155,-55,14.089,-0.108,136,"33",3,3975,496,19.165
12,"=","GAVIN DEGRAW Not Over You",2410,59,300,45,10.386,0.26,119,"40",12,2410,348,10.386
13,"=","MATT NATHANSON Faster",2188,7,26,-1,9.198,0.051,153,"106",12,2188,181,9.198
14,"+1","DAUGHTRY Crawling Back To You",2012,51,539,-88,9.572,0.28,20,"35",14,2012,901,9.572
15,"-1","LADY ANTEBELLUM Just A Kiss",2006,33,313,8,9.922,0.238,84,"27",14,2006,313,9.922
16,"=","LMFAO Party Rock Anthem",1851,6,143,-18,10.199,0.027,109,"10",14,1851,181,10.199
17,"+1","NICKELBACK When We Stand Together",1527,31,442,-63,7.223,0.107,17,"87",17,1527,725,7.223
18,"-1","LADY GAGA The Edge Of Glory",1456,-46,-287,5,10.423,-0.145,145,"57",2,4442,631,24.134
19,"=","MAT KEARNEY Hey Mama",1381,-12,20,-41,4.285,-0.107,153,"318",18,1393,111,4.542
20,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",1255,9,72,-2,4.097,0.054,73,"93",20,1255,222,4.108
21,"+1","PITBULL Give Me Everything f/Ne-Yo",1088,20,8,34,5.7,0.042,122,"34",17,1414,229,7.639
22,"-1","COLDPLAY Every Teardrop Is A Waterfall",1078,-39,-386,38,4.68,-0.166,125,"148",7,2952,560,12.98
23,"+2","COBRA STARSHIP You Make Me Feel... f/Sab...",1030,41,176,35,4.963,0.202,65,"8",23,1030,176,4.963
24,"-1","MICHELLE BRANCH Loud Music",980,-65,-267,-63,2.974,-0.186,107,"--",18,1314,154,3.734
25,"-1","BRITNEY SPEARS I Wanna Go",976,-39,-158,-31,4.131,-0.169,90,"56",20,1242,228,6.438
26,"=","O.A.R. Heaven",953,-3,38,-6,3.658,-0.037,99,"--",23,956,110,3.793
27,"=","PARACHUTE Kiss Me Slowly",801,17,121,16,2.281,0.051,46,"417",26,801,165,2.281
28,"=","SIMPLE PLAN Jet Lag f/Natasha Bedingfiel...",739,6,47,-9,1.622,-0.01,50,"--",26,739,118,1.632
29,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",719,31,133,18,3.466,0.12,47,"6",29,719,166,3.466
30,"=","DEMI LOVATO Skyscraper",592,13,123,1,1.361,0.051,65,"44",30,592,123,1.361
31,"=","DURAN DURAN Leave A Light On",526,9,61,-10,1.342,0.031,26,"--",31,526,232,1.342
32,"=","MARTIN SOLVEIG & DRAGONETTE Hello",520,9,13,10,3.082,0.111,53,"67",28,520,144,3.082
33,"=","THEORY OF A DEADMAN Out Of My Head",509,10,51,16,0.646,0.022,45,"--",31,509,108,0.759
34,"+1","BRUNO MARS It Will Rain",465,36,226,-3,2.009,0.122,10,"60",34,465,239,2.009
35,"-1","ELLIE GOULDING Lights",449,4,49,-4,0.759,-0.012,27,"137",34,449,180,0.789
36,"=","DAVID GUETTA Without You f/Usher",405,18,122,4,1.803,0.04,18,"7",36,405,133,1.803
37,"=","RACHEL PLATTEN 1000 Ships",385,5,16,0,0.62,0.023,76,"--",37,385,63,0.641
