"Title","Artist","Spins"
"Just Give Me A Re...","PINK",5652
"Mirrors","JUSTIN TIMBERLAKE",4841
"Stay f/Mikky Ekko","RIHANNA",4702
"Gone, Gone, Gone","PHILLIP PHILLIPS",4560
"Next To Me","EMELI SANDE",4431
"Carry On","FUN.",3454
"When I Was Your M...","BRUNO MARS",3228
"People Like Us","KELLY CLARKSON",2959
"Daylight","MAROON 5",2856
"Love Somebody","MAROON 5",2793
"Radioactive","IMAGINE DRAGONS",2664
"Lego House","ED SHEERAN",2663
"Cruise","FLORIDA-GEORGIA L...",2358
"Heart Attack","DEMI LOVATO",2024
"Cups (Pitch Perfe...","ANNA KENDRICK",1994
"I Love It f/Charl...","ICONA POP",1938
"Treasure","BRUNO MARS",1868
"22","TAYLOR SWIFT",1861
"Brave","SARA BAREILLES",1820
"Rebel Beat","GOO GOO DOLLS",1606
"Red Hands","WALK OFF THE EART...",1564
"My Songs Know Wha...","FALL OUT BOY",1497
"Here's To Never G...","AVRIL LAVIGNE",1266
"Our Song","MATCHBOX TWENTY",1138
"Come & Get It","SELENA GOMEZ",1111
"Get Lucky","DAFT PUNK",997
"Should've Gone To...","PLAIN WHITE T'S",939
"Bruises f/Ashley ...","TRAIN",775
"Feel This Moment ...","PITBULL",772
"It's A Beautiful ...","MICHAEL BUBLE",723
"#Beautiful f/Migu...","MARIAH CAREY",586
"Can't Hold Us f/R...","MACKLEMORE & RYAN...",527
"Blurred Lines f/P...","ROBIN THICKE",522
"Mountain Sound","OF MONSTERS AND M...",403
"Counting Stars","ONEREPUBLIC",385
"Troublemaker f/Fl...","OLLY MURS",373
"Still Into You","PARAMORE",344
"Beneath Your Beau...","LABRINTH",330
"The Other Side","JASON DERULO",323
"I'm Alive (Life S...","MICHAEL FRANTI & ...",311
"Carried Away","PASSION PIT",285
"Lover Of The Ligh...","MUMFORD & SONS",278
"Stompa","SERENA RYDER",274
"Get The Girl Back","HANSON",272
"The Way f/Mac Mil...","ARIANA GRANDE",239
"Safe And Sound","CAPITAL CITIES",234
"What About Now","BON JOVI",228
"Stubborn Love","LUMINEERS",165
"San Francisco","THE MOWGLI'S",162
"#thatpower","WILL.I.AM F/JUSTI...",161
