"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",4675,"-15",-93,"-29",24.446,"+0.144",88,"26",1,4794,785,25.04
2,"=","ONEREPUBLIC Good Life",4202,"-3",-280,"+47",22.595,"+0.010",120,"24",1,4888,408,25.509
3,"=","HOT CHELLE RAE Tonight Tonight",4193,"+44",383,"-16",23.644,"+0.435",109,"19",3,4193,408,23.644
4,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",4108,"+44",327,"-37",20.861,"+0.275",67,"2",4,4108,599,20.861
5,"=","THE BAND PERRY If I Die Young",3750,"-51",-209,"-90",17.881,"-0.142",103,"16",3,3975,496,19.165
6,"=","LADY GAGA The Edge Of Glory",3169,"-57",-555,"+25",17.301,"-0.351",112,"55",2,4442,631,24.134
7,"=","ADELE Someone Like You",2926,"+65",502,"-29",13.507,"+0.265",53,"1",7,2926,605,13.507
8,"=","COLDPLAY Every Teardrop Is A Waterfall",2821,"-21",-17,"-60",12.197,"-0.069",92,"53",7,2870,560,12.621
9,"=","FOSTER THE PEOPLE Pumped Up Kicks",2819,"+38",292,"-21",12.453,"+0.118",78,"3",9,2819,385,12.453
10,"=","ADELE Rolling In The Deep",2727,"-43",-389,"-30",16.396,"-0.242",120,"14",1,5540,342,29.393
11,"=","THE SCRIPT Nothing",2484,"+34",127,"-8",9.283,"+0.148",56,"42",11,2484,439,9.283
12,"=","TRAIN Save Me San Francisco",2006,"-73",-616,"+0",8.868,"+0.008",120,"138",6,3331,355,13.679
13,"=","CHRISTINA PERRI Arms",1952,"-6",-21,"+0",7.563,"+0.076",120,"118",13,1981,179,7.668
14,"=","MATT NATHANSON Faster",1936,"+3",47,"+4",7.382,"-0.082",120,"109",14,1936,181,7.464
15,"+1","COLBIE CAILLAT Brighter Than The Sun",1637,"+25",234,"+9",7.525,"+0.072",73,"85",15,1637,234,7.525
16,"-1","GOO GOO DOLLS All That You Are",1620,"-1",49,"-5",6.967,"-0.078",85,"581",15,1621,250,7.234
17,"=","PITBULL Give Me Everything f/Ne-Yo",1414,"+6",21,"+1",7.565,"-0.074",89,"17",17,1414,229,7.639
18,"+1","LADY GAGA You And I",1390,"+51",517,"-24",6.576,"+0.207",23,"5",18,1390,543,6.576
19,"-1","GAVIN DEGRAW Not Over You",1361,"+4",34,"+4",4.594,"-0.021",86,"66",18,1361,237,4.622
20,"=","LMFAO Party Rock Anthem",1345,"+27",167,"+6",7.409,"+0.088",76,"7/97",19,1345,181,7.409
21,"=","MICHELLE BRANCH Loud Music",1186,"+20",61,"+11",3.343,"+0.120",74,"--",21,1186,154,3.343
