"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY CLARKSON Mr. Know It All",4553,151,439,274,27.314,0.726,123,"37",1,4553,947,27.314
2,"=","COLBIE CAILLAT Brighter Than The Sun",3929,105,396,210,23.665,0.632,189,"92",2,3929,396,23.665
3,"=","ADELE Someone Like You",3866,111,345,248,24.489,0.653,169,"9",1,5345,683,30.563
4,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",3862,122,328,249,23.959,0.585,183,"13",1,5169,599,29.564
5,"=","GAVIN DEGRAW Not Over You",3736,88,304,189,19.608,0.449,202,"23",5,3736,348,19.608
6,"=","LADY ANTEBELLUM Just A Kiss",3580,98,259,227,21.571,0.214,167,"43",4,3692,414,21.571
7,"=","KATY PERRY The One That Got Away",3471,91,414,159,19.598,0.334,80,"7",7,3471,472,19.598
8,"+1","DAUGHTRY Crawling Back To You",2940,91,301,202,15.354,0.293,103,"556",7,2940,901,15.354
9,"-1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",2893,43,148,120,19.262,0.144,130,"11",7,2893,521,19.262
10,"=","BRUNO MARS It Will Rain",2718,49,300,121,16.236,0.246,93,"6",10,2718,340,16.236
11,"+1","ADELE Set Fire To The Rain",2527,82,346,172,16.175,0.392,51,"2",11,2527,463,16.175
12,"-1","FRAY Heartbeat",2502,42,157,132,11.135,0.234,82,"164",10,2502,528,11.238
13,"=","THE SCRIPT Nothing",2298,76,250,142,12.658,0.162,172,"142",3,4163,439,21.681
14,"+1","RIHANNA We Found Love f/Calvin Harris",2137,71,264,103,12.886,0.312,74,"4",14,2137,361,12.886
15,"-1","DAVID GUETTA Without You f/Usher",2135,37,197,93,12.328,0.09,101,"18",14,2135,313,12.328
16,"=","COLDPLAY Paradise",2017,40,142,108,10.778,0.213,91,"32",15,2017,274,10.778
17,"=","LADY GAGA You And I",1841,43,123,113,10.036,0.164,139,"51",6,3672,543,19.636
18,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",1763,33,61,111,10.753,0.249,148,"38",13,2182,391,14.129
19,"=","NICKELBACK When We Stand Together",1730,56,139,153,6.778,0.197,100,"72",12,2391,725,10.969
20,"=","CHRISTINA PERRI A Thousand Years",1476,11,92,36,8.32,-0.002,57,"49",20,1476,299,8.322
21,"=","ELLIE GOULDING Lights",1076,25,68,78,4.435,0.107,110,"242",21,1086,180,4.435
22,"=","AVRIL LAVIGNE Wish You Were Here",869,6,38,23,3.231,0.07,85,"93",22,869,143,3.231
23,"=","PARACHUTE Kiss Me Slowly",841,24,44,74,3.024,0.109,129,"357",20,1235,165,4.313
24,"=","SNOW PATROL Called Out In The Dark",768,23,60,47,2.178,0.009,107,"--",24,768,97,2.254
25,"=","RACHEL PLATTEN 1000 Ships",704,8,48,36,1.988,0.071,159,"--",24,735,113,2.184
26,"=","KID ROCK Care f/Martina Mcbride",598,4,26,30,1.724,0.034,102,"--",26,622,111,1.724
27,"=","FLORENCE + THE MACHINE Shake It Out",591,3,34,0,1.804,-0.034,63,"--",26,591,101,1.858
28,"=","HOT CHELLE RAE I Like It Like That f/New...",588,13,87,3,2.126,0.102,27,"34",28,588,159,2.126
29,"=","ANDY GRAMMER Fine By Me",568,18,121,15,2.204,0.128,43,"--",29,568,126,2.204
30,"+1","LADY GAGA Marry The Night",517,13,59,22,2.146,-0.046,36,"39",29,517,158,2.192
31,"-1","LMFAO Sexy And I Know It",513,-1,31,0,2.217,0.026,78,"1",28,514,78,2.261
32,"=","SELENA GOMEZ & THE SCENE Love You Like A...",507,11,94,13,1.87,-0.043,32,"30",32,507,147,1.938
33,"=","THE CAB Bad",440,16,37,28,0.672,0.028,139,"968",30,440,93,0.783
34,"=","FLO RIDA Good Feeling",394,5,53,12,1.566,-0.022,50,"5",31,394,99,1.597
35,"=","SCARS ON 45 Heart On Fire",347,-2,10,10,0.334,-0.004,74,"--",34,357,58,0.407
36,"=","JESSIE J Domino",321,7,46,3,2.087,-0.015,22,"17",36,321,98,2.102
37,"=","DAVID COOK Fade Into Me",313,5,5,26,0.809,-0.008,72,"--",33,342,61,0.846
38,"=","EVANESCENCE My Heart Is Broken",306,4,7,13,0.619,0.015,53,"--",37,313,95,0.727
39,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",267,10,21,26,1.11,0.034,156,"258",17,1499,222,5.7
40,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",244,-1,0,-3,0.853,-0.034,22,"155",39,258,93,0.926
41,"+1","T-PAIN 5 O'Clock f/Wiz Khalifa",227,6,10,17,0.496,0.014,37,"19",39,246,89,0.496
42,"-1","FITZ & THE TANTRUMS Don't Gotta Work It ...",219,-3,-2,0,0.674,-0.004,60,"--",40,235,49,0.678
43,"=","OUTASIGHT Tonight Is The Night",193,-3,3,-6,1.054,-0.11,16,"62",43,196,69,1.264
44,"=","ADELE Rumour Has It",180,0,6,-6,1.087,-0.025,60,"70",44,192,75,1.327
45,"=","JACK'S MANNEQUIN Release Me",173,7,17,14,0.153,0.009,27,"--",43,173,40,0.161
46,"=","DEV In The Dark",145,2,8,2,0.454,-0.007,88,"102",45,175,36,0.51
47,"=","MATT NATHANSON Run f/Sugarland",134,1,9,0,1.316,0.057,14,"--",47,138,29,1.316
48,"=","JAVIER COLON As Long As We Got Love",131,6,10,11,0.127,-0.001,14,"--",47,131,10,0.156
49,"=","HINDER The Life",124,2,1,3,0.141,0.006,43,"--",46,159,21,0.15
50,"=","GENTLEMEN HALL Gravity Will Break Our Bo...",106,6,11,8,0.103,0.01,8,"--",49,134,17,0.104
