"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",5334,22,300,-21,28.381,0.199,10,1,5334,342,28.381
2,"=","PINK F**kin' Perfect (Perfect)",4436,-3,-83,12,24.679,0.136,10,2,4534,23,24.858
3,"=","THE SCRIPT For The First Time",4307,9,5,24,20.37,0.258,10,3,4317,123,20.37
4,"=","KATY PERRY E.T.",3914,22,327,-51,18.966,0.159,10,4,3914,523,18.966
5,"=","CEE LO GREEN F**k You (Forget You)",3550,6,-89,41,19.323,-0.03,10,4,3721,0,19.447
6,"=","MAROON 5 Never Gonna Leave This Bed",3320,36,192,-11,16.401,0.249,10,6,3320,246,16.401
7,"=","BRUNO MARS Grenade",2472,-47,-289,6,14.258,-0.166,10,7,2871,0,17.585
8,"=","COLBIE CAILLAT I Do",2350,-3,37,-14,10.491,0.1,10,8,2366,112,10.491
9,"=","ANDY GRAMMER Keep Your Head Up",2309,20,124,2,10.637,-0.155,10,9,2309,263,10.792
10,"+1","ONEREPUBLIC Good Life",2289,43,195,1,8.892,0.137,10,10,2289,385,8.892
11,"-1","KATY PERRY Firework",2229,-44,-285,-4,14.088,-0.343,10,8,2576,0,16.008
12,"=","LIFEHOUSE Falling In",2141,-5,-17,2,10.27,-0.042,10,10,2169,62,11.084
13,"=","MY CHEMICAL ROMANCE Sing",1921,13,24,1,9.359,0.073,10,13,1921,184,9.359
14,"=","AVRIL LAVIGNE What The Hell",1711,-70,-291,-78,8.282,-0.361,10,13,2015,0,9.547
15,"=","SARA BAREILLES Uncharted",1704,-6,51,-9,6.051,0.03,10,15,1716,103,6.051
16,"+1","BRUNO MARS Lazy Song",1678,33,429,-65,9.303,0.345,10,16,1678,556,9.303
17,"-1","LADY GAGA Born This Way",1582,-74,-308,-42,7.226,-0.375,10,15,1960,0,9.458
18,"=","THIRTY SECONDS TO MARS Closer To The Edg...",1397,1,67,-14,4.856,-0.081,10,18,1397,103,5.019
19,"=","TRAIN Save Me San Francisco",1336,39,297,-12,5.188,0.284,10,19,1336,355,5.188
20,"=","PARACHUTE Something To Believe In",1286,10,34,20,4.461,0.048,10,19,1286,95,4.526
21,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",1121,32,235,7,5.965,0.164,10,21,1121,235,5.965
22,"=","GRACE POTTER & THE NOCTURNALS Paris (Ooh...",1066,6,79,0,3.743,-0.066,10,21,1066,101,3.938
23,"=","BRITNEY SPEARS Till The World Ends",906,19,191,-2,4.123,0.117,10,23,906,193,4.123
24,"+1","BLACK EYED PEAS Just Can't Get Enough",899,28,231,2,4.725,0.118,10,24,899,254,4.725
25,"-1","HE IS WE Happily Ever After",882,10,55,4,2.079,-0.002,10,23,882,79,2.081
26,"=","RIHANNA S&M",780,0,-17,-3,3.698,-0.065,10,25,802,117,4.357
27,"+1","KE$HA Blow",752,8,42,11,2.933,0.004,10,27,752,67,2.958
28,"-1","ENRIQUE IGLESIAS Tonight f/Ludacris",748,-13,-174,15,3.325,-0.157,10,21,974,0,4.971
29,"=","TAYLOR SWIFT Back To December",686,-5,-68,15,3.964,-0.103,10,27,778,0,5.118
30,"=","STONE SOUR Hesitate",670,-13,-47,-8,1.54,-0.041,10,28,722,31,1.588
31,"=","MICHAEL FRANTI & SPEARHEAD I'll Be Waiti...",653,4,15,-2,1.758,0,10,31,653,27,1.852
32,"=","NEON TREES Your Surrender",588,4,60,-6,1.029,-0.007,10,32,588,74,1.036
33,"+1","JENNIFER LOPEZ F/PITBULL On The Floor",557,14,67,-1,1.96,0.033,10,33,557,99,1.96
34,"-1","3 DOORS DOWN When You're Young",542,-13,-70,-6,1.953,-0.021,10,32,628,35,2.224
35,"=","JESSIE J Price Tag f/B.O.B",529,11,153,-9,2.302,0.11,10,35,529,162,2.302
36,"=","CHRISTINA PERRI Arms",523,11,112,-3,1.536,0.084,10,36,523,115,1.536
37,"=","USHER More",501,-9,-137,28,2.05,-0.045,10,30,708,0,3.401
38,"=","ANDREW ALLEN Loving You Tonight",482,8,27,8,1.103,0.041,10,36,482,44,1.103
39,"=","THREE DAYS GRACE Lost In You",424,16,69,16,0.717,0.009,10,39,424,69,0.717
40,"+2","STEVEN TYLER (It) Feels So Good",362,26,180,-11,2.395,0.223,6,40,362,252,2.395
41,"=","MATT NATHANSON Faster",357,13,76,-1,0.637,-0.009,10,41,357,84,0.646
42,"-2","FITZ & THE TANTRUMS MoneyGrabber",355,6,12,10,0.371,0.015,10,40,355,12,0.381
43,"=","MUMFORD & SONS The Cave",327,8,22,7,1.531,0.01,10,43,327,28,1.574
44,"=","MAT KEARNEY Hey Mama",304,7,38,1,0.687,0.031,10,44,304,75,0.687
45,"+3","HANSON Give A Little",293,9,53,6,0.606,0.007,10,45,293,53,0.606
46,"+1","DAVID COOK Last Goodbye",283,-3,43,-20,0.78,-0.024,8,46,286,102,0.804
47,"-1","MATT HIRES Honey, Let Me Sing You A Song",276,-11,-37,-12,0.235,-0.015,10,42,326,5,0.363
49,"-4","DURAN DURAN All You Need Is Now",271,-19,-107,-9,0.908,0.007,10,38,389,7,1.159
48,"+1","TAYLOR SWIFT The Story Of Us",271,11,50,3,1.548,0.103,4,48,271,56,1.548
50,"=","LADY GAGA The Edge Of Glory",267,11,156,-20,1.495,0.084,2,50,267,176,1.495
