"Title","Artist","Spins"
"Blow Me (One Last Ki...","PINK",4808
"Everybody Talks","NEON TREES",4090
"Some Nights","FUN.",4040
"Wide Awake","KATY PERRY",3969
"Lights","ELLIE GOULDING",3650
"One More Night","MAROON 5",3399
"50 Ways To Say Goodb...","TRAIN",3221
"She's So Mean","MATCHBOX TWENTY",3159
"Home","PHILLIP PHILLIPS",3015
"We Are Never Ever Ge...","TAYLOR SWIFT",2764
"Payphone f/Wiz Khali...","MAROON 5",2543
"Good Time","OWL CITY & CARLY RAE...",2492
"Too Close","ALEX CLARE",2372
"The A Team","ED SHEERAN",2073
"Feel Again","ONEREPUBLIC",1695
"Dark Side","KELLY CLARKSON",1416
"Broken Hearted","KARMIN",1353
"Burn It Down","LINKIN PARK",1143
"Little Talks","OF MONSTERS AND MEN",1068
"Miss Me","ANDY GRAMMER",979
"Hall Of Fame f/will....","THE SCRIPT",880
"Want U Back","CHER LLOYD",875
"Titanium f/Sia","DAVID GUETTA",848
"Distance","CHRISTINA PERRI",785
"It's Time","IMAGINE DRAGONS",777
"My Oh My","TRISTAN PRETTYMAN",746
"Settle Down","NO DOUBT",667
"Oh Love","GREEN DAY",624
"What Could Have Been...","AEROSMITH",610
"Whistle","FLO RIDA",595
"Where Have You Been","RIHANNA",588
"Kiss You Inside Out","HEDLEY",571
"Wild Ones f/Sia","FLO RIDA",531
"Stay Awhile","RYAN STAR",481
"Tongue Tied","GROUPLOVE",448
"Let's Go f/Ne-Yo","CALVIN HARRIS",360
"As Long As You Love ...","JUSTIN BIEBER",335
"Start Of Something G...","DAUGHTRY",325
"Anna Sun","WALK THE MOON",310
"Starships","NICKI MINAJ",308
"Hello","KARMIN",288
"Ho Hey","LUMINEERS",279
"Pound The Alarm","NICKI MINAJ",240
"Queen Of California","JOHN MAYER",210
"Get Out","CASEY ABRAMS",204
"Heart Skips A Beat","OLLY MURS",203
"Whole Lotta You","A ROCKET TO THE MOON",193
"Rock And Roll Love A...","PRINCE",179
"Don't Wake Me Up","CHRIS BROWN",156
"Stars","GRACE POTTER & THE N...",141
