"Title","Artist","Spins"
"One More Night","MAROON 5",4817
"Blow Me (One Last Ki...","PINK",4754
"Some Nights","FUN.",4719
"50 Ways To Say Goodb...","TRAIN",3759
"Home","PHILLIP PHILLIPS",3700
"Everybody Talks","NEON TREES",3487
"We Are Never Ever Ge...","TAYLOR SWIFT",3230
"Good Time","OWL CITY & CARLY RAE...",3223
"Too Close","ALEX CLARE",3182
"Wide Awake","KATY PERRY",3051
"Feel Again","ONEREPUBLIC",2327
"The A Team","ED SHEERAN",2148
"She's So Mean","MATCHBOX TWENTY",1655
"Hall Of Fame f/will....","THE SCRIPT",1499
"Burn It Down","LINKIN PARK",1381
"Miss Me","ANDY GRAMMER",1377
"Little Talks","OF MONSTERS AND MEN",1361
"It's Time","IMAGINE DRAGONS",1073
"Locked Out Of Heaven","BRUNO MARS",1038
"My Oh My","TRISTAN PRETTYMAN",1029
"Skyfall","ADELE",947
"What Could Have Been...","AEROSMITH",883
"Die Young","KE$HA",881
"Oh Love","GREEN DAY",742
"Kiss You Inside Out","HEDLEY",712
"Dark Side","KELLY CLARKSON",712
"Whistle","FLO RIDA",604
"Stay Awhile","RYAN STAR",592
"Ho Hey","LUMINEERS",583
"As Long As You Love ...","JUSTIN BIEBER",558
"I Will Wait","MUMFORD & SONS",544
"Between The Raindrop...","LIFEHOUSE F/N. BEDIN...",541
"Titanium f/Sia","DAVID GUETTA",523
"Diamonds","RIHANNA",432
"Wild Ones f/Sia","FLO RIDA",429
"Start Of Something G...","DAUGHTRY",399
"Your Body","CHRISTINA AGUILERA",394
"Anna Sun","WALK THE MOON",387
"Gangnam Style","PSY",367
"Want U Back","CHER LLOYD",361
"Don't Wake Me Up","CHRIS BROWN",316
"Get Out","CASEY ABRAMS",316
"Whole Lotta You","A ROCKET TO THE MOON",300
"Soldier","GAVIN DEGRAW",288
"Live While We're You...","ONE DIRECTION",278
"Blown Away","CARRIE UNDERWOOD",228
"Stars","GRACE POTTER & THE N...",226
"Finally Found You f/...","ENRIQUE IGLESIAS",220
"Alive","ADELITAS WAY",174
"Endlessly","THE CAB",170
