"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ONEREPUBLIC Good Life",4734,44,227,28,23.805,0.365,82,"15",1,4734,408,23.805
2,"=","ADELE Rolling In The Deep",4349,-36,-260,-6,24.062,-0.191,82,"10",1,5540,342,29.393
3,"=","LADY GAGA The Edge Of Glory",4242,10,126,-20,22.389,0.039,74,"13",3,4242,631,22.699
4,"=","KATY PERRY Last Friday Night (T.G.I.F.)",3997,55,620,-58,21.096,0.426,50,"2",4,3997,785,21.096
5,"=","BRUNO MARS Lazy Song",3720,-53,-392,-20,17.658,-0.464,82,"26",2,4460,564,22.506
6,"=","ANDY GRAMMER Keep Your Head Up",3513,0,-29,-2,16.832,-0.043,82,"70",5,3549,291,16.875
7,"=","TRAIN Save Me San Francisco",3179,11,78,2,12.499,0.085,82,"101",7,3179,355,12.845
8,"=","MAROON 5 Never Gonna Leave This Bed",2678,-22,-374,65,12.682,-0.174,82,"121",4,3782,246,18.678
9,"=","HOT CHELLE RAE Tonight Tonight",2628,26,319,-29,13.298,0.262,71,"4",9,2628,408,13.298
10,"+1","THE BAND PERRY If I Die Young",2545,58,446,-9,13.009,0.304,65,"14",10,2545,455,13.009
11,"-1","PINK F**kin' Perfect (Perfect)",2529,-31,-302,18,15.77,-0.171,82,"108",2,4534,67,24.858
12,"+1","COLDPLAY Every Teardrop Is A Waterfall",2424,23,132,24,10.873,-0.009,54,"42",12,2424,560,10.887
13,"-1","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",2389,-29,-199,-10,13.16,-0.326,82,"66",10,2719,328,15.106
14,"=","BLACK EYED PEAS Just Can't Get Enough",2257,-14,-46,-33,12.826,0.097,82,"43",12,2308,292,12.826
15,"=","KATY PERRY E.T.",1968,-58,-356,23,10.72,-0.409,82,"59/98",2,4417,523,23.302
16,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",1789,83,596,13,9.017,0.639,29,"12",16,1789,596,9.017
17,"=","CHRISTINA PERRI Arms",1624,-1,106,-36,5.308,0.102,82,"164",16,1625,179,5.308
18,"=","MATT NATHANSON Faster",1388,3,129,-32,4.511,0.029,82,"135",18,1388,177,4.511
19,"=","GOO GOO DOLLS All That You Are",1162,25,198,-15,4.775,0.055,47,"877",19,1162,250,4.775
20,"=","PITBULL Give Me Everything f/Ne-Yo",1086,31,129,18,5.379,0.122,51,"9",20,1086,229,5.379
21,"+1","FOSTER THE PEOPLE Pumped Up Kicks",1080,37,316,28,3.44,0.158,40,"8",21,1080,316,3.44
22,"-1","JESSIE J Price Tag f/B.O.B",1011,-40,-145,-39,5.692,-0.074,82,"82",18,1280,162,6.478
23,"=","THREE DAYS GRACE Lost In You",912,10,24,-7,2.138,0,82,"860",23,912,89,2.138
24,"+2","THE SCRIPT Nothing",885,55,344,18,2.597,0.279,18,"--",24,885,344,2.597
25,"=","BRITNEY SPEARS Till The World Ends",860,-7,-21,2,6.104,-0.103,82,"63",17,1171,193,6.523
26,"+1","GAVIN DEGRAW Not Over You",834,17,186,-21,2.851,-0.002,48,"269",26,834,237,2.853
27,"-3","STEVEN TYLER (It) Feels So Good",830,-69,-473,-26,3.258,-0.252,78,"560",16,1474,270,5.905
28,"=","MAT KEARNEY Hey Mama",819,22,91,10,1.676,0.063,82,"302",26,819,100,1.676
29,"=","COLBIE CAILLAT Brighter Than The Sun",797,21,156,-9,2.207,0.171,35,"--",28,797,198,2.207
30,"=","MICHELLE BRANCH Loud Music",742,31,150,17,1.426,0.03,36,"--",29,742,150,1.426
31,"=","LMFAO Party Rock Anthem",674,8,116,-13,3.036,0,38,"1/88",31,674,159,3.036
32,"+1","ADELE Someone Like You",627,57,284,26,3.6,0.366,15,"45",32,627,284,3.6
33,"-1","DAVID COOK Last Goodbye",560,-15,-36,-44,1.701,-0.049,80,"--",29,602,102,1.75
34,"=","LENNY KRAVITZ Stand",540,8,88,-8,1.075,0.014,29,"--",34,540,112,1.075
35,"=","BRITNEY SPEARS I Wanna Go",509,13,141,-15,1.644,0.046,19,"6",35,509,167,1.644
36,"=","TAYLOR SWIFT The Story Of Us",468,-13,-47,-9,2.51,-0.032,76,"181",30,581,68,2.917
37,"+1","JENNIFER LOPEZ F/PITBULL On The Floor",424,-4,-117,17,1.51,-0.085,82,"36",24,909,148,4.073
38,"-1","NEON TREES Your Surrender",415,-41,-288,-9,0.991,-0.069,82,"--",23,887,110,2.156
39,"=","O.A.R. Heaven",408,12,53,-6,1.654,0.005,28,"--",39,408,110,1.711
40,"=","JASON DERULO Don't Wanna Go Home",288,-17,-69,-19,0.988,0.019,43,"28",38,368,75,1.128
41,"+1","REEVE CARNEY Rise Above 1 f/Bono & The E...",275,7,8,5,0.23,0.019,30,"--",41,275,38,0.23
42,"-1","SELENA GOMEZ & THE SCENE Who Says",270,-4,4,-2,0.815,-0.024,25,"58",41,274,56,0.848
43,"+1","NICKI MINAJ Super Bass",187,8,55,6,0.578,0.033,6,"7",43,187,55,0.578
44,"+1","LADY ANTEBELLUM Just A Kiss",182,7,18,4,1.662,0.005,13,"25",43,182,33,2.082
45,"-2","LINKIN PARK Iridescent",179,-3,-1,-10,0.153,-0.002,20,"--",43,182,15,0.155
46,"+1","3 DOORS DOWN Every Time You Go",174,5,37,1,0.176,0.018,4,"--",46,174,40,0.176
47,"-1","JERAD FINCK Runaway",171,-2,16,-9,0.108,-0.008,9,"--",46,173,25,0.116
48,"=","MUMFORD & SONS The Cave",168,-1,-18,1,0.691,0.036,73,"103",40,379,56,1.574
49,"+1","RED HOT CHILI PEPPERS Adventures Of Rain...",161,5,42,-14,0.44,-0.012,2,"139",49,161,56,0.452
50,"-1","RACHEL PLATTEN 1000 Ships",156,-3,12,-15,0.08,-0.014,8,"--",46,163,63,0.113
