"Title","Artist","Spins"
"Just Give Me A Re...","PINK",5653
"Mirrors","JUSTIN TIMBERLAKE",4811
"Stay f/Mikky Ekko","RIHANNA",4739
"Gone, Gone, Gone","PHILLIP PHILLIPS",4551
"Next To Me","EMELI SANDE",4455
"Carry On","FUN.",3489
"When I Was Your M...","BRUNO MARS",3288
"People Like Us","KELLY CLARKSON",2928
"Daylight","MAROON 5",2917
"Love Somebody","MAROON 5",2714
"Lego House","ED SHEERAN",2691
"Radioactive","IMAGINE DRAGONS",2622
"Cruise","FLORIDA-GEORGIA L...",2322
"Heart Attack","DEMI LOVATO",2069
"22","TAYLOR SWIFT",1999
"Cups (Pitch Perfe...","ANNA KENDRICK",1940
"I Love It f/Charl...","ICONA POP",1910
"Treasure","BRUNO MARS",1821
"Brave","SARA BAREILLES",1801
"Rebel Beat","GOO GOO DOLLS",1606
"Red Hands","WALK OFF THE EART...",1552
"My Songs Know Wha...","FALL OUT BOY",1477
"Here's To Never G...","AVRIL LAVIGNE",1268
"Our Song","MATCHBOX TWENTY",1130
"Come & Get It","SELENA GOMEZ",1081
"Get Lucky","DAFT PUNK",945
"Should've Gone To...","PLAIN WHITE T'S",932
"Feel This Moment ...","PITBULL",808
"Bruises f/Ashley ...","TRAIN",737
"It's A Beautiful ...","MICHAEL BUBLE",707
"#Beautiful f/Migu...","MARIAH CAREY",585
"Can't Hold Us f/R...","MACKLEMORE & RYAN...",522
"Blurred Lines f/P...","ROBIN THICKE",473
"Troublemaker f/Fl...","OLLY MURS",400
"Mountain Sound","OF MONSTERS AND M...",382
"Counting Stars","ONEREPUBLIC",374
"Still Into You","PARAMORE",335
"Beneath Your Beau...","LABRINTH",324
"The Other Side","JASON DERULO",321
"Carried Away","PASSION PIT",311
"I'm Alive (Life S...","MICHAEL FRANTI & ...",301
"Lover Of The Ligh...","MUMFORD & SONS",275
"Get The Girl Back","HANSON",274
"Stompa","SERENA RYDER",271
"Thrift Shop f/Wan...","MACKLEMORE & RYAN...",257
"The Way f/Mac Mil...","ARIANA GRANDE",237
"Safe And Sound","CAPITAL CITIES",226
"What About Now","BON JOVI",219
"Bones","GINNY BLACKMORE",212
"Remix (I Like The...","NEW KIDS ON THE B...",211
