"Title","Artist","Spins"
"Photograph","ED SHEERAN",6923
"Fight Song","RACHEL PLATTEN",6427
"Can't Feel My Face","THE WEEKND",5976
"Cheerleader","OMI",5481
"Shut Up And Dance","WALK THE MOON",5475
"Uma Thurman","FALL OUT BOY",5426
"Bad Blood","TAYLOR SWIFT",4918
"Renegades","X AMBASSADORS",4288
"Honey, I'm Good","ANDY GRAMMER",4181
"See You Again f/Charlie Puth","WIZ KHALIFA",4081
"Cecilia And The Satellite","ANDREW MCMAHON IN WILDERNESS",3359
"Cool For The Summer","DEMI LOVATO",3303
"Ex's and Oh's","ELLE KING",2925
"Marvin Gaye f/Meghan Trainor","CHARLIE PUTH",2710
"Like I'm Gonna Lose You","MEGHAN TRAINOR",2665
"Locked Away f/Adam Levine","R. CITY",2594
"Shots","IMAGINE DRAGONS",2409
"Ghost Town","ADAM LAMBERT",2343
"Hold Each Other f/Futuristic","A GREAT BIG WORLD",1971
"Someone New","HOZIER",1867
"Worth It f/Kid Ink","FIFTH HARMONY",1701
"Wildest Dreams","TAYLOR SWIFT",1457
"Lean On f/MØ & DJ Snake","MAJOR LAZER",1264
"Take Your Time","SAM HUNT",1197
"Beautiful Life","NICK FRADIANI",1125
"Thunder","LEONA LEWIS",794
"Go Big Or Go Home","AMERICAN AUTHORS",780
"Should've Been Us","TORI KELLY",761
"Invincible","KELLY CLARKSON",749
"Song for Someone","U2",738
"Brother f/Gavin DeGraw","NEEDTOBREATHE",720
"Wasn't Expecting That","JAMIE LAWSON",714
"Drag Me Down","ONE DIRECTION",557
"Good For You f/A$AP Rocky","SELENA GOMEZ",533
"Let's Love","ECHOSMITH",502
"Great Big Storm","NATE RUESS",460
"Trust You","ROB THOMAS",444
"Dreams","LIFE OF DILLON",440
"Stitches","SHAWN MENDES",436
"Pressure Off f/Janelle Monae","DURAN DURAN",411
"Coming Home","LEON BRIDGES",410
"Gold In The Summertime","MATT NATHANSON",380
"Everything Is Easy","THIRD EYE BLIND",379
"Hold My Hand","JESS GLYNNE",324
"Cheyenne","JASON DERULO",294
"Blame It On Me","GEORGE EZRA",285
"Long Way Down","ROBERT DELONG",229
"Dreams","BECK",228
"Growing Up f/Ed Sheeran","MACKLEMORE & RYAN LEWIS",208
"Love Myself","HAILEE STEINFELD",196
