"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",5508,8,-31,10,29.027,0.005,39,1,5540,342,29.277
2,"=","KATY PERRY E.T.",4389,-3,-3,-5,22.475,-0.347,39,2,4417,523,23.302
3,"=","PINK F**kin' Perfect (Perfect)",4039,-16,-79,-19,22.079,-0.096,39,2,4534,67,24.858
4,"=","MAROON 5 Never Gonna Leave This Bed",3766,30,88,31,18.374,0.298,39,4,3766,246,18.374
5,"=","BRUNO MARS Lazy Song",3575,58,449,-10,18.379,0.157,39,5,3575,564,18.379
6,"+1","ONEREPUBLIC Good Life",3467,45,198,39,15.149,0.282,39,6,3467,408,15.149
7,"-1","THE SCRIPT For The First Time",3409,-41,-303,13,16.734,-0.185,39,3,4317,123,21.065
8,"=","ANDY GRAMMER Keep Your Head Up",3139,15,181,-4,14.024,0.046,39,8,3139,291,14.024
9,"=","CEE LO GREEN F**k You (Forget You)",2959,-45,-114,-31,16.158,-0.386,39,4,3721,0,19.447
10,"=","TRAIN Save Me San Francisco",2430,15,136,-31,10.569,0.001,39,10,2430,355,10.626
11,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",2097,8,174,-41,11.014,0.13,39,11,2097,328,11.014
12,"=","LADY GAGA The Edge Of Glory",2091,45,463,-52,11.212,0.196,31,12,2091,631,11.212
13,"=","MY CHEMICAL ROMANCE Sing",1959,-39,-176,-17,9.055,-0.293,39,10,2156,213,11.397
14,"=","PARACHUTE Something To Believe In",1787,6,90,-26,6.066,0.23,39,14,1787,189,6.066
15,"+1","BLACK EYED PEAS Just Can't Get Enough",1678,37,194,8,7.968,0.322,39,15,1678,292,7.968
16,"-1","SARA BAREILLES Uncharted",1584,-61,-153,-50,5.901,-0.213,39,13,1807,103,6.832
17,"=","THIRTY SECONDS TO MARS Closer To The Edg...",1526,7,-39,2,5.524,0.108,39,16,1575,103,5.605
18,"=","COLBIE CAILLAT I Do",1192,-47,-392,45,5.499,-0.147,39,8,2366,112,10.531
19,"=","BRITNEY SPEARS Till The World Ends",1164,5,8,-1,5.154,0.029,39,19,1171,193,5.155
20,"=","STEVEN TYLER (It) Feels So Good",1154,3,118,-27,4.576,0.056,35,20,1154,270,4.576
21,"=","GRACE POTTER & THE NOCTURNALS Paris (Ooh...",1138,2,-50,19,4.213,-0.031,39,19,1206,101,4.691
22,"=","LIFEHOUSE Falling In",1041,-37,-315,37,6.431,-0.145,39,10,2169,62,11.084
23,"=","JESSIE J Price Tag f/B.O.B",993,11,121,-19,5.276,0.089,39,23,993,162,5.276
24,"=","JENNIFER LOPEZ F/PITBULL On The Floor",901,-1,42,-15,4.048,0.027,39,24,902,148,4.048
25,"=","CHRISTINA PERRI Arms",895,15,62,11,2.258,0.041,39,25,895,135,2.281
26,"+1","MATT NATHANSON Faster",758,17,96,10,2.067,0.009,39,26,758,129,2.067
27,"-1","LADY GAGA Born This Way",753,11,43,36,3.819,0.128,39,15,1960,43,9.458
28,"=","NEON TREES Your Surrender",751,11,-2,7,1.414,0.028,39,26,753,110,1.479
29,"+1","COLDPLAY Every Teardrop Is A Waterfall",743,52,345,2,3.441,0.176,11,29,743,345,3.441
30,"-1","HOT CHELLE RAE Tonight Tonight",738,21,208,-11,3.151,0.223,28,29,738,219,3.151
31,"=","THE BAND PERRY If I Die Young",710,28,229,-10,3.071,0.128,22,29,710,253,3.071
32,"=","THREE DAYS GRACE Lost In You",626,7,56,-10,1.021,-0.019,39,30,626,79,1.04
33,"=","ANDREW ALLEN Loving You Tonight",573,-7,-20,-17,1.063,-0.038,39,29,603,67,1.354
34,"=","RIHANNA S&M",508,-14,-52,-5,2.921,0.032,39,25,811,117,4.357
35,"=","TAYLOR SWIFT The Story Of Us",481,8,56,10,2.584,0.03,33,35,481,68,2.584
36,"=","KE$HA Blow",466,-6,39,-15,2.858,0.073,39,26,752,67,2.958
37,"=","MAT KEARNEY Hey Mama",451,0,22,-6,0.917,-0.004,39,35,461,75,0.952
39,"-1","DAVID COOK Last Goodbye",444,2,36,-10,1.167,0.01,37,38,444,102,1.167
38,"+2","KATY PERRY Last Friday Night (T.G.I.F.)",444,56,210,42,2.772,0.331,7,38,444,210,2.772
40,"-1","FITZ & THE TANTRUMS MoneyGrabber",395,6,2,6,0.526,0.023,39,38,399,29,0.526
41,"=","HANSON Give A Little",351,7,34,13,0.862,0.028,39,40,351,53,0.862
42,"=","PITBULL Give Me Everything f/Ne-Yo",338,16,89,10,1.237,0.071,8,42,338,89,1.237
43,"+1","CEE LO GREEN Bright Lights Bigger City",317,6,16,5,1.216,-0.094,14,43,317,81,1.472
44,"-1","BC JEAN I'll Survive You",314,-2,-5,-2,0.376,0.003,35,43,323,42,0.546
45,"=","MUMFORD & SONS The Cave",293,-13,-76,-10,0.616,0.019,39,40,379,56,1.574
46,"=","SAFETYSUIT Get Around This",290,-12,-25,-17,0.279,-0.022,28,41,333,58,0.345
47,"=","GOO GOO DOLLS All That You Are",280,20,136,-7,0.935,0.018,4,47,280,171,0.996
48,"=","GAVIN DEGRAW Not Over You",270,12,75,-13,0.837,0.08,5,47,270,138,0.837
49,"=","TINIE TEMPAH Written In The Stars",251,-4,-33,1,0.797,-0.028,24,46,315,80,1.082
50,"=","JASON REEVES Sticks And Stones",228,-7,-23,-6,0.264,-0.009,14,48,253,27,0.283
