"Title","Artist","Spins"
"Shake It Off","TAYLOR SWIFT",6480
"All About That Bass","MEGHAN TRAINOR",6361
"Animals","MAROON 5",5676
"Don't","ED SHEERAN",5546
"Cool Kids","ECHOSMITH",4982
"Boom Clap","CHARLI XCX",4827
"Habits (Stay High)","TOVE LO",4213
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",3913
"Superheroes","THE SCRIPT",3559
"I'm Not The Only One","SAM SMITH",3296
"Try","COLBIE CAILLAT",3254
"Rather Be f/Jess Glynne","CLEAN BANDIT",3250
"Stolen Dance","MILKY CHANCE",2550
"Riptide","VANCE JOY",2453
"Take Me To Church","HOZIER",2370
"I Lived","ONEREPUBLIC",2003
"Chandelier","SIA",1788
"In Your Arms","NICO & VINZ",1703
"Ghost","ELLA HENDERSON",1544
"Battleships","DAUGHTRY",1542
"Blank Space","TAYLOR SWIFT",1463
"Centuries","FALL OUT BOY",1150
"Baby Don't Lie","GWEN STEFANI",1091
"Cadillac, Cadillac","TRAIN",1078
"Headphones f/LOLO","MATT NATHANSON",1070
"Secrets","MARY LAMBERT",1069
"What Are You Waiting For","NICKELBACK",993
"Waves","MR PROBZ",853
"Fire","GAVIN DEGRAW",802
"Afterlife","INGRID MICHAELSON",774
"Break Free f/Zedd","ARIANA GRANDE",617
"Black Widow f/Rita Ora","IGGY AZALEA",563
"Blame f/John Newman","CALVIN HARRIS",527
"Jealous","NICK JONAS",526
"Shatter Me f/Lzzy Hale","LINDSEY STIRLING",471
"Dangerous f/Joywave","BIG DATA",458
"Steal My Girl","ONE DIRECTION",434
"I Bet My Life","IMAGINE DRAGONS",424
"Bartender","LADY ANTEBELLUM",344
"Fools Gold","FITZ & THE TANTRUMS",340
"Trumpets","JASON DERULO",315
"Lips Are Movin","MEGHAN TRAINOR",293
"Love Me Harder","ARIANA GRANDE & THE WEEKND",237
"Thinking Out Loud","ED SHEERAN",219
"Unbreakable","JAMIE SCOTT",214
"Every Breaking Wave","U2",176
"Everything Is Possible","JONATHAN JACKSON + ENATION",168
"Never Been In Love f/Icona Pop","COBRA STARSHIP",161
"Budapest","GEORGE EZRA",157
"Let Your Hair Down","MAGIC!",144
