"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+1","GOTYE Somebody That I Used To Know",5142,51,477,19,34.567,0.564,112,"2",1,5142,658,34.567
2,"-1","FUN. We Are Young f/Janelle Monae",5109,2,29,7,35.487,-0.167,82,"5",1,5161,911,36.298
3,"=","ADELE Rumour Has It",4772,18,78,42,32.111,0.493,195,"32",2,4794,765,32.405
4,"=","TRAIN Drive By",4719,-23,47,-42,31.944,-0.147,130,"9",2,4762,795,32.26
5,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",4323,-60,-339,-47,30.613,-0.32,136,"33",1,5388,855,37.448
6,"=","THE WANTED Glad You Came",3889,16,256,-33,27.203,0.102,101,"16",6,3889,484,27.203
7,"=","MAROON 5 Payphone f/Wiz Khalifa",3415,63,435,37,22.97,0.392,32,"3",7,3415,1497,22.97
8,"=","JASON MRAZ I Won't Give Up",3091,5,52,-4,18.947,0.086,125,"--",8,3095,462,18.947
9,"=","KATY PERRY Part Of Me",2911,-59,-306,-12,20.756,-0.646,95,"29",4,4132,895,26.693
10,"=","ANDY GRAMMER Fine By Me",2699,-9,73,-25,13.937,-0.17,181,"77",10,2716,258,14.798
11,"=","ONE DIRECTION What Makes You Beautiful",2486,75,393,49,17.44,0.633,61,"7",11,2486,529,17.44
12,"+1","JOHN MAYER Shadow Days",2098,20,143,13,11.784,0.146,79,"301",12,2098,353,11.784
13,"-1","TAYLOR SWIFT Eyes Open",2005,-77,-365,-58,9.48,-0.348,54,"37",11,2495,694,14.846
14,"=","CARLY RAE JEPSEN Call Me Maybe",1976,113,709,45,13.6,0.574,45,"1",14,1976,709,13.6
15,"=","NICKELBACK Lullaby",1715,13,49,15,7.352,0.185,124,"187",14,1747,281,7.352
16,"=","NEON TREES Everybody Talks",1599,32,294,4,7.615,0.279,64,"--",16,1599,294,7.615
17,"=","MATT NATHANSON Run f/Sugarland",1205,-16,-39,-9,6.964,-0.021,152,"161",16,1307,146,7.262
18,"=","DEMI LOVATO Give Your Heart A Break",1034,28,166,10,5.097,0.041,97,"34",18,1034,166,5.097
19,"+1","COLBIE CAILLAT Favorite Song",918,-16,-60,-7,3.161,0.007,67,"--",19,1016,220,3.744
20,"+1","GAVIN DEGRAW Sweeter",901,-1,110,-22,2.814,0.072,63,"153",20,902,159,2.814
21,"+1","ERIC HUTCHINSON Watching You Watch Him",900,12,52,14,3.254,-0.023,111,"--",21,900,105,3.365
22,"-3","THE SCRIPT If You Ever Come Back",872,-63,-206,-52,3.093,-0.168,101,"--",18,1146,140,4.166
23,"+1","GRAFFITI6 Free",800,17,186,13,4.216,0.039,76,"--",23,800,186,4.216
24,"+1","FLO RIDA Wild Ones f/Sia",796,26,132,13,5.494,0.146,45,"4",24,796,166,5.494
25,"-2","MAT KEARNEY Ships In The Night",792,-15,-2,-11,3.183,-0.038,114,"219",22,847,132,3.599
26,"=","CARRIE UNDERWOOD Good Girl",660,21,85,10,3.916,0.044,65,"--",26,660,122,3.916
27,"=","ED SHEERAN The A Team",616,34,149,35,2.905,0.284,48,"259",27,616,149,2.905
28,"+1","KARMIN Broken Hearted",584,39,224,13,2.76,0.177,26,"--",28,584,224,2.76
29,"-1","CALVIN HARRIS Feel So Close",563,-4,-85,2,3.244,-0.036,69,"25",26,664,131,3.324
30,"=","DAUGHTRY Outta My Head",556,11,57,5,1.463,0.06,49,"--",29,556,161,1.463
31,"=","FRAY Run For Your Life",489,-15,-18,-12,1.568,-0.163,62,"--",28,538,144,2.142
32,"=","NICKI MINAJ Starships",462,15,112,2,2.132,0.066,24,"8/27",32,462,114,2.132
33,"=","HALEY REINHART Free",428,9,41,18,1.125,0.011,35,"--",33,428,107,1.125
34,"+1","DAVID GUETTA Turn Me On f/Nicki Minaj",393,2,-47,17,2.304,0.033,118,"83",26,539,119,3.126
35,"-1","ALL-AMERICAN REJECTS Beekeeper's Daughte...",375,-25,-131,-14,0.681,-0.077,89,"--",29,553,108,1.068
36,"+1","KRIS ALLEN The Vision Of Love",336,13,45,16,0.997,0.017,43,"--",36,336,67,0.997
37,"+1","JUNIOR DOCTOR Uh Oh",327,15,49,13,0.445,0.019,33,"--",37,327,65,0.445
38,"-2","JUSTIN BIEBER Boyfriend",324,-2,-56,4,0.936,0.006,42,"6",36,407,120,1.318
39,"=","NEEDTOBREATHE Keep Your Eyes Open",318,6,25,0,0.467,0.018,62,"--",38,318,53,0.467
40,"=","GYM CLASS HEROES Ass Back Home f/Neon Hi...",271,-8,-65,6,1.104,-0.044,49,"151",37,366,65,2.022
41,"=","DANIEL POWTER Cupid",259,9,69,3,1.027,0.011,27,"--",41,259,69,1.027
42,"=","USHER Scream",234,11,121,-4,2.388,-0.005,8,"13",42,234,125,2.393
43,"+1","RIHANNA Where Have You Been",226,22,125,9,1.453,0.115,7,"12",43,226,125,1.453
44,"-1","ADAM LAMBERT Never Close Our Eyes",220,4,17,1,1.489,0.039,20,"99",42,220,111,1.489
45,"=","JON MCLAUGHLIN Summer Is Over f/S. Barei...",206,9,9,12,0.424,0.033,50,"--",42,211,45,0.424
46,"=","ALANIS MORISSETTE Guardian",186,-7,141,-48,1.749,-0.205,5,"95",46,193,189,1.954
47,"=","GROUPLOVE Tongue Tied",179,7,92,-10,0.55,0.01,6,"60",46,179,119,0.55
48,"=","SEETHER Tonight",166,11,14,16,0.263,0.005,24,"--",44,173,22,0.281
49,"=","THEORY OF A DEADMAN Hurricane",157,10,42,6,0.151,0.017,10,"--",48,157,42,0.151
50,"=","RYAN STAR Stay Awhile",119,1,34,0,0.494,-0.044,5,"--",49,119,34,0.632
