"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","AMERICAN AUTHORS","Best Day Of My Life",5601,0,209,0,37.117,0,171,"18",1,5601,590,37.117
2,"=","A GREAT BIG WORLD","Say Something",5433,0,-430,0,38.348,0,153,"10",1,5911,545,41.461
3,"=","ONE DIRECTION","Story Of My Life",5276,0,248,0,36.96,0,102,"21",3,5276,738,36.96
4,"=","ONEREPUBLIC","Counting Stars",4893,0,-214,0,33.313,0,268,"14",1,6255,573,43.972
5,"=","LORDE","Team",4859,0,380,0,32.268,0,94,"7",5,4859,561,32.268
6,"=","BASTILLE","Pompeii",4797,0,242,0,31.744,0,129,"5",5,4797,515,31.744
7,"=","PASSENGER","Let Her Go",4463,0,-558,0,29.667,0,251,"13",1,5972,579,40.437
8,"=","KATY PERRY","Dark Horse",3836,0,550,0,27.863,0,55,"2",8,3836,793,27.863
9,"=","PHARRELL WILLIAMS","Happy",3461,0,824,0,25.182,0,35,"1",9,3461,928,25.182
10,"=","ELLIE GOULDING","Burn",3448,0,426,0,23.808,0,83,"32",10,3448,591,23.808
11,"=","IMAGINE DRAGONS","Demons",3397,0,-187,0,23.179,0,190,"28",1,6064,828,42.022
12,"=","PITBULL","Timber f/Ke$ha",3248,0,137,0,21.76,0,111,"9",11,3262,550,22.056
13,"=","AVICII","Wake Me Up",3064,0,-244,0,20.825,0,195,"45",1,6093,885,42.361
14,"=","JOHN NEWMAN","Love Me Again",2774,0,42,0,16.322,0,159,"40",13,2783,324,16.409
15,"=","FRAY","Love Don't Die",2646,0,-741,0,14.725,0,133,"49",7,3616,512,21.309
16,"=","JOHN LEGEND","All Of Me",2637,0,458,0,17.41,0,97,"3",16,2637,540,17.41
17,"=","DAUGHTRY","Waiting For Superman",2375,0,-558,0,14.279,0,156,"78",11,3072,370,18.419
18,"=","BRUNO MARS","Young Girls",2332,0,118,0,14.505,0,79,"51",16,2332,414,14.505
19,"=","NEON TREES","Sleeping With A Friend",2291,0,216,0,13.742,0,44,"121",18,2291,540,13.742
20,"=","CHRISTINA PERRI","Human",2086,0,93,0,11.702,0,100,"22",17,2086,237,11.98
21,"=","ALOE BLACC","The Man",1567,0,357,0,7.318,0,38,"6",21,1567,379,7.318
22,"=","THE 1975","Chocolate",1202,0,223,0,5.112,0,50,"79",22,1202,233,5.112
23,"=","FITZ & THE TANTRUMS","The Walker",1040,0,318,0,5.281,0,43,"54",23,1040,318,5.281
24,"=","MARY LAMBERT","She Keeps Me Warm",1037,0,151,0,4.964,0,55,"--",23,1037,219,4.964
25,"=","EMINEM","The Monster f/Rihanna",871,0,-40,0,7.864,0,106,"42",23,1039,148,8.557
26,"=","NEW POLITICS","Tonight You're Perfect",829,0,242,0,5.278,0,20,"--",26,829,352,5.278
27,"=","AVICII","Hey Brother",742,0,56,0,2.319,0,74,"15",26,742,129,2.319
28,"=","CAGE THE ELEPHANT","Come A Little Closer",624,0,103,0,2.292,0,41,"265",28,624,163,2.292
29,"=","PARAMORE","Ain't It Fun",585,0,107,0,2.27,0,34,"85",29,585,157,2.27
30,"=","MATT NATHANSON","Kinks Shirt",584,0,62,0,1.816,0,52,"--",29,584,111,1.945
31,"=","SARA BAREILLES","I Choose You",533,0,153,0,1.604,0,27,"161",31,533,153,1.604
32,"=","ZEDD","Stay The Night f/H. Williams",491,0,-233,0,4.042,0,111,"110",22,1210,186,8.207
33,"=","IMAGINE DRAGONS","On Top Of The World",470,0,34,0,4.117,0,51,"59",33,470,83,4.117
34,"=","KATY PERRY","Unconditionally",445,0,-123,0,4.231,0,133,"94",6,3719,794,26.523
35,"=","COLBIE CAILLAT","Hold On",441,0,-386,0,1.923,0,100,"362",13,2665,623,16.55
36,"=","JASON DERULO","Talk Dirty f/2 Chainz",383,0,112,0,1.405,0,26,"4",36,383,112,1.405
37,"=","MILEY CYRUS","Adore You",366,0,-15,0,1.577,0,37,"26",35,387,93,1.585
38,"=","INGRID MICHAELSON","Girls Chase Boys",357,0,102,0,2.275,0,18,"367",38,357,117,2.275
39,"=","LEE DEWYZE","Fight",324,0,56,0,0.449,0,97,"--",38,324,58,0.457
40,"=","SHAKIRA F/RIHANNA","Can't Remember To Forget You",304,0,66,0,1.195,0,41,"20",39,304,159,1.443
41,"=","NONONO","Pumpin Blood",289,0,39,0,0.761,0,52,"249",40,292,74,0.794
42,"=","NAUGHTY BOY","La La La f/Sam Smith",270,0,-3,0,1.777,0,20,"88",38,273,120,2.051
43,"=","CELESTE BUCKINGHAM","Run Run Run",227,0,19,0,0.357,0,32,"--",43,227,58,0.368
44,"=","CASH CASH","Take Me Home f/Bebe Rexha",224,0,46,0,0.894,0,17,"63",44,224,96,0.904
45,"=","JETTA","Feels Like Coming Home",212,0,32,0,1.619,0,23,"--",45,212,54,1.66
46,"=","CHVRCHES","The Mother We Share",206,0,104,0,1.117,0,8,"--",46,206,104,1.117
47,"=","BIRDY","Skinny Love",192,0,38,0,0.52,0,13,"285",46,192,107,0.52
48,"=","DEMI LOVATO","Neon Lights",178,0,59,0,0.76,0,12,"47",48,178,59,0.76
49,"=","O.A.R.","Peace",140,0,57,0,0.893,0,5,"166",49,140,57,0.893
50,"=","CALVIN HARRIS","Thinking About You",115,0,-12,0,0.372,0,12,"196",49,130,23,0.454
