"Title","Artist","Spins"
"Love Somebody","MAROON 5",5281
"Radioactive","IMAGINE DRAGONS",5144
"Blurred Lines f/P...","ROBIN THICKE",4963
"Cups (Pitch Perfe...","ANNA KENDRICK",4422
"Gone, Gone, Gone","PHILLIP PHILLIPS",4355
"Mirrors","JUSTIN TIMBERLAKE",4241
"Just Give Me A Re...","PINK",3918
"Cruise","FLORIDA-GEORGIA L...",3433
"Treasure","BRUNO MARS",3167
"Get Lucky","DAFT PUNK",2831
"Stay f/Mikky Ekko","RIHANNA",2795
"I Love It f/Charl...","ICONA POP",2744
"Brave","SARA BAREILLES",2740
"Safe And Sound","CAPITAL CITIES",2489
"Red Hands","WALK OFF THE EART...",2202
"My Songs Know Wha...","FALL OUT BOY",2118
"True Love f/Lily ...","PINK",1887
"Bruises f/Ashley ...","TRAIN",1818
"Come & Get It","SELENA GOMEZ",1809
"Our Song","MATCHBOX TWENTY",1615
"Best I Ever Had","GAVIN DEGRAW",1513
"Should've Gone To...","PLAIN WHITE T'S",1390
"Counting Stars","ONEREPUBLIC",1287
"People Like Us","KELLY CLARKSON",1204
"It's A Beautiful ...","MICHAEL BUBLE",1165
"Everything Has .....","TAYLOR SWIFT",989
"Mountain Sound","OF MONSTERS AND M...",971
"The Other Side","JASON DERULO",961
"Let Her Go","PASSENGER",816
"I'm Alive (Life S...","MICHAEL FRANTI & ...",757
"Can't Hold Us f/R...","MACKLEMORE & RYAN...",748
"Clarity f/Foxes","ZEDD",723
"Still Into You","PARAMORE",648
"Beneath Your Beau...","LABRINTH",521
"Take Back The Nig...","JUSTIN TIMBERLAKE",454
"Feel This Moment ...","PITBULL",423
"Can't Help","PARACHUTE",419
"Stompa","SERENA RYDER",390
"I Need Your Love","CALVIN HARRIS F/E...",367
"This Is The New Y...","A GREAT BIG WORLD",288
"Here's To Never G...","AVRIL LAVIGNE",282
"Royals","LORDE",279
"Heart Attack","DEMI LOVATO",261
"Lover Of The Ligh...","MUMFORD & SONS",228
"Paper Doll","JOHN MAYER",224
"Right Now f/David...","RIHANNA",207
"I'll Follow You","SHINEDOWN",203
"We Can't Stop","MILEY CYRUS",180
"What If","FIVE FOR FIGHTING",177
"Mission Bells","MATT NATHANSON",150
