"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",5117,"+23",125,"+18",27.837,"+0.164",99,"4",1,5117,599,27.837
2,"=","ADELE Someone Like You",5115,"+43",320,"+19",27.59,"+0.254",85,"1",2,5115,683,27.59
3,"=","HOT CHELLE RAE Tonight Tonight",4206,"-23",-256,"+0",22.064,"+0.226",141,"23",2,4609,408,25.013
4,"=","FOSTER THE PEOPLE Pumped Up Kicks",3889,"+49",205,"+53",19.877,"+0.365",110,"2",4,3889,385,19.877
5,"=","ONEREPUBLIC Good Life",3663,"-32",-156,"-28",20.55,"-0.394",152,"31",1,4888,408,25.509
6,"=","THE SCRIPT Nothing",3419,"+34",206,"+5",14.843,"+0.321",88,"27",6,3419,439,14.843
7,"=","KELLY CLARKSON Mr. Know It All",3304,"+30",348,"-20",17.455,"+0.191",39,"18",7,3304,947,17.455
8,"=","KATY PERRY Last Friday Night (T.G.I.F.)",3168,"-70",-461,"-34",16.108,"-0.366",120,"39",1,4794,785,25.04
9,"=","LADY GAGA You And I",2822,"+49",333,"+21",14.143,"+0.168",55,"9",9,2822,543,14.143
10,"=","THE BAND PERRY If I Die Young",2726,"-6",-100,"+14",14.197,"+0.083",135,"32",3,3975,496,19.165
11,"=","COLBIE CAILLAT Brighter Than The Sun",2716,"+22",249,"-27",15.087,"+0.086",105,"69",11,2716,357,15.087
12,"=","GAVIN DEGRAW Not Over You",2351,"+49",255,"+24",10.126,"+0.190",118,"45",12,2351,348,10.126
13,"=","MATT NATHANSON Faster",2181,"+10",27,"+4",9.147,"-0.023",152,"103",12,2181,181,9.17
14,"=","LADY ANTEBELLUM Just A Kiss",1973,"+47",305,"+27",9.684,"+0.426",83,"26",14,1973,305,9.684
15,"=","DAUGHTRY Crawling Back To You",1961,"+61",627,"-67",9.292,"+0.085",19,"30",15,1961,901,9.292
16,"=","LMFAO Party Rock Anthem",1845,"+40",161,"+39",10.172,"+0.214",108,"10",14,1845,181,10.172
17,"=","LADY GAGA The Edge Of Glory",1502,"-12",-292,"+48",10.568,"-0.042",144,"55",2,4442,631,24.134
18,"=","NICKELBACK When We Stand Together",1496,"+69",505,"-16",7.116,"+0.341",16,"86",18,1496,725,7.116
19,"=","MAT KEARNEY Hey Mama",1393,"+16",61,"+5",4.392,"-0.004",152,"323",18,1393,111,4.542
20,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",1246,"+26",74,"+8",4.043,"+0.130",72,"89",20,1246,222,4.108
21,"=","COLDPLAY Every Teardrop Is A Waterfall",1117,"-67",-424,"-6",4.846,"-0.107",124,"152",7,2952,560,12.98
22,"+1","PITBULL Give Me Everything f/Ne-Yo",1068,"+0",-26,"+13",5.658,"+0.027",121,"33",17,1414,229,7.639
23,"-1","MICHELLE BRANCH Loud Music",1045,"-52",-204,"-40",3.16,"-0.037",106,"--",18,1314,154,3.734
24,"=","BRITNEY SPEARS I Wanna Go",1015,"-22",-127,"-18",4.3,"-0.050",89,"50",20,1242,228,6.438
25,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",989,"+27",141,"-5",4.761,"+0.069",64,"8",24,989,146,4.761
26,"=","O.A.R. Heaven",956,"+4",44,"-5",3.695,"+0.045",98,"--",23,956,110,3.793
27,"=","PARACHUTE Kiss Me Slowly",784,"+29",105,"+9",2.23,"+0.162",45,"466",26,784,165,2.23
28,"=","SIMPLE PLAN Jet Lag f/Natasha Bedingfiel...",733,"+14",56,"+1",1.632,"+0.015",49,"--",26,733,118,1.632
29,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",688,"+10",115,"-2",3.346,"+0.200",46,"6",29,688,166,3.346
30,"=","DEMI LOVATO Skyscraper",579,"+19",122,"+10",1.31,"+0.039",64,"43",30,579,122,1.31
31,"=","DURAN DURAN Leave A Light On",517,"+13",71,"+3",1.311,"+0.117",25,"--",31,517,232,1.311
32,"=","MARTIN SOLVEIG & DRAGONETTE Hello",511,"+12",3,"+14",2.971,"+0.165",52,"75",28,516,144,2.971
33,"=","THEORY OF A DEADMAN Out Of My Head",499,"+3",35,"-12",0.624,"+0.000",44,"--",31,499,108,0.759
34,"=","ELLIE GOULDING Lights",445,"+3",53,"-10",0.771,"-0.018",26,"150",34,445,180,0.789
35,"=","BRUNO MARS It Will Rain",429,"+48",229,"+8",1.887,"+0.159",9,"65",35,429,239,1.887
36,"+1","DAVID GUETTA Without You f/Usher",387,"+13",118,"-6",1.763,"+0.095",17,"7",36,387,133,1.763
37,"+1","RACHEL PLATTEN 1000 Ships",380,"+9",16,"+1",0.597,"+0.004",75,"--",37,380,63,0.641
38,"-2","NICKI MINAJ Super Bass",371,"-4",-14,"+0",1.317,"-0.023",76,"20",33,409,91,1.366
39,"+1","SARA BAREILLES Gonna Get Over You",366,"+9",91,"-9",0.694,"+0.020",13,"994",39,366,183,0.694
40,"-1","RIHANNA Cheers (Drink To That)",341,"-19",-85,"-17",1.207,"-0.102",52,"12",31,445,82,1.738
41,"=","THE CAB Bad",318,"-2",5,"-6",0.399,"-0.005",55,"--",39,326,61,0.406
42,"+3","COLDPLAY Paradise",309,"+23",182,"-2",1.246,"-0.018",7,"62",42,309,184,1.264
43,"+1","KID ROCK Care f/Martina Mcbride",300,"+10",38,"-1",0.745,"-0.002",18,"--",43,300,111,0.827
44,"-1","CAROLINA LIAR Drown",298,"-9",-42,"-10",0.314,"-0.020",67,"--",36,357,84,0.478
45,"+2","SNOW PATROL Called Out In The Dark",260,"+0",19,"-12",0.24,"-0.003",23,"579",44,260,68,0.276
46,"+2","BAD MEETS EVIL Lighters f/Bruno Mars",225,"+6",-19,"+9",0.812,"+0.034",36,"28",42,247,61,0.945
47,"+2","JERAD FINCK Runaway",183,"-9",-10,"-19",0.113,"-0.029",74,"--",44,194,28,0.164
48,"+2","DEV In The Dark",146,"+0",1,"-2",0.328,"-0.013",21,"15",48,152,36,0.374
49,"--","PATRICK STUMP This City f/Lupe Fiasco",136,"--",18,"--",0.348,"--",1,"114",49,136,18,0.348
50,"--","AVRIL LAVIGNE Wish You Were Here",131,"--",108,"--",0.47,"--",1,"612",50,131,108,0.47
