"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",5432,"-41",-91,"-58",28.606,"-0.077",48,1,5540,342,29.393
2,"=","KATY PERRY E.T.",4062,"-73",-316,"-71",20.845,"-0.388",48,2,4417,523,23.302
3,"=","BRUNO MARS Lazy Song",4048,"+67",375,"+20",21.258,"+0.491",48,3,4048,564,21.258
4,"=","MAROON 5 Never Gonna Leave This Bed",3766,"-5",5,"+3",18.454,"-0.014",48,4,3782,246,18.485
5,"+1","ONEREPUBLIC Good Life",3720,"+27",200,"+5",16.554,"+0.080",48,5,3720,408,16.554
6,"-1","PINK F**kin' Perfect (Perfect)",3681,"-45",-322,"-23",20.053,"-0.173",48,2,4534,67,24.858
7,"+1","ANDY GRAMMER Keep Your Head Up",3292,"+32",106,"+9",14.381,"+0.225",48,7,3292,291,14.381
8,"-1","THE SCRIPT For The First Time",3290,"-18",-77,"+12",16.947,"+0.016",48,3,4317,123,21.065
9,"=","LADY GAGA The Edge Of Glory",2769,"+65",570,"+6",15.002,"+0.468",40,9,2769,631,15.002
10,"=","TRAIN Save Me San Francisco",2705,"+30",243,"+26",12.18,"+0.249",48,9,2705,355,12.18
11,"=","CEE LO GREEN F**k You (Forget You)",2532,"-51",-336,"-6",13.358,"-0.523",48,4,3721,0,19.447
12,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",2355,"+51",219,"+29",12.678,"+0.265",48,11,2355,328,12.678
13,"=","BLACK EYED PEAS Just Can't Get Enough",1998,"+31",251,"-16",9.91,"+0.269",48,13,1998,292,9.91
14,"=","PARACHUTE Something To Believe In",1881,"-4",48,"-31",6.888,"-0.036",48,13,1885,189,6.924
15,"+1","COLDPLAY Every Teardrop Is A Waterfall",1401,"+72",528,"+7",6.41,"+0.284",20,15,1401,528,6.41
16,"+1","STEVEN TYLER (It) Feels So Good",1348,"+20",169,"+3",5.224,"-0.056",44,16,1348,270,5.28
17,"-2","MY CHEMICAL ROMANCE Sing",1304,"-72",-542,"-15",5.714,"-0.343",48,10,2156,213,11.397
18,"=","JESSIE J Price Tag f/B.O.B",1146,"+25",113,"+16",5.413,"+0.175",48,18,1146,162,5.488
19,"=","BRITNEY SPEARS Till The World Ends",1112,"+10",-55,"+12",5.692,"+0.102",48,17,1171,193,5.692
20,"=","CHRISTINA PERRI Arms",1071,"+22",138,"+16",2.686,"+0.005",48,20,1071,138,2.686
21,"=","THE BAND PERRY If I Die Young",1042,"+49",279,"+25",4.599,"+0.287",31,21,1042,279,4.599
22,"=","HOT CHELLE RAE Tonight Tonight",1019,"+48",248,"+29",3.829,"+0.121",37,22,1019,248,3.829
23,"=","KATY PERRY Last Friday Night (T.G.I.F.)",1006,"+88",473,"+49",6.31,"+0.558",16,23,1006,473,6.31
24,"+2","JENNIFER LOPEZ F/PITBULL On The Floor",871,"-7",-34,"-3",4.03,"+0.061",48,24,909,148,4.073
25,"=","LIFEHOUSE Falling In",861,"-18",-123,"+9",5.432,"-0.216",48,10,2169,62,11.084
26,"-2","GRACE POTTER & THE NOCTURNALS Paris (Ooh...",859,"-35",-250,"-25",3.422,"-0.013",48,19,1206,101,4.691
27,"+1","MATT NATHANSON Faster",822,"+4",34,"-16",2.326,"+0.062",48,26,822,129,2.326
28,"-1","NEON TREES Your Surrender",815,"-5",29,"-20",1.985,"+0.063",48,26,820,110,1.985
29,"=","COLBIE CAILLAT I Do",741,"-38",-320,"+24",4.023,"-0.211",48,8,2366,112,10.531
30,"=","THREE DAYS GRACE Lost In You",710,"+10",64,"-3",1.379,"+0.064",48,30,710,79,1.379
31,"=","LADY GAGA Born This Way",653,"-19",-104,"-16",3.126,"-0.123",48,15,1960,66,9.458
32,"=","PITBULL Give Me Everything f/Ne-Yo",592,"+30",229,"+17",2.041,"+0.090",17,32,592,229,2.041
33,"=","TAYLOR SWIFT The Story Of Us",519,"+5",20,"+1",2.741,"+0.004",42,33,519,68,2.741
34,"=","MAT KEARNEY Hey Mama",512,"+7",62,"+9",0.994,"-0.013",48,34,512,75,1.018
35,"=","DAVID COOK Last Goodbye",479,"+0",23,"-9",1.235,"-0.055",46,35,479,102,1.317
36,"=","GOO GOO DOLLS All That You Are",458,"+21",143,"+6",1.323,"+0.090",13,36,458,171,1.323
37,"+2","FITZ & THE TANTRUMS MoneyGrabber",409,"+2",-3,"-3",0.839,"+0.017",48,37,413,29,0.839
