"Title","Artist","Spins"
"Ho Hey","LUMINEERS",5303
"Try","PINK",5165
"Locked Out Of Heaven","BRUNO MARS",4873
"I Knew You Were Troubl...","TAYLOR SWIFT",4566
"Catch My Breath","KELLY CLARKSON",3899
"Home","PHILLIP PHILLIPS",3890
"Little Talks","OF MONSTERS AND MEN",3678
"It's Time","IMAGINE DRAGONS",3338
"Daylight","MAROON 5",3173
"I Will Wait","MUMFORD & SONS",3131
"The A Team","ED SHEERAN",2823
"Girl On Fire","ALICIA KEYS",2227
"Wanted","HUNTER HAYES",2044
"Mermaid","TRAIN",2020
"Madness","MUSE",2017
"Carry On","FUN.",1900
"Overjoyed","MATCHBOX TWENTY",1749
"Suit & Tie f/JAY Z","JUSTIN TIMBERLAKE",1313
"Lessons In Love (All D...","NEON TREES",1196
"Diamonds","RIHANNA",1106
"Don't You Worry Child","SWEDISH HOUSE MAFIA",1066
"Hall Of Fame f/will.i....","THE SCRIPT",1037
"Because We Can","BON JOVI",944
"Between The Raindrops","LIFEHOUSE F/N. BEDINGF...",908
"When I Was Your Man","BRUNO MARS",809
"Next To Me","EMELI SANDE",767
"Come Along f/CeeLo Gre...","VICCI MARTINEZ",764
"Take A Walk","PASSION PIT",744
"Let Me Love You","NE-YO",693
"Die Young","KE$HA",534
"Beauty And A Beat f/N....","JUSTIN BIEBER",507
"Just A Fool","C. AGUILERA & B. SHELT...",475
"C'mon","KE$HA",381
"Scream And Shout","WILL.I.AM F/BRITNEY SP...",355
"Rebel Beat","GOO GOO DOLLS",354
"Stars","GRACE POTTER & THE NOC...",337
"Skyfall","ADELE",335
"If I Lose Myself","ONEREPUBLIC",311
"Sweet Nothing f/Floren...","CALVIN HARRIS",302
"93 Million Miles","JASON MRAZ",300
"Heartbeat Slowing Down","ALL-AMERICAN REJECTS",248
"Don't Stop The Party","PITBULL",238
"Picking Up The Pieces","PALOMA FAITH",226
"Troublemaker f/Flo Rid...","OLLY MURS",194
"Lego House","ED SHEERAN",194
"Back It Up","CARO EMERALD",182
"Gone, Gone, Gone","PHILLIP PHILLIPS",135
"Little Things","ONE DIRECTION",135
"Stay f/Mikky Ekko","RIHANNA",108
"Anything Could Happen","ELLIE GOULDING",108
