"Title","Artist","Spins"
"Blank Space","TAYLOR SWIFT",6623
"Animals","MAROON 5",5743
"I'm Not The Only One","SAM SMITH",5691
"Take Me To Church","HOZIER",5678
"Habits (Stay High)","TOVE LO",4955
"Thinking Out Loud","ED SHEERAN",4147
"Try","COLBIE CAILLAT",3796
"Riptide","VANCE JOY",3686
"Shake It Off","TAYLOR SWIFT",3310
"Don't","ED SHEERAN",3306
"Ghost","ELLA HENDERSON",3132
"Stolen Dance","MILKY CHANCE",3124
"Lips Are Movin","MEGHAN TRAINOR",3004
"Waves","MR PROBZ",2936
"I Lived","ONEREPUBLIC",2829
"Uptown Funk f/Bruno Mars","MARK RONSON",2680
"Jealous","NICK JONAS",2216
"Centuries","FALL OUT BOY",2120
"I Bet My Life","IMAGINE DRAGONS",1962
"Afterlife","INGRID MICHAELSON",1863
"The Hanging Tree f/J. Lawrence","JAMES NEWTON HOWARD",1745
"Headphones f/LOLO","MATT NATHANSON",1344
"The Heart Wants What It Wants","SELENA GOMEZ",1322
"Blame f/John Newman","CALVIN HARRIS",1244
"Geronimo","SHEPPARD",1243
"Love Me Harder","ARIANA GRANDE & THE WEEKND",1194
"Dangerous f/Joywave","BIG DATA",828
"Bartender","LADY ANTEBELLUM",602
"Budapest","GEORGE EZRA",592
"In Your Arms","NICO & VINZ",516
"Cadillac, Cadillac","TRAIN",492
"The Words","CHRISTINA PERRI",442
"Heartbeat","MAT KEARNEY",418
"Let Your Hair Down","MAGIC!",383
"Every Breaking Wave","U2",363
"Shatter Me f/Lzzy Hale","LINDSEY STIRLING",347
"Night Changes","ONE DIRECTION",312
"Favorite Song","O.A.R.",303
"Never Been In Love f/Icona Pop","COBRA STARSHIP",290
"Heroes","ALESSO",239
"Shut Up And Dance","WALK THE MOON",235
"Fools Gold","FITZ & THE TANTRUMS",216
"Weekend","PRIORY",208
"Fear","BLUE OCTOBER",196
"Do I Wanna Know?","ARCTIC MONKEYS",150
"Young Blood","BEA MILLER",140
"Crazy For You","SCARS ON 45",135
"Beg For It f/MØ","IGGY AZALEA",128
"Prayer In C","LILLYWOOD & ROBIN SCHULZ",100
"Sugar","MAROON 5",99
