"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",4690,15,-64,14,24.302,0.159,87,"24",1,4794,785,25.04
2,"=","ONEREPUBLIC Good Life",4205,-32,-327,-2,22.585,-0.218,119,"25",1,4888,408,25.509
3,"=","HOT CHELLE RAE Tonight Tonight",4149,65,399,39,23.209,0.304,108,"17",3,4149,408,23.209
4,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",4064,50,364,-36,20.586,0.256,66,"3",4,4064,599,20.586
5,"=","THE BAND PERRY If I Die Young",3801,-14,-119,-26,18.023,0.004,102,"15",3,3975,496,19.165
6,"=","LADY GAGA The Edge Of Glory",3226,-53,-580,53,17.652,-0.337,111,"53",2,4442,631,24.134
7,"+2","ADELE Someone Like You",2861,70,531,-25,13.242,0.353,52,"1",7,2861,605,13.242
8,"-1","COLDPLAY Every Teardrop Is A Waterfall",2842,9,43,4,12.266,0.098,91,"59",7,2870,560,12.621
9,"+1","FOSTER THE PEOPLE Pumped Up Kicks",2781,52,313,4,12.335,0.357,77,"2",9,2781,385,12.335
10,"-2","ADELE Rolling In The Deep",2770,-41,-359,3,16.638,0.006,119,"12",1,5540,342,29.393
11,"=","THE SCRIPT Nothing",2450,28,135,-14,9.135,-0.057,55,"41",11,2450,439,9.192
12,"=","TRAIN Save Me San Francisco",2079,-83,-616,-15,8.86,-0.262,119,"121",6,3331,355,13.679
13,"=","CHRISTINA PERRI Arms",1958,-6,-21,-9,7.487,0.024,119,"118",13,1981,179,7.668
14,"=","MATT NATHANSON Faster",1933,3,43,3,7.464,0.013,119,"107",14,1933,181,7.464
15,"=","GOO GOO DOLLS All That You Are",1621,30,54,42,7.045,0.202,84,"617",15,1621,250,7.234
16,"=","COLBIE CAILLAT Brighter Than The Sun",1612,38,225,9,7.453,0.263,72,"87",16,1612,225,7.453
17,"=","PITBULL Give Me Everything f/Ne-Yo",1408,3,20,-2,7.639,0.072,88,"16",17,1409,229,7.639
18,"=","GAVIN DEGRAW Not Over You",1357,2,30,-6,4.615,-0.007,85,"64",18,1357,237,4.622
19,"+1","LADY GAGA You And I",1339,64,541,-2,6.369,0.286,22,"4",19,1339,543,6.369
20,"-1","LMFAO Party Rock Anthem",1318,23,161,6,7.321,0.086,75,"8/94",19,1318,181,7.321
21,"=","MICHELLE BRANCH Loud Music",1166,7,50,13,3.223,0.011,73,"--",21,1166,154,3.248
22,"=","MAT KEARNEY Hey Mama",1137,4,43,-5,3.13,0.039,119,"--",22,1137,103,3.144
23,"=","BRITNEY SPEARS I Wanna Go",1112,15,66,-2,5.067,0.056,56,"19",23,1112,228,5.067
24,"=","THREE DAYS GRACE Lost In You",1082,7,-38,6,2.546,0.013,119,"571",21,1130,109,2.704
25,"=","LADY ANTEBELLUM Just A Kiss",1026,30,119,18,4.721,0.116,50,"28",25,1026,252,4.721
26,"=","O.A.R. Heaven",704,4,25,-7,3.036,0.114,65,"--",26,704,110,3.036
27,"+1","KELLY CLARKSON Mr. Know It All",703,95,668,61,4.342,0.344,6,"9",27,703,668,4.342
28,"-1","LENNY KRAVITZ Stand",682,4,-74,8,1.514,0.013,66,"804",27,760,112,1.554
29,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",562,23,206,13,1.9,-0.013,39,"--",28,562,206,1.913
30,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",485,12,120,0,2.361,0.124,31,"6",30,485,120,2.361
31,"-1","JESSIE J Price Tag f/B.O.B",466,-8,-56,2,3.372,0.001,119,"90",18,1280,162,6.478
32,"=","MARTIN SOLVEIG & DRAGONETTE Hello",393,0,97,-30,2.443,-0.038,19,"88",32,393,144,2.481
33,"=","NICKI MINAJ Super Bass",363,0,-8,-10,1.105,0.021,43,"14",33,375,91,1.201
34,"=","PARACHUTE Kiss Me Slowly",334,8,93,-8,0.711,0.025,12,"780",34,334,142,0.711
35,"+2","SIMPLE PLAN Jet Lag f/Natasha Bedingfiel...",314,11,61,-6,0.773,0.025,16,"--",35,314,113,0.773
36,"=","CAROLINA LIAR Drown",311,5,37,11,0.349,0.004,34,"--",36,311,84,0.426
37,"-2","DEMI LOVATO Skyscraper",306,-5,9,-16,0.814,0.047,31,"43",35,313,84,0.966
38,"=","RIHANNA Cheers (Drink To That)",289,12,60,1,1.382,0.034,19,"7",38,289,77,1.382
39,"+2","RACHEL PLATTEN 1000 Ships",244,5,22,-2,0.282,0,42,"--",39,244,63,0.282
40,"+2","THEORY OF A DEADMAN Out Of My Head",241,8,29,-4,0.23,0.018,11,"--",40,241,108,0.23
41,"-2","GYM CLASS HEROES Stereo Hearts f/Adam Le...",239,-5,39,-21,1.373,-0.046,13,"5",39,244,75,1.419
42,"-2","REEVE CARNEY Rise Above 1 f/Bono & The E...",229,-11,-87,1,0.253,0.004,67,"--",33,358,44,0.369
43,"=","JARED LEE It's Over (Goodbye)",212,-3,-6,-3,0.277,0.001,31,"--",42,220,52,0.277
44,"=","THE CAB Bad",199,2,28,-2,0.28,0.001,22,"--",44,199,35,0.28
45,"=","3 DOORS DOWN Every Time You Go",157,-6,-31,-5,0.138,-0.002,41,"--",39,225,40,0.322
46,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",154,11,22,7,0.434,0.053,3,"13/96",46,154,22,0.434
47,"-1","JERAD FINCK Runaway",152,-5,-5,-8,0.127,-0.002,41,"--",45,178,25,0.13
48,"=","XIMENA SARINANA Different",118,4,6,2,0.084,0,3,"--",48,118,6,0.084
49,"=","JACK'S MANNEQUIN My Racing Thoughts",116,4,4,1,0.087,0.002,3,"--",48,116,14,0.095
50,"=","MARC BROUSSARD Cruel",109,-1,31,0,0.128,-0.006,2,"--",50,110,31,0.134
