"Title","Artist","Spins"
"Wake Me Up","AVICII",5884
"Demons","IMAGINE DRAGONS",5624
"Counting Stars","ONEREPUBLIC",5375
"Royals","LORDE",5269
"Let Her Go","PASSENGER",4731
"Roar","KATY PERRY",4452
"Wrecking Ball","MILEY CYRUS",3861
"Brave","SARA BAREILLES",3680
"Best Day Of My Li...","AMERICAN AUTHORS",3226
"Unconditionally","KATY PERRY",3118
"Applause","LADY GAGA",2545
"Love Don't Die","FRAY",2444
"Waiting For Super...","DAUGHTRY",2190
"Everything Has .....","TAYLOR SWIFT",2099
"Sweater Weather","NEIGHBOURHOOD",2024
"Say Something","A GREAT BIG WORLD",2008
"Out Of My League","FITZ & THE TANTRU...",1980
"Come To Me","GOO GOO DOLLS",1863
"Who You Love f/Ka...","JOHN MAYER",1607
"Hold On We're Goi...","DRAKE F/MAJID JOR...",1597
"Let Me Go f/Chad ...","AVRIL LAVIGNE",1363
"True Love f/Lily ...","PINK",1207
"Love Me Again","JOHN NEWMAN",1144
"Pompeii","BASTILLE",1115
"My Kind Of Love","EMELI SANDE",1031
"Hold On","COLBIE CAILLAT",892
"Make A Move","GAVIN DEGRAW",725
"Slow Down","SELENA GOMEZ",718
"Marry Me","JASON DERULO",669
"365 Days","ZZ WARD",657
"Bonfire Heart","JAMES BLUNT",465
"Human","CHRISTINA PERRI",438
"Sirens","PEARL JAM",421
"The Giving Tree","PLAIN WHITE T'S",413
"TKO","JUSTIN TIMBERLAKE",412
"Story Of My Life","ONE DIRECTION",408
"Sail","AWOLNATION",408
"Stay The Night f/...","ZEDD",399
"Summertime Sadnes...","LANA DEL REY",361
"What If","FIVE FOR FIGHTING",346
"Lucky Strike","MAROON 5",341
"Do What U Want f/...","LADY GAGA",340
"Timber f/Ke$ha","PITBULL",329
"The Monster f/Rih...","EMINEM",262
"Ways To Go","GROUPLOVE",228
"All Of Me","JOHN LEGEND",195
"Team","LORDE",190
"Gorilla","BRUNO MARS",172
"Fight","LEE DEWYZE",162
"If I Loved You","DELTA RAE",139
