"Title","Artist","Spins"
"Style","TAYLOR SWIFT",7220
"Sugar","MAROON 5",6911
"Uptown Funk f/Bruno Mars","MARK RONSON",6826
"Thinking Out Loud","ED SHEERAN",6747
"Love Me Like You Do","ELLIE GOULDING",6131
"Heartbeat Song","KELLY CLARKSON",4622
"I Bet My Life","IMAGINE DRAGONS",4072
"Shut Up And Dance","WALK THE MOON",3984
"Blank Space","TAYLOR SWIFT",3735
"Ghost","ELLA HENDERSON",3590
"Geronimo","SHEPPARD",3239
"Lips Are Movin","MEGHAN TRAINOR",3114
"FourFiveSeconds","RIHANNA/KANYE WEST/P MCCARTNEY",2898
"Honey, I'm Good","ANDY GRAMMER",2863
"Budapest","GEORGE EZRA",2618
"Lay Me Down","SAM SMITH",2411
"Night Changes","ONE DIRECTION",2389
"Prayer In C","LILLYWOOD & ROBIN SCHULZ",2094
"Nothing Without Love","NATE RUESS",1691
"Bright","ECHOSMITH",1586
"Time Of Our Lives f/Ne-Yo","PITBULL",1196
"Bulletproof Picasso","TRAIN",1072
"Fight Song","RACHEL PLATTEN",1035
"Earned It","THE WEEKND",1022
"Believe","MUMFORD & SONS",1007
"No Good In Goodbye","THE SCRIPT",907
"High","YOUNG RISING SONS",861
"Talking Body","TOVE LO",764
"First Kiss","KID ROCK",680
"Overload","LIFE OF DILLON",659
"Want To Want Me","JASON DERULO",653
"One Last Time","ARIANA GRANDE",642
"Outside f/Ellie Goulding","CALVIN HARRIS",486
"Hurricane","LIFEHOUSE",475
"Beggin For Thread","BANKS",464
"Billion","MAT KEARNEY",388
"Dear Future Husband","MEGHAN TRAINOR",381
"Hold Back The River","JAMES BAY",377
"Wrong Club","THE TING TINGS",377
"Hero","FAMILY OF THE YEAR",370
"Chains","NICK JONAS",368
"Ghosttown","MADONNA",310
"Somebody f/Jeremih","NATALIE LA ROSE",280
"You Ruin Me","VERONICAS",268
"I Want You To Know f/S. Gomez","ZEDD",249
"Elastic Heart f/The Weeknd...","SIA",246
"She Keeps Me Up","NICKELBACK",219
"Take Your Time","SAM HUNT",215
"Whistle (While You Work)","KATY TIZ",188
"Sun Daze","FLORIDA-GEORGIA LINE",179
