"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY CLARKSON Mr. Know It All",4402,"+100",165,"+176",26.588,"+0.703",122,"36",1,4402,947,26.588
2,"=","COLBIE CAILLAT Brighter Than The Sun",3824,"+103",186,"+192",23.033,"+0.855",188,"94",2,3824,357,23.033
3,"=","ADELE Someone Like You",3755,"+65",97,"+146",23.836,"+0.473",168,"10",1,5345,683,30.563
4,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",3740,"+87",79,"+180",23.374,"+0.781",182,"13",1,5169,599,29.564
5,"=","GAVIN DEGRAW Not Over You",3648,"+73",115,"+143",19.159,"+0.558",201,"23",5,3648,348,19.159
6,"=","LADY ANTEBELLUM Just A Kiss",3482,"+62",32,"+164",21.357,"+0.508",166,"45",4,3692,414,21.434
7,"=","KATY PERRY The One That Got Away",3380,"+71",255,"+125",19.264,"+0.401",79,"8",7,3380,472,19.264
8,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",2850,"+33",28,"+95",19.118,"+0.413",129,"11",7,2884,521,19.118
9,"=","DAUGHTRY Crawling Back To You",2849,"+47",99,"+105",15.061,"+0.436",102,"589",7,2849,901,15.061
10,"=","BRUNO MARS It Will Rain",2669,"+29",179,"+76",15.99,"+0.323",92,"7",10,2669,340,15.99
11,"=","FRAY Heartbeat",2460,"+25",25,"+68",10.901,"+0.145",81,"163",10,2478,528,11.238
12,"=","ADELE Set Fire To The Rain",2445,"+46",174,"+102",15.783,"+0.484",50,"4",12,2445,463,15.783
13,"=","THE SCRIPT Nothing",2222,"+60",108,"+113",12.496,"+0.296",171,"154",3,4163,439,21.681
14,"=","DAVID GUETTA Without You f/Usher",2098,"+62",104,"+115",12.238,"+0.441",100,"16",14,2098,313,12.238
15,"=","RIHANNA We Found Love f/Calvin Harris",2066,"+35",161,"+46",12.574,"+0.185",73,"2",15,2066,361,12.574
16,"=","COLDPLAY Paradise",1977,"+29",34,"+81",10.565,"+0.281",90,"35",15,1995,274,10.565
17,"=","LADY GAGA You And I",1798,"+34",10,"+85",9.872,"+0.187",138,"53",6,3672,543,19.636
18,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",1730,"+39",-50,"+109",10.504,"+0.346",147,"33",13,2182,391,14.129
19,"=","NICKELBACK When We Stand Together",1674,"+35",-14,"+92",6.581,"+0.108",99,"72",12,2391,725,10.969
20,"=","CHRISTINA PERRI A Thousand Years",1465,"+1",56,"+20",8.322,"+0.089",56,"52",20,1465,299,8.322
21,"=","ELLIE GOULDING Lights",1051,"+17",-10,"+42",4.328,"+0.106",109,"233",21,1086,180,4.328
22,"=","AVRIL LAVIGNE Wish You Were Here",863,"+7",15,"+20",3.161,"+0.006",84,"97",22,863,143,3.161
23,"=","PARACHUTE Kiss Me Slowly",817,"-3",-30,"+15",2.915,"+0.014",128,"428",20,1235,165,4.313
24,"=","SNOW PATROL Called Out In The Dark",745,"+8",13,"+17",2.169,"-0.085",106,"--",24,745,97,2.254
25,"=","RACHEL PLATTEN 1000 Ships",696,"-1",12,"+19",1.917,"+0.007",158,"--",24,735,113,2.184
26,"+1","KID ROCK Care f/Martina Mcbride",594,"+14",-4,"+38",1.69,"+0.052",101,"--",26,622,111,1.69
27,"-1","FLORENCE + THE MACHINE Shake It Out",588,"+4",34,"+4",1.838,"-0.009",62,"--",26,588,101,1.858
28,"=","HOT CHELLE RAE I Like It Like That f/New...",575,"+5",84,"-20",2.024,"+0.029",26,"31",28,575,159,2.024
29,"=","ANDY GRAMMER Fine By Me",550,"-3",106,"-20",2.076,"+0.113",42,"--",29,553,126,2.076
30,"=","LMFAO Sexy And I Know It",514,"+12",31,"+23",2.191,"+0.009",77,"1",28,514,78,2.261
31,"=","LADY GAGA Marry The Night",504,"+18",37,"+27",2.192,"+0.056",35,"42",29,504,158,2.192
32,"=","SELENA GOMEZ & THE SCENE Love You Like A...",496,"+11",81,"+0",1.913,"-0.025",31,"29",32,496,147,1.938
