"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",4902,"-13",-109,"+5",27.291,"-0.038",68,1,5540,342,29.393
2,"=","BRUNO MARS Lazy Song",4412,"-19",-29,"-38",21.887,"-0.237",68,2,4460,564,22.506
3,"=","ONEREPUBLIC Good Life",4402,"+17",174,"-24",21.379,"+0.124",68,3,4402,408,21.379
4,"=","LADY GAGA The Edge Of Glory",3920,"+36",275,"-1",20.642,"+0.544",60,4,3920,631,20.642
5,"=","ANDY GRAMMER Keep Your Head Up",3542,"+12",108,"-7",16.245,"-0.011",68,5,3542,291,16.256
6,"=","MAROON 5 Never Gonna Leave This Bed",3448,"-29",-193,"-27",17.271,"-0.217",68,4,3782,246,18.678
7,"=","PINK F**kin' Perfect (Perfect)",3141,"-2",-64,"+5",18.209,"+0.010",68,2,4534,67,24.858
8,"=","TRAIN Save Me San Francisco",3066,"+8",95,"-17",12.606,"-0.114",68,8,3066,355,12.845
9,"=","KATY PERRY E.T.",2829,"-38",-366,"-3",15.013,"-0.035",68,2,4417,523,23.302
10,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",2709,"-10",62,"-25",14.733,"+0.053",68,10,2719,328,14.9
11,"+1","KATY PERRY Last Friday Night (T.G.I.F.)",2607,"+86",515,"+34",13.979,"+0.270",36,11,2607,703,13.979
12,"+1","BLACK EYED PEAS Just Can't Get Enough",2275,"+1",47,"-1",12.477,"-0.058",68,12,2281,292,12.733
13,"+1","COLDPLAY Every Teardrop Is A Waterfall",2208,"+0",114,"-69",10.533,"-0.062",40,13,2208,560,10.595
14,"+1","PARACHUTE Something To Believe In",1996,"-3",5,"-22",6.856,"-0.008",68,13,2008,189,7.097
15,"+1","HOT CHELLE RAE Tonight Tonight",1916,"+45",323,"-5",8.055,"+0.277",57,15,1916,356,8.055
16,"+1","THE BAND PERRY If I Die Young",1748,"+29",235,"-5",8.626,"+0.246",51,16,1748,307,8.626
17,"+1","STEVEN TYLER (It) Feels So Good",1474,"+7",28,"+1",5.654,"+0.050",64,16,1474,270,5.905
18,"+1","CHRISTINA PERRI Arms",1417,"-6",70,"-25",4.139,"+0.091",68,18,1423,179,4.139
19,"+1","JESSIE J Price Tag f/B.O.B",1247,"-5",-20,"-12",5.773,"-0.185",68,18,1280,162,6.478
20,"+1","MATT NATHANSON Faster",1115,"+25",70,"+17",3.48,"+0.114",68,20,1115,137,3.48
21,"+1","BRITNEY SPEARS Till The World Ends",939,"-3",-67,"+1",6.415,"+0.017",68,17,1171,193,6.415
22,"+1","PITBULL Give Me Everything f/Ne-Yo",879,"+22",84,"+0",3.948,"+0.220",37,22,879,229,3.948
23,"+1","NEON TREES Your Surrender",841,"-5",-41,"-7",1.828,"-0.046",68,23,887,110,2.156
24,"+1","THREE DAYS GRACE Lost In You",817,"+28",61,"+36",1.949,"+0.136",68,24,817,79,1.949
25,"+2","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",782,"+47",355,"+23",3.974,"+0.230",15,25,782,355,3.974
26,"=","GOO GOO DOLLS All That You Are",780,"+11",120,"-21",3.005,"+0.045",33,26,780,171,3.005
27,"+1","LIFEHOUSE Falling In",660,"-32",-126,"-22",3.67,"-0.239",68,10,2169,62,11.084
28,"+2","MAT KEARNEY Hey Mama",642,"+16",70,"+17",1.157,"+0.020",68,28,642,75,1.157
29,"=","JENNIFER LOPEZ F/PITBULL On The Floor",635,"-25",-91,"-32",2.879,"-0.145",68,24,909,148,4.073
30,"+1","DAVID COOK Last Goodbye",581,"-8",-9,"+3",1.423,"-0.095",66,29,602,102,1.594
31,"+2","FOSTER THE PEOPLE Pumped Up Kicks",570,"+37",105,"+15",1.564,"+0.122",26,31,570,141,1.564
32,"=","TAYLOR SWIFT The Story Of Us",553,"+2",-17,"-1",2.67,"-0.010",62,30,581,68,2.893
33,"+1","COLBIE CAILLAT Brighter Than The Sun",470,"+4",60,"-8",0.758,"+0.000",21,33,470,120,0.777
34,"+2","MICHELLE BRANCH Loud Music",469,"+17",104,"+7",0.911,"+0.030",22,34,469,119,0.911
35,"=","GAVIN DEGRAW Not Over You",466,"+0",28,"-13",1.3,"-0.042",34,33,466,138,1.36
36,"+1","LMFAO Party Rock Anthem",417,"+7",67,"-1",1.531,"+0.073",24,36,417,125,1.531
37,"+3","LENNY KRAVITZ Stand",362,"+5",80,"-18",0.873,"-0.007",15,37,362,102,0.88
38,"=","JASON DERULO Don't Wanna Go Home",358,"-3",-6,"-14",1.105,"-0.019",29,38,368,75,1.128
39,"=","FITZ & THE TANTRUMS MoneyGrabber",355,"-4",-32,"-3",1.021,"-0.104",68,35,413,29,1.182
40,"+1","CEE LO GREEN Bright Lights Bigger City",306,"-9",-28,"-11",0.888,"-0.025",43,38,369,81,1.472
41,"+3","THE SCRIPT Nothing",294,"+49",223,"+45",0.624,"+0.176",4,41,294,223,0.624
42,"=","SELENA GOMEZ & THE SCENE Who Says",263,"+8",52,"+1",0.811,"+0.015",11,42,263,56,0.811
43,"=","O.A.R. Heaven",254,"-1",12,"-3",1.324,"+0.068",14,43,255,92,1.324
44,"+1","REEVE CARNEY Rise Above 1 f/Bono & The E...",242,"+6",-7,"+11",0.2,"-0.004",16,43,254,38,0.213
45,"+1","JAMES BLUNT I'll Be Your Man",227,"-5",-19,"-7",0.295,"+0.007",27,43,251,41,0.321
46,"+2","BRITNEY SPEARS I Wanna Go",214,"+6",81,"-5",0.632,"+0.039",5,46,214,86,0.632
47,"+2","MUMFORD & SONS The Cave",190,"-2",2,"-8",0.664,"-0.023",59,40,379,56,1.574
48,"+2","LINKIN PARK Iridescent",167,"-1",3,"-9",0.109,"-0.013",6,48,168,12,0.151
49,"--","ADELE Someone Like You",157,"--",26,"--",0.822,"--",1,49,157,26,0.822
50,"--","HANSON Give A Little",145,"--",-114,"--",0.218,"--",67,40,360,53,0.919
