"Title","Artist","Spins"
"Shake It Off","TAYLOR SWIFT",6360
"Maps","MAROON 5",6081
"All About That Bass","MEGHAN TRAINOR",5936
"A Sky Full Of Stars","COLDPLAY",5769
"Boom Clap","CHARLI XCX",4796
"Stay With Me","SAM SMITH",4663
"Rude","MAGIC!",4366
"Cool Kids","ECHOSMITH",3919
"Angel In Blue Jeans","TRAIN",3537
"Am I Wrong","NICO & VINZ",3475
"Don't","ED SHEERAN",3346
"Love Runs Out","ONEREPUBLIC",3306
"Secrets","MARY LAMBERT",2699
"Chandelier","SIA",2691
"Superheroes","THE SCRIPT",2564
"Rather Be f/Jess Glynne","CLEAN BANDIT",2441
"Try","COLBIE CAILLAT",2355
"Believer","AMERICAN AUTHORS",2037
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",1950
"Latch f/Sam Smith","DISCLOSURE",1705
"Back Home","ANDY GRAMMER",1379
"Problem f/Iggy Azalea","ARIANA GRANDE",1312
"Habits (Stay High)","TOVE LO",1270
"This Is How We Do","KATY PERRY",1150
"Stolen Dance","MILKY CHANCE",1116
"Bailando f/D.Bueno/S.Paul/GDZ","ENRIQUE IGLESIAS",1071
"Battleships","DAUGHTRY",1040
"Break Free f/Zedd","ARIANA GRANDE",996
"Riptide","VANCE JOY",880
"Come With Me Now","KONGOS",853
"Burning Gold","CHRISTINA PERRI",852
"Ugly Heart","G.R.L.",741
"Unpack Your Heart","PHILLIP PHILLIPS",736
"Animals","MAROON 5",733
"Really Don't Care f/Cher Lloyd","DEMI LOVATO",714
"Headphones f/LOLO","MATT NATHANSON",697
"I'm Not The Only One","SAM SMITH",614
"Fire","GAVIN DEGRAW",581
"Ghost","ELLA HENDERSON",544
"Summer","CALVIN HARRIS",542
"Take Me To Church","HOZIER",435
"Amnesia","5 SECONDS OF SUMMER",362
"What Are You Waiting For","NICKELBACK",350
"In Your Arms","NICO & VINZ",343
"Black Widow f/Rita Ora","IGGY AZALEA",335
"Shatter Me f/Lzzy Hale","LINDSEY STIRLING",298
"Be Okay","OH HONEY",286
"I Lived","ONEREPUBLIC",264
"Dangerous f/Joywave","BIG DATA",239
"Only Love Can Hurt Like This","PALOMA FAITH",230
